Title,Year,Decision,Notes
Is This Really Your Work?: a Qualitative Study of Teacher-led Interviews and Student Accountability in the Age of Generative Ai,2025,exclude,"{""c1"": {""status"": ""pass"", ""evidence"": ""Participants are 24 Master's-level English as a Foreign Language (EFL) students, clearly indicating L2 English learners in an EFL context.""}, ""c2"": {""status"": ""fail"", ""evidence"": ""Although the study concerns student engagement with generative AI in writing, the intervention is teacher-led interviews as an assessment practice, not an LLM-mediated writing instruction or process. There is no indication that a specific LLM (e.g., ChatGPT) is systematically integrated as an instructional tool in an experimental or quasi-experimental design.""}, ""c3"": {""status"": ""fail"", ""evidence"": ""The primary focus is on authorship, integrity, accountability, and ethical engagement with GenAI via teacher-led interviews, not on improving writing competence or writing-related performance variables. The emphasis is on assessment and ethical orientation rather than writing skill development.""}, ""c4"": {""status"": ""fail"", ""evidence"": ""The study is explicitly described as qualitative, using thematic analysis of reflection data. Reported outcomes are cognitive, emotional, and agentive developments, with no mention of quantifiable writing outcome metrics (e.g., writing scores, text quality measures) to assess effectiveness of an LLM-mediated writing intervention.""}}"
Integrating Iwrite Tools into English Writing Instruction,2025,exclude,"{""c1"": {""status"": ""pass"", ""evidence"": ""The abstract describes English writing instruction in Chinese universities, implying learners are EFL students (L2 English learners). The focus is clearly on English writing proficiency.""}, ""c2"": {""status"": ""unclear"", ""evidence"": ""The tool mentioned is \u2018iWrite\u2019, described as an AI tool for grammar correction, vocabulary enhancement, and structural analysis. The abstract does not specify that it is an LLM or transformer-based generative model (e.g., ChatGPT, GPT-4). It could be a traditional NLP/automated feedback system. Without explicit indication of LLM use, its eligibility as an LLM-based intervention is unclear.""}, ""c3"": {""status"": ""pass"", ""evidence"": ""The context is English writing instruction, focusing on improving writing proficiency, academic writing conventions, and related instructional challenges. The primary focus is clearly on writing competence and pedagogy, not on automated scoring or system evaluation alone.""}, ""c4"": {""status"": ""fail"", ""evidence"": ""The abstract states that the paper \u2018examines the implementation\u2019 and \u2018focuses on methods, outcomes, and challenges\u2019 but does not indicate any experimental or quasi-experimental design with quantifiable writing outcome metrics. It appears descriptive/practice-oriented rather than reporting measured intervention effects (e.g., pre/post test scores, rubric-based gains).""}}"
A Literature Review on Generative Artificial Intelligence Applications in Foreign Language Education,2025,exclude,"{""c1"": {""status"": ""fail"", ""evidence"": ""The article is explicitly described as a literature review of generative AI in foreign language education, not a primary empirical study with a defined participant population of L2 English learners. It synthesizes 30 empirical studies rather than reporting original participant data.""}, ""c2"": {""status"": ""fail"", ""evidence"": ""As a literature review, the paper does not itself implement an experimental or quasi-experimental LLM-based writing intervention. It only summarizes existing studies on GenAI tools in foreign language education.""}, ""c3"": {""status"": ""fail"", ""evidence"": ""Although it notes that many included studies focus on writing instruction, the review\u2019s own primary focus is not a specific writing intervention or context but a broad overview of GenAI applications across multiple domains (user perceptions, assessment, teacher preparation, etc.).""}, ""c4"": {""status"": ""fail"", ""evidence"": ""The study does not report original quantitative writing outcome measures. It is a qualitative synthesis of prior work and thus does not provide direct experimental outcome data on LLM-mediated writing interventions.""}}"
"Effects of Speech-enabled Corrective Feedback Technology on Efl Speaking Skills, Anxiety and Confidence",2024,exclude,"{""c1"": {""status"": ""pass"", ""evidence"": ""Participants are clearly described as learners of English as a foreign language (EFL) from China and Kazakhstan, so they are L2 English learners in an EFL context.""}, ""c2"": {""status"": ""fail"", ""evidence"": ""The intervention is a speech-enabled corrective feedback (SECF) system combining speech-to-text recognition with automated corrective feedback. There is no indication that this system is based on a large language model (e.g., ChatGPT, GPT-4, transformer-based generative model); it appears to be an STR + rule-based/ACF tool rather than an LLM-mediated intervention.""}, ""c3"": {""status"": ""fail"", ""evidence"": ""The primary focus is on speaking skills (pronunciation, discourse length, confidence to speak, anxiety) in EFL speaking practice. Writing is only involved as an intermediate representation of speech (speech-to-text), not as a target competence or writing instruction context.""}, ""c4"": {""status"": ""fail"", ""evidence"": ""The reported outcomes are EFL speaking ability, foreign language anxiety, and confidence. No quantifiable writing outcomes or writing-related performance measures are reported.""}}"
Chatgpt in Foreign Language Teaching and Assessment: Exploring Efl Instructors' Experience,2024,exclude,"{""c1"": {""status"": ""pass"", ""evidence"": ""The study involves English language teachers of EFL and ESP courses in Ukraine, the EU, and the USA. While the participants are instructors rather than learners, the context is clearly EFL/ESL with English as the target language.""}, ""c2"": {""status"": ""fail"", ""evidence"": ""The study is a survey of teachers\u2019 perceptions and familiarity with ChatGPT for teaching and assessment. It does not describe an experimental or quasi-experimental intervention integrating ChatGPT into learners\u2019 writing instruction or processes; it focuses on instructors\u2019 experiences and intentions.""}, ""c3"": {""status"": ""fail"", ""evidence"": ""Although writing is mentioned as one of several skills (along with vocabulary and grammar), the primary focus is on general foreign language teaching and assessment development, not specifically on writing competence or writing-related variables as the main outcome of an intervention.""}, ""c4"": {""status"": ""fail"", ""evidence"": ""The paper reports survey findings about perceptions, confidence, hesitancy, and satisfaction. It does not report any quantifiable learner writing outcomes or measured changes in writing performance resulting from an LLM-mediated writing intervention.""}}"
Evaluating Automated Grammar Corrective Feedback Tools: a Comparative Study of Grammarly and Quillbot in Esl Expository Essays,2024,exclude,"{""c1"": {""status"": ""pass"", ""evidence"": ""The study uses expository essays authored by Malaysian ESL students, clearly identifying the population as L2 English learners in an ESL context.""}, ""c2"": {""status"": ""fail"", ""evidence"": ""The tools investigated are Grammarly and Quillbot as automated grammar feedback applications. These are not described as LLM-based generative models integrated into instruction, but as error-detection tools. The focus is on their error-identification performance, not on an LLM-mediated pedagogical intervention.""}, ""c3"": {""status"": ""fail"", ""evidence"": ""The primary focus is on comparing the tools\u2019 ability to detect and classify errors in existing writing samples, not on a writing instruction or intervention aimed at improving learners\u2019 writing competence. It is essentially a tool evaluation study, not a pedagogical writing intervention.""}, ""c4"": {""status"": ""fail"", ""evidence"": ""No quantifiable writing outcome metrics (e.g., pre/post writing scores, improvement measures) are reported. The study analyzes frequencies of errors flagged by the tools, not changes in learners\u2019 writing performance following an intervention.""}}"
Engage Learn: an Ai-based English Proficiency Improviser,2024,exclude,"{""c1"": {""status"": ""unclear"", ""evidence"": ""The abstract describes an English learning and teaching platform but does not specify the target population (e.g., EFL/ESL/ELL learners) or provide details about participants. It is unclear whether the study involves L2 English learners in ESL/EFL/ELL contexts or a general user base.""}, ""c2"": {""status"": ""pass"", ""evidence"": ""The platform uses generative models including ChatGPT 3.5 Turbo and Gemini 1.5 Flash, enhanced via RAG, to provide targeted feedback on users\u2019 English. These are clearly LLM-based tools integrated into language learning, satisfying the LLM intervention criterion.""}, ""c3"": {""status"": ""unclear"", ""evidence"": ""The system aims to improve users\u2019 ability to write and speak English and includes feedback on grammar, vocabulary, and fluency. However, the abstract emphasizes system architecture and speech-based interaction; it does not clearly state that the primary focus of the evaluation is writing competence or writing-related variables, as opposed to general language proficiency or speaking.""}, ""c4"": {""status"": ""fail"", ""evidence"": ""The abstract mentions only \u2018planned evaluation methods\u2019 and \u2018user testing and data analysis\u2019 but does not describe any experimental or quasi-experimental design, nor any quantifiable writing outcome metrics. It appears to be a system description with prospective evaluation rather than a reported intervention study with measurable writing outcomes.""}}"
Personalized Recommendation Design of English Writing Marking System Based on Corpus,2024,exclude,"{""c1"": {""status"": ""pass"", ""evidence"": ""The abstract discusses college English writing teaching and higher vocational English teaching, implying learners of English in an EFL/ESL context. The focus is on English composition and college English writing, consistent with L2 English learners.""}, ""c2"": {""status"": ""fail"", ""evidence"": ""The study focuses on a corpus-based automatic scoring and computer-aided composition marking system. There is no indication that the system is an LLM (e.g., ChatGPT, GPT-4) or transformer-based generative model; it appears to be a traditional automated scoring/evaluation system rather than an LLM-mediated writing intervention.""}, ""c3"": {""status"": ""fail"", ""evidence"": ""The primary focus is on an automatic scoring/marking system and corpus-based teaching integration, not on an LLM-based pedagogical writing intervention. It describes computer-aided composition marking and online automatic evaluation, which aligns more with automated essay scoring functionality than with LLM-supported instructional processes.""}, ""c4"": {""status"": ""unclear"", ""evidence"": ""The abstract does not report or clearly indicate quantifiable writing outcome metrics (e.g., pre/post writing scores, accuracy, complexity). It mainly describes the teaching approach and context without specifying experimental measures or results.""}}"
University Students' Perceptions of Artificial Intelligence-based Tools for English Writing Courses,2024,exclude,"{""c1"": {""status"": ""pass"", ""evidence"": ""Participants are Korean university students who have taken English writing courses and are explicitly described as English language learners (ELLs), fitting an EFL/ESL context focused on English.""}, ""c2"": {""status"": ""fail"", ""evidence"": ""The study examines perceptions of various AI-based tools (Google Translate, Naver Papago, Grammarly). These are not clearly LLM-based writing interventions, and the design is not experimental or quasi-experimental; it is a survey plus focus group on tool perceptions, not an instructional intervention using LLMs.""}, ""c3"": {""status"": ""fail"", ""evidence"": ""Although the context is English writing courses, the primary focus is on students\u2019 perceptions, strengths/weaknesses, and potential interference with writing processes, rather than a structured pedagogical intervention aimed at improving writing competence via LLMs.""}, ""c4"": {""status"": ""fail"", ""evidence"": ""The abstract reports no quantifiable writing outcome measures (e.g., pre/post writing scores, rubric-based gains). Data are survey responses and interview findings about perceptions and experiences, not measured changes in writing performance following an LLM-mediated intervention.""}}"
Investigating Efl Faculty Members' Perceptions of Integrating Artificial Intelligence Applications to Improve the Research Writing Process: a Case Study at Majmaah University,2024,exclude,"{""c1"": {""status"": ""fail"", ""evidence"": ""Participants are EFL faculty members/teachers, not L2 English learners in ESL/EFL/ELL contexts. The focus is on teachers\u2019 own research writing, not on student L2 learning.""}, ""c2"": {""status"": ""unclear"", ""evidence"": ""The abstract refers broadly to \u201cAI applications and tools\u201d without specifying whether they are large language models (e.g., ChatGPT, GPT-4) or other types of AI. No particular LLM-based intervention is described.""}, ""c3"": {""status"": ""fail"", ""evidence"": ""The context is faculty research writing processes and their perceptions of AI tools, not pedagogical writing instruction or student writing development. It is not an instructional intervention in L2 writing.""}, ""c4"": {""status"": ""fail"", ""evidence"": ""The study reports attitudes and perceptions via questionnaires and interviews. It does not report quantifiable writing outcome metrics (e.g., changes in writing quality, accuracy, complexity) resulting from an AI-mediated intervention.""}}"
