Title,Year,Decision,Notes
Metacognitive Mastery: Transformative Learning in Efl through a Generative Ai Chatbot Fueled by Metalinguistic Guidance,2024,exclude,"{""c1"": {""status"": ""pass"", ""evidence"": ""Participants are explicitly described as EFL students, i.e., learners of English as a foreign language, which fits the target L2 English learner population.""}, ""c2"": {""status"": ""pass"", ""evidence"": ""The study uses a Generative AI Chatbot (GAC) and compares CF-based GAC vs. MG-based GAC in a quasi-experimental pretest\u2013posttest design. GAC is a generative AI chatbot, consistent with an LLM-type intervention integrated into instruction.""}, ""c3"": {""status"": ""fail"", ""evidence"": ""The context is EFL linguistics courses, focusing on learning achievement, reflective performance, perception, and metacognitive awareness. The abstract does not indicate that the primary focus is on writing competence or writing-related variables; it appears to target general course learning and metacognition rather than writing.""}, ""c4"": {""status"": ""unclear"", ""evidence"": ""The study reports quantitative outcomes (learning achievement, reflective performance, metacognitive awareness), but the abstract does not specify that these are writing outcomes or writing performance measures. They seem to be broader learning and cognitive measures, not writing-specific metrics.""}}"
Exploring Efl Learners' Integration and Perceptions of Chatgpt's Text Revisions: a Three-stage Writing Task Study,2024,exclude,"{""c1"": {""status"": ""pass"", ""evidence"": ""Participants are explicitly described as English as a foreign language (EFL) learners in an EFL classroom context, so the population is L2 English learners.""}, ""c2"": {""status"": ""pass"", ""evidence"": ""The study uses ChatGPT\u2019s reformulations as feedback within a three-stage writing task (composing\u2013comparison\u2013rewriting), which constitutes an LLM-based writing intervention in an instructional context.""}, ""c3"": {""status"": ""pass"", ""evidence"": ""The focus is on EFL writing: learners compose, compare their texts with ChatGPT reformulations, and then rewrite. The study examines how ChatGPT-mediated feedback affects revision behavior in writing.""}, ""c4"": {""status"": ""fail"", ""evidence"": ""The abstract reports noticing behaviors, integration of reformulated segments, and perceptions via questionnaire, but does not indicate any quantifiable writing outcome metrics (e.g., scores, quality ratings, accuracy measures) assessing improvement in writing performance. The integration counts are process measures, not outcome measures of writing competence.""}}"
Chatgpt as a Tool for Self-learning English among Efl Learners: a Multi-methods Study,2024,exclude,"{""c1"": {""status"": ""pass"", ""evidence"": ""Participants are 344 English as a Foreign Language (EFL) learners, clearly indicating L2 English learners in an EFL context.""}, ""c2"": {""status"": ""fail"", ""evidence"": ""The study examines factors influencing ChatGPT acceptance and use in self-directed English learning via survey and interviews, plus a systematic review. There is no experimental or quasi-experimental design implementing a structured LLM-based writing intervention; it is a technology acceptance/usage study.""}, ""c3"": {""status"": ""fail"", ""evidence"": ""Although writing is mentioned as one of several language dimensions (reading, writing, vocabulary, grammar), the primary focus is on general English learning and technology acceptance, not specifically on writing competence or writing-related variables as the main outcome.""}, ""c4"": {""status"": ""fail"", ""evidence"": ""The study reports factors affecting continued use (interactivity, enjoyment, trust, etc.) and proposes an extended TAM. It does not report quantifiable writing outcome metrics or measure changes in writing performance resulting from a ChatGPT-mediated writing intervention.""}}"
Ai or Student Writing? Analyzing the Situational and Linguistic Characteristics of Undergraduate Student Writing and Ai-generated Assignments,2024,exclude,"{""c1"": {""status"": ""pass"", ""evidence"": ""The corpus consists of undergraduate assignments from an English as a Foreign Language (EFL) context, so participants are L2 English learners.""}, ""c2"": {""status"": ""fail"", ""evidence"": ""The study compares existing student assignments with ChatGPT-generated texts; there is no experimental or quasi-experimental pedagogical intervention integrating ChatGPT into instruction or students\u2019 writing processes.""}, ""c3"": {""status"": ""fail"", ""evidence"": ""The primary focus is on analyzing situational and linguistic characteristics of human vs. AI-generated texts, not on improving writing competence through an instructional intervention. It is essentially a comparative text/register analysis, not a writing intervention study.""}, ""c4"": {""status"": ""fail"", ""evidence"": ""No quantifiable writing outcome metrics for learners are reported. The study does not measure changes in students\u2019 writing performance following an LLM-mediated intervention; it only analyzes and compares text features.""}}"
Ai-powered Efl Pedagogy: Integrating Generative Ai into University Teaching Preparation through Utaut and Activity Theory,2024,exclude,"{""c1"": {""status"": ""fail"", ""evidence"": ""Participants are EFL lecturers in Indonesian higher education, focusing on their adoption of generative AI for teaching preparation. The population is teachers, not L2 English learners, and no learner writing data are mentioned.""}, ""c2"": {""status"": ""unclear"", ""evidence"": ""The study involves generative AI in EFL teaching preparation, but the abstract does not specify that LLMs are integrated into learners\u2019 writing instruction or writing processes in an experimental or quasi-experimental way. It focuses on adoption factors via UTAUT and Activity Theory.""}, ""c3"": {""status"": ""fail"", ""evidence"": ""The primary focus is on EFL pedagogy and lecturers\u2019 adoption of generative AI, not on writing competence or writing-related variables. Writing is not identified as a central outcome domain.""}, ""c4"": {""status"": ""fail"", ""evidence"": ""No quantifiable writing outcome metrics are reported. Outcomes concern behavioral intention, actual use behavior, and factors influencing adoption, not learners\u2019 writing performance.""}}"
Success through Error: Using Error Analysis of Chatgpt Output in English as a Foreign Language Learner Writing Instruction,2024,include,"{""c1"": {""status"": ""pass"", ""evidence"": ""Participants were Arabic-English speakers in an English communication course, described as foreign language learners (EFL) with proficiency from modest to competent per IELTS. The focus is clearly on English as the target L2.""}, ""c2"": {""status"": ""pass"", ""evidence"": ""The intervention uses ChatGPT-generated text for in-class error detection exercises in an English communication course. ChatGPT is a large language model, and the design compares a treatment condition (with ChatGPT) to a control condition (without ChatGPT), fitting an experimental/quasi-experimental LLM-based instructional intervention.""}, ""c3"": {""status"": ""pass"", ""evidence"": ""The study explicitly aims to see whether ChatGPT-based error detection exercises can aid students\u2019 foreign language writing. The primary outcomes are writing-related (essay length, lexical sophistication, syntactic complexity), indicating a focus on writing competence rather than on automated scoring or system evaluation.""}, ""c4"": {""status"": ""pass"", ""evidence"": ""Quantifiable writing outcomes are reported: essay length (number of words, number of sentences, sentence length) and quality indicators such as use of low-frequency and abstract words and complex syntactic structures. The study compares these metrics between treatment and control groups to assess the effect of the ChatGPT-mediated intervention.""}}"
"Unlocking English Proficiency: Transforming the English Learning Curriculum for Colombian Middle Schoolers with Ipt Powered by Elsa’s Ai-assisted App & Asr; Desbloqueando a Competência Em Inglês: Transformando O Currículo De Aprendizagem De Inglês Para Alunos Colombianos Do Ensino Médio Com Ipt Alimentado Pelo Aplicativo Assistido Por Ia Da Elsa E Asr; Desbloqueando La Proficiencia En Inglés: Cómo La Aplicación Asistida Por Inteligencia Artificial Elsa, Basada En Asr E Ipt, Beneficia La Competencia En Inglés De Los Estudiantes De Educación Secundaria En Colombia",2024,exclude,"{""c1"": {""status"": ""pass"", ""evidence"": ""Participants are Colombian middle school students learning English as a Foreign Language (EFL), and the focus is on English proficiency (intonation, fluency, pronunciation, listening, writing, and reading).""}, ""c2"": {""status"": ""fail"", ""evidence"": ""The intervention uses Elsa Speak, described as an AI app with Automatic Speech Recognition (ASR) and Intentional Phonetic Training (IPT). There is no indication that it is based on a large language model (e.g., ChatGPT/GPT-4 or similar transformer-based generative model); it is primarily an ASR/phonetics tool.""}, ""c3"": {""status"": ""fail"", ""evidence"": ""The primary focus is on pronunciation, intonation, fluency, and phonetic skills. Writing is only mentioned as being indirectly affected; there is no indication that the intervention targets writing instruction or writing processes as a main focus.""}, ""c4"": {""status"": ""fail"", ""evidence"": ""Outcomes reported are mainly IELTS Speaking scores and improvements in pronunciation-related skills. There are no explicit, quantifiable writing outcome measures reported to assess writing performance or writing-related variables.""}}"
Generative Ai’s Recolonization of Efl Classrooms the Case of Continuation Writing,2024,exclude,"{""c1"": {""status"": ""pass"", ""evidence"": ""The context is Chinese English as a Foreign Language (EFL) classrooms and continuation writing in China\u2019s EFL assessment, so the population is clearly L2 English learners in an EFL setting.""}, ""c2"": {""status"": ""fail"", ""evidence"": ""The study discusses using generative AI to provide sample writings and illustrates arguments with data generated via AI chatbots, but there is no indication of an experimental or quasi-experimental pedagogical intervention integrating LLMs into instruction. It is a critical/analytical paper, not an intervention study.""}, ""c3"": {""status"": ""fail"", ""evidence"": ""The primary focus is on ideological and cultural implications (recolonization, native-speakerism, power in language patterns) of AI-generated texts, not on developing or evaluating writing competence or a writing intervention. There is no structured pedagogical context aimed at improving writing performance.""}, ""c4"": {""status"": ""fail"", ""evidence"": ""The abstract does not mention any quantitative writing outcome measures or assessment of learners\u2019 writing performance. It focuses on linguistic analysis of AI-generated samples and theoretical risks, without reporting experimental outcomes.""}}"
Worddecipher: Enhancing Digital Workspace Communication with Explainable Ai for Non-native English Speakers,2024,exclude,"{""c1"": {""status"": ""fail"", ""evidence"": ""Participants are described broadly as non-native English speakers (NNES) in digital workspace communication, not as L2 English learners in ESL/EFL/ELL instructional contexts. The focus is workplace communication rather than formal L2 learning settings.""}, ""c2"": {""status"": ""pass"", ""evidence"": ""The abstract explicitly states that WordDecipher leverages large language models (LLMs) and word embeddings as an AI-assisted writing tool, indicating an LLM-based intervention in writing processes.""}, ""c3"": {""status"": ""fail"", ""evidence"": ""The primary focus is on enhancing digital workspace communication (emails, Slack messages) and social intention clarity, not on developing writing competence in an educational or instructional context. It is a communication support tool rather than a pedagogical writing intervention.""}, ""c4"": {""status"": ""fail"", ""evidence"": ""The abstract mentions a usage scenario demonstrating potential benefits but does not report any experimental or quasi-experimental design with quantifiable writing outcome metrics. There are no measured writing gains or structured intervention outcomes.""}}"
"Proceedings of the 3rd Workshop on Intelligent and Interactive Writing Assistants, In2writing 2024, Co-located with the Acm Chi Conference on Human Factors in Computing Systems, Chi 2024",2024,exclude,"{""c1"": {""status"": ""unclear"", ""evidence"": ""The abstract summarizes a proceedings volume with 17 papers on AI writing assistants. It mentions non-native English speakers and students, but does not specify that any study focuses on L2 English learners in ESL/EFL/ELL contexts, nor that data are specifically about English as a target L2.""}, ""c2"": {""status"": ""unclear"", ""evidence"": ""Several papers involve AI/LLM-based writing assistants (e.g., ChatGPT, LLMs for educational materials), but the abstract does not clarify whether any individual paper uses an experimental or quasi-experimental design integrating LLMs into writing instruction or processes. It mainly lists themes and systems, not study designs.""}, ""c3"": {""status"": ""unclear"", ""evidence"": ""Some topics relate to writing (essay writing, personal narrative co-writing, AI-based writing assistants), but the proceedings as a whole cover broader HCI and ecosystem issues. It is not clear that any specific paper\u2019s primary focus is on L2 writing competence or writing-related pedagogical variables.""}, ""c4"": {""status"": ""fail"", ""evidence"": ""The abstract does not indicate that any paper reports quantifiable writing outcome metrics (e.g., writing quality scores, complexity, accuracy). It mentions empirical studies of use and ownership, risks, and interaction patterns, but no explicit experimental measures of writing improvement or performance are described.""}}"
