Title,Year,Decision,Notes
Efl Students' Perception in Indonesia and Taiwan on Using Artificial Intelligence to Enhance Writing Skills,2024,exclude,"{""c1"": {""status"": ""pass"", ""evidence"": ""Participants are EFL students in Indonesia and Taiwan, described as second-year students specializing in English. The focus is clearly on English as a Foreign Language learners.""}, ""c2"": {""status"": ""fail"", ""evidence"": ""Although students \u2018actively use AI tools in their writing processes,\u2019 the abstract does not specify that these are LLM-based tools (e.g., ChatGPT, GPT-4) nor does it describe an experimental or quasi-experimental intervention design. It is a perception study using qualitative interviews, not an instructional intervention trial.""}, ""c3"": {""status"": ""pass"", ""evidence"": ""The context is explicitly academic writing in EFL, focusing on how AI is used to enhance writing skills (grammar, sentence structure, paraphrasing, vocabulary, topic generation). Thus, the primary focus is on writing competence and related variables.""}, ""c4"": {""status"": ""fail"", ""evidence"": ""The study uses qualitative methods (semi-structured interviews, thematic analysis) to explore perceptions. No quantifiable writing outcome metrics or experimental measures of writing performance are reported.""}}"
From Virtual Assistant to Writing Mentor: Exploring the Impact of a Chatgpt-based Writing Instruction Protocol on Efl Teachers' Self-efficacy and Learners' Writing Skill,2024,include,"{""c1"": {""status"": ""pass"", ""evidence"": ""Participants are Iranian English language teachers and learners in an L2 writing context, explicitly described as EFL. The focus is on English language learning and writing skills, satisfying the population criterion.""}, ""c2"": {""status"": ""pass"", ""evidence"": ""The intervention is a ChatGPT-based writing instruction protocol (CGWIP). ChatGPT is a large language model, and it is integrated systematically into planning, instruction, and assessment phases. The study uses an experimental design with control and treatment groups and pre/post testing.""}, ""c3"": {""status"": ""pass"", ""evidence"": ""The context is explicitly an L2 writing context. ChatGPT is used for brainstorming, engaging learners in the writing process, analyzing and reflecting on drafts, and simulating IELTS writing exams with feedback. The primary focus is on writing instruction and writing skills, not on automated scoring alone.""}, ""c4"": {""status"": ""pass"", ""evidence"": ""The study reports quantitative outcomes: Independent Samples t-test and One Way ANCOVA results showing that CGWIP significantly improved learners\u2019 writing skills and teachers\u2019 self-efficacy. Writing skills are measured pre- and post-intervention, providing quantifiable writing outcome metrics.""}}"
The Influence of Chatgpt on Thinking Skills and Creativity of Efl Student Teachers: a Narrative Inquiry,2024,exclude,"{""c1"": {""status"": ""fail"", ""evidence"": ""Participants are described as \u201cEFL student teachers\u201d and \u201cEnglish student teachers\u201d in a teacher education programme. The focus is on their practicum and use of ChatGPT in teaching practices, not on their own L2 English learning or development as EFL learners. Thus, they are better characterized as pre-service teachers rather than L2 learner participants in an ESL/EFL/ELL context.""}, ""c2"": {""status"": ""unclear"", ""evidence"": ""ChatGPT (an LLM) is used, but the abstract frames it as part of teaching practices and teacher education, not as a structured experimental or quasi-experimental writing intervention. The design is narrative inquiry, not clearly an intervention study with controlled conditions.""}, ""c3"": {""status"": ""fail"", ""evidence"": ""The primary focus is on \u201cthinking skills and creativity\u201d of student teachers and their experiences using ChatGPT in teaching. Writing is only mentioned as \u201cweekly written narratives\u201d used as data, not as a target of instruction or competence development. The study does not focus on writing competence or writing-related variables as outcomes.""}, ""c4"": {""status"": ""fail"", ""evidence"": ""The study uses a narrative inquiry approach with qualitative interviews and written narratives, examining experiences, perceptions, and reflections. No quantifiable writing outcome metrics or experimental measures of writing performance are reported; outcomes are qualitative insights into thinking skills, creativity, and AI integration.""}}"
Generative Ai and Essay Writing: Impacts of Automated Feedback on Revision Performance and Engagement,2024,exclude,"{""c1"": {""status"": ""fail"", ""evidence"": ""Participants are described only as 'first-year university students in Hong Kong.' Their L2 English learner status is not specified, nor is an ESL/EFL/ELL context explicitly mentioned. They could be native or L2 users, so the population criterion is not clearly met.""}, ""c2"": {""status"": ""pass"", ""evidence"": ""The study uses 'feedback generated by large language models (LLMs)' as an intervention in a randomized controlled trial, with one group receiving AI-generated feedback on essay drafts and a control group not receiving it. This is an experimental design integrating LLMs into the writing process.""}, ""c3"": {""status"": ""pass"", ""evidence"": ""The focus is on 'essay-writing skills,' 'revising their essays,' and 'essay revision performance,' which are clearly writing-related variables in an educational context, not just automated scoring or system evaluation.""}, ""c4"": {""status"": ""pass"", ""evidence"": ""The study reports 'statistical analysis of essay grades' and notes that students receiving AI feedback 'achieved significant improvements in essay quality.' These are quantifiable writing outcome metrics assessing the effectiveness of the LLM-mediated intervention.""}}"
Impacts of Chatgpt-assisted Writing for Efl English Majors: Feasibility and Challenges,2024,exclude,"{""c1"": {""status"": ""pass"", ""evidence"": ""Participants are EFL English college majors, clearly L2 English learners in an EFL context: \u201cEnglish as a foreign language (EFL) English college majors.\u201d""}, ""c2"": {""status"": ""fail"", ""evidence"": ""ChatGPT is used to assist students in revising essays, but there is no instructional or pedagogical intervention design (e.g., teaching sequence, integration into writing instruction). The study is framed as a prospective, double-blinded, paired-comparison to test score changes and fairness, not as an instructional experiment on LLM-mediated teaching or learning processes.""}, ""c3"": {""status"": ""fail"", ""evidence"": ""The primary focus is on how ChatGPT-assisted revisions affect essay scores and fairness in evaluation, not on developing writing competence. It evaluates the impact of using ChatGPT on graded products and distribution of scores, similar to a tool-effect/fairness study rather than a pedagogical writing intervention.""}, ""c4"": {""status"": ""pass"", ""evidence"": ""Quantifiable writing outcomes are reported: before\u2013after comparison of original vs. ChatGPT-assisted revised essays, with scores in four dimensions (vocabulary, grammar, organization, content) and distributional changes in grades.""}}"
Examining the Impact of Ai-powered Writing Tools on Independent Writing Skills of Health Science Graduates,2024,exclude,"{""c1"": {""status"": ""pass"", ""evidence"": ""Participants are described as ESL health science graduates from a South Indian private medical university, indicating English is a second language and the context is ESL with English as the target language.""}, ""c2"": {""status"": ""fail"", ""evidence"": ""The study investigates \u2018AI-powered writing tools\u2019 in general and contrasts \u2018independent writing with AI editing assistance\u2019 vs. \u2018generative writing with AI assistance,\u2019 but it is framed as a survey of familiarity, attitudes, and usage. There is no indication of an experimental or quasi-experimental intervention integrating a specific LLM (e.g., ChatGPT, GPT-4) into instruction; the tools are not clearly identified as LLM-based.""}, ""c3"": {""status"": ""fail"", ""evidence"": ""The primary focus is on knowledge, attitudes, and usage patterns of AI-powered writing tools, and concerns about reliance affecting independent writing. It does not describe a pedagogical writing intervention or instructional design; rather, it is a descriptive survey of practices and perceptions.""}, ""c4"": {""status"": ""fail"", ""evidence"": ""Outcomes reported are frequency distributions of knowledge, familiarity, and perspectives toward AI-PWT use. There are no quantifiable pre/post or comparative writing performance measures assessing the effectiveness of an AI/LLM-mediated writing intervention on writing quality or related performance variables.""}}"
"Chatgpt, the End of L2 Academic Writing or a Blessing in Disguise?",2024,exclude,"{""c1"": {""status"": ""pass"", ""evidence"": ""The abstract explicitly focuses on academic writing in English as a second language and discusses opportunities and challenges for L2 students and teachers, indicating an L2 English learner population in ESL/EFL contexts.""}, ""c2"": {""status"": ""fail"", ""evidence"": ""Although ChatGPT (an LLM) is central, the paper is described as an overview and a descriptive account of an interview with ChatGPT, plus suggested activities. There is no indication of an experimental or quasi-experimental design integrating ChatGPT into instruction with participants.""}, ""c3"": {""status"": ""pass"", ""evidence"": ""The primary focus is on L2 academic writing skills and how ChatGPT and AI-based technologies relate to the L2 writing process, clearly centering on writing competence and writing-related variables.""}, ""c4"": {""status"": ""fail"", ""evidence"": ""The abstract does not mention any empirical intervention, data collection with learners, or quantifiable writing outcome metrics. It appears to be conceptual/descriptive, discussing opportunities, challenges, and proposed activities without measured outcomes.""}}"
Exploring the Educational Potential of Chatgpt: Ai-assisted Narrative Writing for Efl College Students,2024,include,"{""c1"": {""status"": ""pass"", ""evidence"": ""Participants are described as 44 university students in South Korea engaged in college-level L2 (EFL) writing. The context is explicitly EFL and focuses on English as the target language.""}, ""c2"": {""status"": ""pass"", ""evidence"": ""The study investigates \u201cChatGPT-assisted narrative writing\u201d and analyzes \u201ceffects of the narrative writing intervention assisted by ChatGPT.\u201d ChatGPT is a large language model, and the design includes pre/post testing, indicating an experimental/quasi-experimental intervention using an LLM in writing instruction.""}, ""c3"": {""status"": ""pass"", ""evidence"": ""The primary focus is on narrative writing in L2 and the impact of ChatGPT on writing skills, including fluency, syntactic complexity, and overall performance. This is a pedagogical writing intervention, not an automated scoring or purely functional evaluation of the tool.""}, ""c4"": {""status"": ""pass"", ""evidence"": ""The abstract reports quantitative writing outcomes: pre/post-test scores in writing fluency, overall performance, syntactic complexity, and clause complexity, with statistical tests (paired t-test, Wilcoxon signed rank test) and significance reported. These are clear, quantifiable writing outcome metrics.""}}"
Zone of Proximal Creativity: an Empirical Study on Efl Teachers' Use of Chatgpt for Enhanced Practice,2024,exclude,"{""c1"": {""status"": ""fail"", ""evidence"": ""Participants are EFL teachers enrolled in a post-graduate program, not L2 English learners in ESL/EFL/ELL contexts. The focus is on teacher creativity, not learner language development.""}, ""c2"": {""status"": ""fail"", ""evidence"": ""Although ChatGPT (an LLM) is used, it is employed as a tool to support teachers\u2019 creative ideation (e.g., lesson planning, seeking perspectives), not as part of an experimental or quasi-experimental writing instruction intervention for L2 learners.""}, ""c3"": {""status"": ""fail"", ""evidence"": ""The primary focus is on teacher creativity and use of ChatGPT for lesson planning and idea generation. There is no indication that the study targets writing competence or writing-related variables as the main outcome.""}, ""c4"": {""status"": ""fail"", ""evidence"": ""The study uses inductive content analysis of inquiry threads, lesson plans, reflections, and open-ended survey responses to explore creativity. It does not report quantifiable writing outcome metrics related to L2 learner writing performance.""}}"
Patterns of Utilizing Ai-assisted Tools among Efl Students: Need Surveys for Assessment Model Development,2024,exclude,"{""c1"": {""status"": ""pass"", ""evidence"": ""Participants are Indonesian EFL university students, clearly L2 English learners in an EFL context.""}, ""c2"": {""status"": ""fail"", ""evidence"": ""The study is a survey of AI-tool utilization patterns and technology acceptance. It does not describe an experimental or quasi-experimental intervention integrating LLMs into writing instruction. The main tools mentioned are Grammarly and Google Translate, which are not specified as LLM-based in this context.""}, ""c3"": {""status"": ""fail"", ""evidence"": ""The focus is on general AI-tool use, knowledge, and technology acceptance, not specifically on writing competence or writing-related instructional interventions. Writing outcomes or writing-focused pedagogy are not central to the study.""}, ""c4"": {""status"": ""fail"", ""evidence"": ""No quantifiable writing outcome metrics are reported. The study reports survey data on knowledge, frequency of use, perceived ease of use, and perceived usefulness of AI tools, without measuring changes in writing performance.""}}"
