Title,Year,Decision,Notes
'what' Is the Machine? Teachers' Professional Learning about Generative Artificial Intelligence as Tutors for Children,2025,exclude,"{""c1"": {""status"": ""unclear"", ""evidence"": ""The abstract discusses teachers\u2019 professional learning about generative AI as tutors for children in schools. It does not specify that the children are L2 English learners in ESL/EFL/ELL contexts, nor that the focus is on English language learning.""}, ""c2"": {""status"": ""fail"", ""evidence"": ""The study is a critical posthuman analysis of professional learning scenarios around GenAI. There is no indication of an experimental or quasi-experimental design integrating a specific LLM (e.g., ChatGPT) into instruction; rather, it theorizes and critiques discourses about GenAI adoption.""}, ""c3"": {""status"": ""fail"", ""evidence"": ""The focus is on teachers\u2019 professional learning, discourses of technology, and critical perspectives on GenAI in schools. Writing competence or writing-related variables are not mentioned as a primary focus.""}, ""c4"": {""status"": ""fail"", ""evidence"": ""No quantifiable learning or writing outcomes are reported. The work is described as a \u2018critical posthuman diffractive reading\u2019 with implications for understanding GenAI adoption, not as an intervention study with measurable writing outcomes.""}}"
University Students' Perceptions of Ai-assisted Writing Tools in Supporting Self-regulated Writing Practices,2025,exclude,"{""c1"": {""status"": ""pass"", ""evidence"": ""Participants are EFL students at an Islamic-based university in East Java, Indonesia, clearly indicating L2 English learners in an EFL context.""}, ""c2"": {""status"": ""fail"", ""evidence"": ""The study explores students\u2019 perceptions of unspecified \u2018AI-assisted writing tools\u2019 (e.g., grammar checking, spelling correction, paraphrasing, translation). There is no indication that these are LLM-based tools (e.g., ChatGPT) or that there is an experimental/quasi-experimental intervention integrating LLMs into instruction; it is a qualitative case study of existing perceptions.""}, ""c3"": {""status"": ""pass"", ""evidence"": ""The focus is on writing-related practices (planning, monitoring, evaluation) and how AI tools support self-regulated writing strategies, which aligns with writing competence and related variables.""}, ""c4"": {""status"": ""fail"", ""evidence"": ""The study employs a qualitative case study with questionnaires, interviews, and document analysis to explore perceptions. It does not report quantifiable writing outcome metrics or measure the effectiveness of an AI/LLM-mediated writing intervention.""}}"
Ai-based Assessment of Students’ Writing Skill Progress: Implementing “artificial Neural Network Modeling” Vs. “time Series Prediction”,2025,exclude,"{""c1"": {""status"": ""unclear"", ""evidence"": ""The abstract refers to students\u2019 progress in second language (L2) writing skills and mentions English language learning and assessment, but does not clearly specify that participants are L2 English learners in ESL/EFL/ELL contexts or that the target language is English rather than another L2.""}, ""c2"": {""status"": ""fail"", ""evidence"": ""The study compares Artificial Neural Networks (MLFN, GRNN) with time series prediction methods as scoring/prediction models. These are not described as large language models (e.g., ChatGPT, GPT-4) integrated into instruction or writing processes, but as AI-based assessment/prediction tools.""}, ""c3"": {""status"": ""fail"", ""evidence"": ""The primary focus is on AI-based assessment and prediction of writing skill progress (model performance: MAE, RMSE, R\u00b2), not on a pedagogical writing intervention using LLMs. It functions as an automated assessment/comparison of models rather than an instructional writing intervention.""}, ""c4"": {""status"": ""fail"", ""evidence"": ""Although writing test scores are used, they serve as outcome variables for evaluating prediction models, not for assessing the effectiveness of an LLM-mediated writing intervention. No LLM-based instructional treatment or its impact on writing is experimentally evaluated.""}}"
‘critical Chatting’ or ‘casual Cheating’: How Graduate Efl Students Utilize Chatgpt for Academic Writing,2025,exclude,"{""c1"": {""status"": ""pass"", ""evidence"": ""The participants are explicitly described as four graduate EFL students, indicating L2 English learners in an EFL context, with a focus on their academic writing in English.""}, ""c2"": {""status"": ""fail"", ""evidence"": ""Although ChatGPT (an LLM) is central, the study is described as a qualitative case study exploring how students utilize ChatGPT, not as an experimental or quasi-experimental intervention in writing instruction. There is no indication of a structured pedagogical treatment or controlled intervention design.""}, ""c3"": {""status"": ""pass"", ""evidence"": ""The context is clearly academic writing: the study examines ChatGPT-assisted academic writing, students\u2019 purposes and rationales, and how critical thinking is embedded in this writing process.""}, ""c4"": {""status"": ""fail"", ""evidence"": ""The abstract reports a qualitative thematic analysis of purposes, rationales, and critical thinking roles. It does not mention any quantifiable writing outcome metrics (e.g., scores, rubric-based improvements, measurable changes in writing quality) or experimental measures of effectiveness.""}}"
Navigating Ai Writing Tools in Medical Education: a Swot Analysis of L2 Academic Writing Perspectives,2025,exclude,"{""c1"": {""status"": ""pass"", ""evidence"": ""Participants are 42 medical students in Iran engaged in an L2 academic writing course, clearly indicating L2 English learners in an EFL/ESL-type context.""}, ""c2"": {""status"": ""unclear"", ""evidence"": ""The abstract refers generically to \u201cAI writing tools\u201d without specifying whether they are LLM-based (e.g., ChatGPT, GPT-4) or other tools (e.g., grammar checkers). No particular LLM is named, so it is not possible to confirm that transformer-based generative models were used.""}, ""c3"": {""status"": ""fail"", ""evidence"": ""The focus is on students\u2019 perspectives via SWOT and thematic analysis of reflections about AI tools in their academic writing practice. There is no description of an experimental or quasi-experimental pedagogical intervention targeting writing competence; rather, it is an exploratory perception-focused study.""}, ""c4"": {""status"": ""fail"", ""evidence"": ""The study reports qualitative findings (strengths, weaknesses, opportunities, threats) and thematic analysis of reflections. It does not mention any quantitative or experimental writing outcome measures (e.g., writing scores, rubric-based gains), so effectiveness of AI-mediated writing intervention is not assessed.""}}"
Leveraging Open-source Large Language Models for Native Language Identification,2025,exclude,"{""c1"": {""status"": ""unclear"", ""evidence"": ""The abstract mentions NLI based on writing in a second language (L2), but does not specify that participants are L2 English learners in ESL/EFL/ELL contexts, nor that the target L2 is English specifically.""}, ""c2"": {""status"": ""fail"", ""evidence"": ""Although the study uses open-source and closed-source LLMs, they are applied for Native Language Identification (a classification task), not as an instructional or experimental intervention integrated into L2 writing instruction or writing processes.""}, ""c3"": {""status"": ""fail"", ""evidence"": ""The primary focus is on NLI model performance (for forensics, marketing, SLA research), not on improving writing competence or writing-related pedagogical variables. It evaluates LLMs as classifiers, not as tools in a writing pedagogy context.""}, ""c4"": {""status"": ""fail"", ""evidence"": ""No quantifiable writing outcome metrics (e.g., writing quality, complexity, accuracy) are reported. Outcomes are model accuracy on NLI, not learner writing development following an LLM-mediated intervention.""}}"
Modeling Chinese Efl Learners' Intention to Use Generative Ai for L2 Writing through an Integrated Model of the Tam and Ttf,2025,exclude,"{""c1"": {""status"": ""pass"", ""evidence"": ""Participants are Chinese EFL university students using generative AI for L2 English writing, clearly fitting an EFL/ELL context with English as the target language.""}, ""c2"": {""status"": ""fail"", ""evidence"": ""The study uses a survey and structural equation modeling to examine intention to use generative AI tools. There is no indication of an experimental or quasi-experimental pedagogical intervention where LLMs are integrated into actual writing instruction or processes.""}, ""c3"": {""status"": ""fail"", ""evidence"": ""The primary focus is technology acceptance (TAM, TTF) and behavioral intention, not on implementing or evaluating a concrete writing intervention. It discusses potential integration conceptually rather than as an instructional context with measured writing development.""}, ""c4"": {""status"": ""fail"", ""evidence"": ""No quantifiable writing outcome metrics are reported. Outcomes are psychological/attitudinal (perceived usefulness, ease of use, attitude, behavioral intention), not measures of writing performance or related competence.""}}"
The Effects of Generative Ai Usage in Efl Classrooms on the L2 Motivational Self System,2025,exclude,"{""c1"": {""status"": ""pass"", ""evidence"": ""Participants are Japanese university students in an EFL writing class, i.e., L2 English learners in an EFL context.""}, ""c2"": {""status"": ""pass"", ""evidence"": ""The intervention integrates the generative pre-trained AI chatbot ChatGPT into an instructor-led writing class; the treatment group received feedback from ChatGPT during writing workshops, indicating an LLM-based writing intervention with control vs. treatment groups.""}, ""c3"": {""status"": ""pass"", ""evidence"": ""The context is an instructor-led writing class where students participate in writing workshops and receive feedback from ChatGPT, with the stated aim of enhancing motivation and writing skills. The primary pedagogical focus is on writing instruction.""}, ""c4"": {""status"": ""fail"", ""evidence"": ""The abstract reports only motivational outcomes (Ideal L2 Self, Ought-to L2 Self, L2 Learning Experience) measured via questionnaires. While it mentions potential enhancement of writing skills, no quantifiable writing outcome metrics (e.g., writing scores, text quality measures) are reported. Thus, it does not meet the requirement for measured writing outcomes.""}}"
"An Ai Chatbot for Efl Writing: Students' Usage Tendencies, Writing Performance, and Perceptions",2025,unsure,"{""c1"": {""status"": ""pass"", ""evidence"": ""Participants are EFL students at a high school in Northern Vietnam, clearly indicating L2 English learners in an EFL context.""}, ""c2"": {""status"": ""unclear"", ""evidence"": ""The intervention uses a 'Writing Assistant Bot (WAB), an artificial intelligence (AI) chatbot designed to support their writing practice at home.' However, the abstract does not specify whether WAB is based on a large language model (e.g., ChatGPT/GPT-like transformer-based generative model) or a non-LLM AI/chatbot system. Without this information, it is unclear if it meets the LLM criterion.""}, ""c3"": {""status"": ""pass"", ""evidence"": ""The study focuses on EFL writing practice, examining how students engage with the chatbot at different writing stages and how this affects writing performance. The primary focus is clearly on writing competence and writing-related variables, not on automated scoring or system evaluation alone.""}, ""c4"": {""status"": ""pass"", ""evidence"": ""The study reports that 'The chatbot significantly enhanced writing performance across all aspects: content, organization, vocabulary, language use, and mechanics.' This implies quantifiable writing outcome metrics (e.g., timed-writing tests with analytic scoring), satisfying the requirement for measurable intervention outcomes.""}}"
Fostering Transparency: a Critical Introduction of Generative Ai in Students' Assignments,2025,exclude,"{""c1"": {""status"": ""unclear"", ""evidence"": ""The abstract mentions 'language learners in two Swiss universities' and 'L2 writing', but does not explicitly state that the target language is English (it could be any L2). Thus, it is unclear whether participants are L2 English learners in ESL/EFL/ELL contexts.""}, ""c2"": {""status"": ""fail"", ""evidence"": ""Although students could use GenAI tools (including ChatGPT), the study focuses on a transparency protocol allowing any online tools and requiring students to highlight AI-derived text. There is no clear experimental or quasi-experimental design integrating LLMs as a structured writing intervention; rather, LLM use is incidental and self-directed.""}, ""c3"": {""status"": ""fail"", ""evidence"": ""The primary focus is on transparency, trustworthiness, and preserving take-home written assignments in the GenAI era, not on systematically improving writing competence or specific writing-related skills through an LLM-based pedagogical intervention.""}, ""c4"": {""status"": ""fail"", ""evidence"": ""Outcomes reported concern students\u2019 use of tools, attitudes, transparency, and trustworthiness. The abstract does not indicate any quantifiable writing performance metrics (e.g., scores, quality ratings, accuracy measures) used to assess the effectiveness of LLM-mediated writing intervention.""}}"
