Title,Year,Decision,Notes
The Design and Evaluation of an Interactive Ai Companion for Foreign Language Writing,2025,exclude,"{""c1"": {""status"": ""unclear"", ""evidence"": ""The abstract refers to \u201cforeign language writing\u201d and \u201clanguage educators,\u201d but does not specify that the target language is English or that participants are L2 English learners in ESL/EFL/ELL contexts. The specific language and learner population are not identified.""}, ""c2"": {""status"": ""unclear"", ""evidence"": ""An \u201cinteractive AI companion\u201d and \u201cAI chatbot\u201d are mentioned, but the abstract does not state that it is a large language model (e.g., ChatGPT/GPT-4) or transformer-based generative system. It could be another type of AI tool; the underlying technology is not described.""}, ""c3"": {""status"": ""pass"", ""evidence"": ""The tool is explicitly a \u201ccollaborative AI writing companion\u201d designed for a \u201cprocess-oriented\u2026approach to writing,\u201d emphasizing writing as a collaborative process and textual conventions. The context is clearly writing-focused.""}, ""c4"": {""status"": ""fail"", ""evidence"": ""Outcomes measured are perceptions and psychological constructs (writing self-efficacy, anxiety, self-regulation, anthropomorphism, teaching presence, enjoyment). The abstract does not report any quantifiable writing performance outcomes (e.g., text quality, accuracy, complexity) to assess effectiveness on writing competence.""}}"
Exploring Ai-assistance in L2 Chinese Writing with Standardized Assessment Tasks,2025,exclude,"{""c1"": {""status"": ""fail"", ""evidence"": ""Participants are 'Mandarin Chinese foreign language students' completing AP Chinese writing tasks. The target language is Mandarin Chinese, not English, so the population and data focus are not on L2 English learners in ESL/EFL/ELL contexts.""}, ""c2"": {""status"": ""pass"", ""evidence"": ""The study allows students to use ChatGPT, a large language model, for assistance on one of the writing prompts, and compares performance with and without ChatGPT. This constitutes an experimental design integrating an LLM into the writing process.""}, ""c3"": {""status"": ""pass"", ""evidence"": ""The primary focus is on L2 writing performance in standardized assessment tasks, examining how ChatGPT assistance affects writing scores and aspects of writing support (vocabulary, translation). This aligns with writing competence as the main outcome.""}, ""c4"": {""status"": ""pass"", ""evidence"": ""The study reports quantifiable writing outcomes: writing scores with and without ChatGPT, evaluated by two professional raters with high inter-rater reliability. It also analyzes which aspects of ChatGPT students relied on, alongside quantitative and qualitative data.""}}"
Generative Ai and English Essay Writing: Exploring the Role of Chatgpt in Enhancing Learners' Task Engagement,2025,exclude,"{""c1"": {""status"": ""pass"", ""evidence"": ""Participants are 60 undergraduate learners in an English as a Foreign Language (EFL) context, writing English argumentative essays. This fits the target population of L2 English learners in an EFL setting.""}, ""c2"": {""status"": ""pass"", ""evidence"": ""The study uses ChatGPT, explicitly described as a generative AI-based tool, within a mixed-methods experimental design over a 2\u2011month instructional period. This aligns with an LLM-based intervention integrated into writing instruction.""}, ""c3"": {""status"": ""pass"", ""evidence"": ""The context is English argumentative essay writing, and ChatGPT is used as an instructional tool in writing tasks. The primary focus is on writing tasks and related engagement, not on automated scoring or non-pedagogical evaluation.""}, ""c4"": {""status"": ""fail"", ""evidence"": ""The abstract reports significantly higher engagement levels and qualitative themes (motivation, anxiety, interest, etc.) but does not mention any quantifiable writing performance outcomes (e.g., writing quality, accuracy, complexity). The measured outcome is task engagement, not writing competence or writing-related performance metrics, so it does not meet the requirement for quantifiable writing outcomes.""}}"
Generative Ai in Academic Writing: Exploring Esl Students' Strategies and Performance,2025,exclude,"{""c1"": {""status"": ""pass"", ""evidence"": ""Participants are 13 university students in Malaysia doing academic writing in English, which strongly implies an ESL/EFL context with English as the target language.""}, ""c2"": {""status"": ""fail"", ""evidence"": ""The study is described as an exploratory case study of students\u2019 self-reported GenAI-assisted writing strategies. There is no indication of an experimental or quasi-experimental instructional intervention integrating ChatGPT; rather, it observes existing usage without a designed treatment.""}, ""c3"": {""status"": ""pass"", ""evidence"": ""The focus is explicitly on GenAI-assisted academic writing in English and how students incorporate ChatGPT into their writing, which aligns with writing competence and writing-related variables.""}, ""c4"": {""status"": ""fail"", ""evidence"": ""The abstract reports a thematic analysis of self-reported usage and identifies six strategies. It does not mention any quantitative or experimental writing outcome measures; performance effects are discussed qualitatively, not via measurable writing scores or metrics.""}}"
English Language Teaching (elt) in the Digital Age: a Meta-thematic Analysis of Artificial Intelligence Research,2025,exclude,"{""c1"": {""status"": ""unclear"", ""evidence"": ""The article is a meta-thematic analysis of AI in EFL instruction, not a primary empirical study with a clearly defined participant group. While it concerns EFL contexts, it aggregates prior research rather than reporting on a specific L2 learner sample.""}, ""c2"": {""status"": ""fail"", ""evidence"": ""The study is a meta-analysis/content analysis of 18 prior studies on AI in EFL, not an experimental or quasi-experimental intervention integrating a specific LLM (e.g., ChatGPT, GPT-4) into writing instruction. It does not itself implement or test an LLM-based intervention.""}, ""c3"": {""status"": ""fail"", ""evidence"": ""Although it notes that AI can facilitate academic writing, the primary focus is broad AI use in EFL instruction across multiple themes, not a focused investigation of writing competence or writing-related variables within a concrete intervention.""}, ""c4"": {""status"": ""fail"", ""evidence"": ""No quantifiable writing outcome metrics are reported. The article synthesizes themes (e.g., motivation, personalized learning, academic writing facilitation) rather than presenting experimental measures of writing performance or structured intervention outcomes.""}}"
Incorporating Chatgpt into Genre-based Instruction for Argumentative Writing among Efl College Students,2025,include,"{""c1"": {""status"": ""pass"", ""evidence"": ""Participants were 48 first-year EFL English majors at universities of technology in Taiwan. This clearly identifies them as L2 English learners in an EFL context, with the focus on English argumentative writing.""}, ""c2"": {""status"": ""pass"", ""evidence"": ""The study explicitly examines \u201cChatGPT-integrated genre-based instruction\u201d over a six-week experiment. ChatGPT is a large language model, and it is integrated into the writing instruction as part of an experimental design with pre- and post-tests.""}, ""c3"": {""status"": ""pass"", ""evidence"": ""The primary focus is on argumentative writing performance and related constructs (willingness to write, perceptions). ChatGPT is used pedagogically for idea generation and feedback within genre-based writing instruction, not merely for automated scoring.""}, ""c4"": {""status"": ""pass"", ""evidence"": ""The study reports quantitative outcomes: pre- and post-writing tests showing \u201csignificant improvements in some moves\u201d and pre- and post-instruction WtW questionnaire scores. These provide measurable writing-related outcomes for evaluating the intervention\u2019s effectiveness.""}}"
Empowering Authorship with Ai: a Novel Academic Writing Technology for Authorial Voice,2025,unsure,"{""c1"": {""status"": ""pass"", ""evidence"": ""Participants are explicitly described as \u201cfirst-year ESL students at a Fijian university,\u201d and the focus is on their academic writing in English. This matches the target population of L2 English learners in an ESL context.""}, ""c2"": {""status"": ""unclear"", ""evidence"": ""The abstract states that AVATAR is an \u201cintelligent tutoring system\u201d using \u201cGenerative Artificial Intelligence (GAI)\u201d but does not specify whether it is based on a large language model (e.g., transformer-based generative model such as ChatGPT/GPT-4 or similar). Without explicit indication that AVATAR is LLM-based, it is unclear if it meets the LLM criterion.""}, ""c3"": {""status"": ""pass"", ""evidence"": ""The study focuses on academic writing, specifically argumentative essays, and examines \u201cauthorial voice\u201d performance and beliefs in students\u2019 essays. AVATAR is integrated into the writing process as an intelligent tutoring system, so the primary context is writing competence and writing-related variables.""}, ""c4"": {""status"": ""pass"", ""evidence"": ""The study reports quantifiable outcomes: statistically significant improvement in authorship beliefs (survey scores, self-scores) and in performance (authorial voice strength scores for essays edited in AVATAR). These are measurable writing-related outcomes linked to the intervention.""}}"
Are Ai Tools Effective in Reducing Cognitive Load or Boosting Writing Self-efficacy for L2 Postgraduates?,2025,exclude,"{""c1"": {""status"": ""unclear"", ""evidence"": ""Participants are described as L2 postgraduates engaged in research-based L2 writing, but the target language is not explicitly stated as English. It is likely but not certain that the L2 is English, so this cannot be confirmed from the abstract alone.""}, ""c2"": {""status"": ""fail"", ""evidence"": ""The abstract refers generically to \u201cAI tools\u201d with no indication that they are large language model\u2013based (e.g., ChatGPT, GPT-4). It could include tools for reading support or other non-LLM systems. There is no explicit mention of LLMs or transformer-based generative models, so it does not meet the specified intervention criterion.""}, ""c3"": {""status"": ""fail"", ""evidence"": ""The primary outcomes are writing self-efficacy and cognitive load. The abstract emphasizes AI tools for reading lengthy texts and evaluative reading/idea planning, not on writing competence or writing performance. The focus is on psychological and cognitive variables rather than writing competence as such.""}, ""c4"": {""status"": ""fail"", ""evidence"": ""No quantifiable writing performance outcomes (e.g., writing scores, text quality measures) are reported. The study measures self-efficacy and cognitive load via questionnaires and explores perceptions via interviews, without experimental writing outcome metrics.""}}"
Examining the Impact of Artificial Intelligence (ai) Tools for Saudi Arabian English as a Second Language (esl) Students,2025,exclude,"{""c1"": {""status"": ""pass"", ""evidence"": ""Participants are ESL students at a Saudi Arabian university, explicitly described as ESL learners, with outcomes focused on English writing proficiency.""}, ""c2"": {""status"": ""fail"", ""evidence"": ""The intervention involves a bundle of AI formative feedback tools: ChatGPT, Grammarly, and QuillBot. While ChatGPT is an LLM, Grammarly and QuillBot are not clearly LLM-based in this context, and the study treats them collectively as \u2018AI tools\u2019 rather than isolating an LLM-specific intervention or design. The review requires an LLM-focused experimental or quasi-experimental intervention.""}, ""c3"": {""status"": ""pass"", ""evidence"": ""The primary focus is on writing proficiency and writing-related variables, examining the impact of AI tools on ESL students\u2019 writing proficiency and discussing writing-related opportunities and challenges.""}, ""c4"": {""status"": ""pass"", ""evidence"": ""Quantitative data from 130 students show statistically significant positive impacts of AI tools on ESL writing proficiency (p-values reported for each tool), indicating measurable writing outcomes.""}}"
Empowering Efl Learning: Leveraging Chatgpt for Lesson Planning and Activity Generation in the Efl Classroom,2025,exclude,"{""c1"": {""status"": ""pass"", ""evidence"": ""The context is an EFL classroom with first-year EFL students in Algeria, and the course is on paragraph writing in English. This fits L2 English learners in an EFL context.""}, ""c2"": {""status"": ""fail"", ""evidence"": ""ChatGPT is used to generate a lesson plan and activities, but the study investigates teachers\u2019 opinions of these materials via a questionnaire. There is no experimental or quasi-experimental design integrating ChatGPT into learners\u2019 writing instruction with measured learner outcomes.""}, ""c3"": {""status"": ""unclear"", ""evidence"": ""The course topic is paragraph writing, so the context is writing-related. However, the focus of the study is on the quality of ChatGPT-generated materials as perceived by teachers, not on learners\u2019 writing competence or performance.""}, ""c4"": {""status"": ""fail"", ""evidence"": ""The study reports teachers\u2019 opinions collected via questionnaire and does not mention any quantifiable writing outcome metrics for students (e.g., writing scores, text quality measures). It is an evaluative perception study, not an intervention with measured writing outcomes.""}}"
