Title,Year,Decision,Notes
From Spicing up My Writing to Convincing My Supervisors: Efl Learners' Motivations for Using Promotional Language ('hypes') in Academic Texts,2025,exclude,"{""c1"": {""status"": ""pass"", ""evidence"": ""Participants are explicitly described as Indonesian EFL learners writing theses and dissertations, so they are L2 English learners in an EFL context.""}, ""c2"": {""status"": ""fail"", ""evidence"": ""Although AI tools are mentioned as one of several external motivational factors, there is no indication of an experimental or quasi-experimental design integrating LLMs into writing instruction or processes. The study is qualitative, based on interviews, and does not describe a structured LLM-based intervention.""}, ""c3"": {""status"": ""fail"", ""evidence"": ""The primary focus is on motivations for using promotional language (hypes) and identity/power dynamics in academic discourse, not on writing competence or a pedagogical writing intervention. AI tools are discussed as influences, not as part of a designed instructional context.""}, ""c4"": {""status"": ""fail"", ""evidence"": ""The study uses in-depth interviews and thematic analysis; it does not report quantitative writing outcome measures or assess the effectiveness of any LLM-mediated writing intervention.""}}"
Probing into Efl Students' Perceptions about the Impact of Utilizing Ai-powered Tools on Their Academic Writing Practices,2025,exclude,"{""c1"": {""status"": ""pass"", ""evidence"": ""Participants are 30 EFL students enrolled in an Academic Writing 2 course at a private university in Oman, clearly indicating L2 English learners in an EFL context.""}, ""c2"": {""status"": ""fail"", ""evidence"": ""Although ChatGPT (an LLM) is one of several AI-powered tools used, the study is framed as an exploration of perceptions, not as an experimental or quasi-experimental design assessing an LLM-based writing intervention. The abstract does not describe controlled conditions, treatment vs. comparison, or structured LLM integration as an intervention with measured effects.""}, ""c3"": {""status"": ""pass"", ""evidence"": ""The context is academic writing in an EFL course, focusing on grammar, style, paraphrasing, summarizing, brainstorming, and stages of the writing process, which are all writing-related variables.""}, ""c4"": {""status"": ""fail"", ""evidence"": ""The study uses a qualitative approach (learning journals, observations, focus-group interviews) to explore perceptions. While it claims that tools improved writing skills and performance, no quantifiable writing outcome metrics or experimental measures are reported in the abstract; outcomes are described qualitatively.""}}"
Effects of Human-ai Collaborative Writing Strategy on Efl Students' Argumentative Writing Skills,2025,unsure,"{""c1"": {""status"": ""pass"", ""evidence"": ""Participants are explicitly described as Indonesian EFL university freshmen, so they are L2 English learners in an EFL context and the focus is on English argumentative writing skills.""}, ""c2"": {""status"": ""unclear"", ""evidence"": ""The abstract refers to a \u201chuman-AI collaborative writing strategy,\u201d \u201cAI-assisted tools,\u201d and \u201cintelligent technology-enhanced writing instruction,\u201d but does not specify which AI tools were used or whether they are LLM-based (e.g., ChatGPT, GPT-4). It could involve non-LLM tools such as grammar checkers, so it is not possible to confirm that an LLM is the core of the intervention from the abstract alone.""}, ""c3"": {""status"": ""pass"", ""evidence"": ""The primary focus is on improving students\u2019 argumentative writing skills and critical thinking as realized in written discourse. The intervention is clearly pedagogical and writing-focused, not an evaluation of automated scoring systems.""}, ""c4"": {""status"": ""pass"", ""evidence"": ""The study uses a one-group pretest\u2013posttest design with essay tests scored using established rubrics (Hamp-Lyons\u2019 MT and Facione\u2019s HCTSR) and reports statistical outcomes (t-values, p-values, eta squared). These are quantifiable writing outcome metrics assessing the effectiveness of the intervention.""}}"
Investigating L2 Learners' Text-to-video Resemiotisation in Ai-enhanced Digital Multimodal Composing,2025,exclude,"{""c1"": {""status"": ""pass"", ""evidence"": ""Participants are 75 undergraduates in an English writing course at a comprehensive university in China, i.e., L2 English learners in an EFL context. The focus is on English writing (technical proposals).""}, ""c2"": {""status"": ""fail"", ""evidence"": ""The intervention uses Pictory, an AI-powered text-to-video platform that generates video clips from search queries. The abstract does not indicate that this is a large language model (LLM) such as ChatGPT/GPT-4 or a transformer-based generative text model integrated into writing instruction; it is primarily a text-to-video tool for multimodal composing.""}, ""c3"": {""status"": ""fail"", ""evidence"": ""The primary focus is on digital multimodal composing (DMC) and text-to-video resemiotisation, examining how students integrate linguistic, semiotic, and technological elements to create videos. Writing is present (technical proposals), but the central outcome is multimodal/video composition processes rather than writing competence or writing-related variables as the main focus.""}, ""c4"": {""status"": ""fail"", ""evidence"": ""The study relies on content analysis of reasons for revising search queries and comparative analysis of original/revised search texts and resulting videos. There is no mention of quantitative writing outcome metrics (e.g., writing scores, accuracy, complexity) to assess the effectiveness of the AI-mediated intervention on writing performance.""}}"
"Ai in Academic Writing: Assessing the Effectiveness, Grading Consistency, and Student Perspectives of Chatgpt and You.com for Efl Students",2025,include,"{""c1"": {""status"": ""pass"", ""evidence"": ""Participants are 16 B1\u2013B2 level students majoring in English Language and Literature or English Language Teaching at a School of Foreign Languages. The context is explicitly English as a Foreign Language (EFL) education, and the focus is on English academic writing.""}, ""c2"": {""status"": ""pass"", ""evidence"": ""The intervention uses ChatGPT and You.com (both LLM-based tools) to generate feedback and grade initial and revised drafts. AI-generated feedback plus targeted training sessions constitute an instructional intervention integrated into students\u2019 writing processes, with an experimental/mixed-methods design.""}, ""c3"": {""status"": ""pass"", ""evidence"": ""The primary focus is on academic writing skills in EFL. The study examines AI-generated feedback and training sessions as part of writing instruction, not merely as an automated scoring validation study. It explicitly aims to enhance writing skills and inform writing pedagogy.""}, ""c4"": {""status"": ""pass"", ""evidence"": ""Quantitative writing outcomes are reported: rubric-based scores (Grammar and Mechanics, Sentence Structure, Cohesion and Coherence, Argumentation/Content Development, Vocabulary Usage, Task Achievement) out of 30, with statistical analyses (paired t-tests, independent t-tests, ANOVA) showing significant improvements from first to final drafts.""}}"
'critical Chatting' or 'casual Cheating': How Graduate Efl Students Utilize Chatgpt for Academic Writing,2025,exclude,"{""c1"": {""status"": ""pass"", ""evidence"": ""The participants are four graduate EFL students using ChatGPT for academic writing, clearly indicating L2 English learners in an EFL context.""}, ""c2"": {""status"": ""pass"", ""evidence"": ""The study explicitly investigates ChatGPT-assisted academic writing, i.e., integration of an LLM (ChatGPT) into students\u2019 writing processes.""}, ""c3"": {""status"": ""pass"", ""evidence"": ""The focus is on academic writing practices (language editing, knowledge inquiry, inspiration seeking) and how ChatGPT is used within these writing processes.""}, ""c4"": {""status"": ""fail"", ""evidence"": ""The abstract describes a qualitative case study exploring purposes, rationales, and critical thinking in ChatGPT-assisted writing, using thematic analysis. It does not mention any experimental or quasi-experimental design, nor any quantifiable writing outcome metrics (e.g., writing scores, rubric-based improvements). Outcomes are qualitative (uses, roles, CT), so it does not meet the requirement for measurable writing outcomes.""}}"
English as a Foreign Language (efl) Secondary School Students' Use of Artificial Intelligent (ai) Tools for Developing Writing Skills: Unveiling Practices and Perceptions,2025,exclude,"{""c1"": {""status"": ""pass"", ""evidence"": ""Participants are EFL secondary school students using AI tools to develop English writing skills, clearly fitting an EFL/ESL/ELL context focused on English.""}, ""c2"": {""status"": ""fail"", ""evidence"": ""The study is descriptive/exploratory, examining students\u2019 existing practices and perceptions of AI writing tools (Grammarly, ChatGPT, Google Translate) via questionnaires and interviews. There is no experimental or quasi-experimental intervention integrating LLMs into instruction; tools are not systematically implemented as a treatment.""}, ""c3"": {""status"": ""pass"", ""evidence"": ""The focus is on how AI writing tools mediate stages of the writing process and support idea generation, vocabulary, and accuracy\u2014clearly centered on writing competence and writing-related variables.""}, ""c4"": {""status"": ""fail"", ""evidence"": ""Outcomes reported are students\u2019 practices and perceptions; no quantifiable writing performance metrics or experimental measures of writing improvement are mentioned. The mixed methods design uses questionnaires and interviews about use and views, not pre/post or controlled writing outcome measures.""}}"
"The Impact of Self-revision, Machine Translation, and Chatgpt on L2 Writing: Raters' Assessments, Linguistic Complexity, and Error Correction",2025,include,"{""c1"": {""status"": ""pass"", ""evidence"": ""Participants are described as learners in a South Korean high school English as a Foreign Language (EFL) context, clearly indicating L2 English learners in an EFL setting.""}, ""c2"": {""status"": ""pass"", ""evidence"": ""The study uses a controlled experiment with three proofreading interventions, including ChatGPT-assisted proofreading (CAP). ChatGPT is an LLM integrated into the writing process as part of an experimental design.""}, ""c3"": {""status"": ""pass"", ""evidence"": ""The focus is explicitly on L2 writing outcomes and proofreading interventions (self, MT, ChatGPT) to enhance L2 writing, with attention to writing quality, linguistic complexity, and error correction\u2014core writing-related variables.""}, ""c4"": {""status"": ""pass"", ""evidence"": ""The abstract reports quantifiable writing outcomes: overall writing quality (raters\u2019 assessments), text length, lexical diversity, sentence complexity, verb cohesion, and grammatical/prepositional error rates, comparing SP, MAP, and CAP conditions.""}}"
Chat Gpt a Project Based Professional Learning as an Alternative Learning to Traditional Writing : a Quick Response Generator to Improve Writing Skills,2025,include,"{""c1"": {""status"": ""pass"", ""evidence"": ""Participants are a 'selected group of students enrolled in different programs at university level' focused on 'English Language development' and 'professional writing topics' such as business correspondence. This indicates L2 English learners in an EFL/ESL academic context, with English as the target language.""}, ""c2"": {""status"": ""pass"", ""evidence"": ""The study compares 'the traditional mode of writing skills' with a 'techno-aided tool i.e. Chat GPT an open AI Tool (CHAT-OAI).' It is described as a 'quasi-experimental design' where the treatment group is taught/appraised using ChatGPT, an LLM-based tool, integrated into writing instruction.""}, ""c3"": {""status"": ""pass"", ""evidence"": ""The primary focus is on 'improving Writing Skills' and 'professional writing topics' (letters, emails, reports, notices, memorandums, etc.). ChatGPT is used as part of a 'Project Based professional Learning' intervention specifically targeting writing competence, not just automated scoring or system evaluation.""}, ""c4"": {""status"": ""pass"", ""evidence"": ""The design is 'a quasi-experimental design with pre-recorded test and post recorded test experimental set-up where the impact of techno tools on Professional writing topics is studied.' This implies quantifiable pre/post writing outcome measures comparing traditional vs. ChatGPT-supported instruction.""}}"
"The Impact of Ai-enhanced Natural Language Processing Tools on Writing Proficiency: an Analysis of Language Precision, Content Summarization, and Creative Writing Facilitation",2025,exclude,"{""c1"": {""status"": ""pass"", ""evidence"": ""The abstract explicitly situates the study in the context of English as a Foreign Language (EFL) education, indicating participants are L2 English learners.""}, ""c2"": {""status"": ""fail"", ""evidence"": ""The intervention uses \u201cAI-enhanced tools for grammar checking, vocabulary enhancement, and sentence structure refinement\u201d and more generally \u201cAI-driven NLP tools.\u201d There is no indication these are transformer-based generative large language models (e.g., ChatGPT, GPT-4). The description aligns more with traditional NLP/grammar-checking tools rather than LLM-mediated interaction.""}, ""c3"": {""status"": ""pass"", ""evidence"": ""The primary focus is on writing proficiency, including language precision, content summarization, and creative writing facilitation in EFL writing, which fits the writing-competence context.""}, ""c4"": {""status"": ""pass"", ""evidence"": ""The study uses a pretest\u2013posttest experimental design with random assignment and reports that the treatment group showed superior improvements in writing proficiency, implying quantifiable writing outcome metrics analyzed via descriptive and inferential statistics.""}}"
