Title,Year,Decision,Notes
The Impact of Automated Writing Evaluation on Writing Gains,2025,include,"{""c1"": {""status"": ""pass"", ""evidence"": ""Participants are 105 first-year university students in Belgium described as English as a foreign language (EFL) students, indicating L2 English learners in an EFL context with focus on English writing skills.""}, ""c2"": {""status"": ""pass"", ""evidence"": ""The study examines the effectiveness of ChatGPT, explicitly a large language model, in improving English writing skills. It uses an experimental design comparing a teacher-feedback-only group with a group using ChatGPT alongside teacher feedback over a nine-week intervention.""}, ""c3"": {""status"": ""pass"", ""evidence"": ""The primary focus is on writing competence, specifically syntactic and lexical complexity as key dimensions of writing development, and overall English writing skills. ChatGPT is integrated as part of writing instruction, not merely as an assessment tool.""}, ""c4"": {""status"": ""pass"", ""evidence"": ""The study reports quantifiable writing outcomes, including text length and measures of syntactic and lexical complexity, and compares gains between groups to assess ChatGPT\u2019s impact on writing development over nine weeks.""}}"
Exploring the Impact of Ai Technologies on Efl Writing Proficiency,2025,exclude,"{""c1"": {""status"": ""fail"", ""evidence"": ""The participants are Saudi EFL teachers at King Saud University, not L2 English learners. The study focuses on teachers\u2019 perspectives rather than learner data or learner outcomes.""}, ""c2"": {""status"": ""fail"", ""evidence"": ""Although ChatGPT (an LLM) is mentioned, the study uses a descriptive survey design to explore teachers\u2019 perceptions. There is no experimental or quasi-experimental intervention integrating ChatGPT into learners\u2019 writing instruction or processes.""}, ""c3"": {""status"": ""fail"", ""evidence"": ""The primary focus is on teachers\u2019 views of using ChatGPT in writing classes, not on implementing and evaluating a pedagogical writing intervention. It is a perception study rather than an instructional context with measured impact on writing competence.""}, ""c4"": {""status"": ""fail"", ""evidence"": ""The study reports perceived merits and challenges but does not provide quantifiable writing outcome metrics for learners. No experimental measures of writing performance or related variables are described.""}}"
Cognitive Offload Instruction with Generative Ai: a Quasi-experimental Study on Critical Thinking Gains in English Writing,2025,unsure,"{""c1"": {""status"": ""unclear"", ""evidence"": ""The abstract mentions \u201cfirst-year university students\u201d and refers to \u201cEnglish essay writing\u201d and \u201csecond-language writing contexts,\u201d but it does not explicitly state that the participants are L2 English learners (ESL/EFL/ELL). They could be native or mixed-proficiency students. Thus, it is unclear whether the population is specifically L2 English learners.""}, ""c2"": {""status"": ""unclear"", ""evidence"": ""The study uses \u201cgenerative AI-enabled cognitive offload instruction\u201d and \u201cgenerative AI tools\u201d for brainstorming and co-revision. However, the abstract does not specify that these tools are LLM-based (e.g., ChatGPT, GPT-4) as opposed to other generative or assistive AI. Without explicit indication that transformer-based LLMs are used, this criterion remains unclear.""}, ""c3"": {""status"": ""pass"", ""evidence"": ""The context is English essay writing, with structured writing cycles including AI brainstorming, critique, and co-revision. Outcomes include essay quality (logical coherence, evidence use, originality) and critical thinking in writing. The focus is clearly on writing competence and writing-related variables within an instructional intervention, not on automated scoring or purely technical evaluation.""}, ""c4"": {""status"": ""pass"", ""evidence"": ""The study reports quantifiable outcomes: standardized critical thinking assessment scores and measures of essay quality (logical coherence, evidence use, originality), with significant improvements for the AI group and mediation analysis. These constitute measurable writing-related outcomes within an experimental/quasi-experimental design.""}}"
Revising with Intelligence: Chatgpt Feedback and Its Impact on Efl Students’ Revision and Self-efficacy,2025,include,"{""c1"": {""status"": ""pass"", ""evidence"": ""Participants are explicitly described as 82 university-level EFL students, i.e., learners of English as a foreign language. The focus is clearly on English writing development in an EFL context.""}, ""c2"": {""status"": ""pass"", ""evidence"": ""The study uses ChatGPT-supported feedback as the core intervention in a quasi-experimental design, comparing a ChatGPT-supported writing group with a teacher-supported writing group over ten weeks. ChatGPT is a large language model integrated into the writing process.""}, ""c3"": {""status"": ""pass"", ""evidence"": ""The primary focus is on writing development and revision in process-based writing instruction. Outcomes include revision productivity, macro-level and content-based revisions, and writing self-efficacy related to substantive revision, discourse organization, and writing conventions.""}, ""c4"": {""status"": ""pass"", ""evidence"": ""The study reports quantitative outcomes: significant increases in revision productivity, more macro-level and content-based revisions, and higher self-efficacy gains across three measured dimensions. These are structured, quantifiable writing-related outcome measures.""}}"
Traditional Strategies and Ai-integrated Strategies in Learning English among Efl Omani Students,2025,exclude,"{""c1"": {""status"": ""pass"", ""evidence"": ""Participants are EFL Omani students at a public Omani university, clearly L2 English learners in an EFL context.""}, ""c2"": {""status"": ""fail"", ""evidence"": ""The study is a survey using SILL plus AI-related questionnaire items to measure use of AI-integrated learning strategies. It does not describe an experimental or quasi-experimental intervention integrating a specific LLM (e.g., ChatGPT) into instruction; AI tools are referenced generically as strategies, not as a controlled LLM-based pedagogical treatment.""}, ""c3"": {""status"": ""fail"", ""evidence"": ""The focus is on general English learning strategies (listening, speaking, pronunciation, grammar, writing) and gender/academic level differences in their use. It is not a writing-focused instructional intervention; writing is only one of several skills and is not the primary context of a pedagogical treatment.""}, ""c4"": {""status"": ""fail"", ""evidence"": ""Outcomes are self-reported strategy-use frequencies on Likert scales, not objective or quantifiable writing performance measures. The study does not assess changes in writing competence or related performance metrics following an LLM-mediated intervention.""}}"
Design Opportunities for Explainable Ai Paraphrasing Tools: a User Study with Non-native English Speakers,2025,exclude,"{""c1"": {""status"": ""unclear"", ""evidence"": ""Participants are described as non-native English speakers (NNESs), but the abstract does not specify whether they are in ESL/EFL/ELL instructional contexts or simply general NNES users. The focus is on interaction with an AI paraphrasing assistant rather than a defined L2 learning context.""}, ""c2"": {""status"": ""unclear"", ""evidence"": ""The study uses ParaScope, an AI paraphrasing assistant, but the abstract does not state that it is based on a large language model (e.g., ChatGPT/GPT-4 or similar transformer-based generative model). It could be any AI paraphrasing system, so LLM use cannot be confirmed from the abstract alone.""}, ""c3"": {""status"": ""fail"", ""evidence"": ""The primary focus is on user interaction with explainable AI paraphrasing tools, information aids, and design implications. Outcomes emphasized are confidence, autonomy, and writing efficiency, not writing competence or instructional intervention in writing. It is more a usability/design study than a pedagogical writing intervention.""}, ""c4"": {""status"": ""fail"", ""evidence"": ""The abstract does not report quantifiable writing outcome metrics (e.g., changes in writing quality, accuracy, complexity). It mentions confidence, autonomy, and efficiency, but without indication of experimental measures of writing performance or structured intervention outcomes.""}}"
The Role of Ai in Improving Writing Skills of Indian Undergraduate Efl Learners: a Research Review,2025,exclude,"{""c1"": {""status"": ""pass"", ""evidence"": ""The population is clearly Indian undergraduate EFL learners (\u201cIndian undergraduates studying English as a foreign language\u201d), which fits the L2 English learner criterion.""}, ""c2"": {""status"": ""fail"", ""evidence"": ""The article is explicitly described as a \u201cresearch review\u201d examining the potential of AI writing tools. It does not describe an experimental or quasi-experimental intervention using a specific LLM (e.g., ChatGPT, GPT-4); instead, it conceptually reviews potential benefits and challenges.""}, ""c3"": {""status"": ""pass"", ""evidence"": ""The focus is on improving EFL learners\u2019 writing skills, including feedback, vocabulary expansion, and writing structure, which are writing-related variables.""}, ""c4"": {""status"": ""fail"", ""evidence"": ""As a review article, it does not report original quantitative writing outcome metrics or results from a structured intervention; it only discusses potential benefits and calls for further investigation.""}}"
Coachgpt: a Scaffolding-based Academic Writing Assistant,2025,unsure,"{""c1"": {""status"": ""unclear"", ""evidence"": ""The abstract mentions supporting academic writing, including when writing in a second language, but does not specify that study participants are L2 English learners in ESL/EFL/ELL contexts, nor that the focus is specifically on English writing.""}, ""c2"": {""status"": ""pass"", ""evidence"": ""The study develops CoachGPT, an AI agent-based web application that uses large language models to provide real-time feedback and suggestions for academic writing. This is an LLM-based writing assistant integrated into the writing process, and the paper reports user studies, suggesting an intervention-like use.""}, ""c3"": {""status"": ""pass"", ""evidence"": ""The primary focus is on academic writing assistance, with CoachGPT providing scaffolding, feedback, and suggestions during writing. The context is clearly writing competence and writing-related support, not automated essay scoring or non-pedagogical evaluation.""}, ""c4"": {""status"": ""unclear"", ""evidence"": ""The abstract states that \u201cuser studies prove the usefulness of CoachGPT,\u201d but does not specify whether these studies include quantifiable writing outcome metrics (e.g., writing quality scores, accuracy, complexity) versus only usability, perceptions, or engagement measures.""}}"
Chatgpt for English Writing: a Qualitative Inquiry among English Major Students at Thai Higher Education,2025,exclude,"{""c1"": {""status"": ""pass"", ""evidence"": ""Participants are seven fourth-year English majors in Thailand, explicitly described as Thai English as a Foreign Language (EFL) students, so the population is L2 English learners in an EFL context.""}, ""c2"": {""status"": ""fail"", ""evidence"": ""The study is a qualitative inquiry into attitudes and perceptions about ChatGPT. There is no indication of an experimental or quasi-experimental design, nor a structured instructional intervention integrating ChatGPT into writing instruction or processes.""}, ""c3"": {""status"": ""pass"", ""evidence"": ""The focus is on ChatGPT\u2019s roles in English writing, including vocabulary, grammar, and content organization, which are writing-related variables in an L2 context.""}, ""c4"": {""status"": ""fail"", ""evidence"": ""The study uses semi-structured interviews and thematic analysis to explore perceptions and attitudes. It does not report quantifiable writing outcome metrics or measure changes in writing performance; outcomes are purely qualitative.""}}"
The Collaboration of Ai and Teacher in Feedback Provision and Its Impact on Efl Learner’s Argumentative Writing,2025,exclude,"{""c1"": {""status"": ""pass"", ""evidence"": ""Participants are 28 tenth-grade EFL learners focusing on English argumentative writing, which fits ESL/EFL/ELL L2 English learner contexts.""}, ""c2"": {""status"": ""fail"", ""evidence"": ""The intervention uses DeepL Write as the AI tool. DeepL Write is primarily a machine translation/AI writing assistance system and is not clearly identified as an LLM-based (transformer generative) model like ChatGPT, GPT-4, Gemini, etc. The abstract does not specify use of a large language model; thus it does not meet the explicit LLM requirement.""}, ""c3"": {""status"": ""pass"", ""evidence"": ""The study explicitly targets English argumentative writing and examines the impact of AI and teacher feedback on writing quality (lexical, grammatical, content, coherence, cohesion), which are core writing-related variables.""}, ""c4"": {""status"": ""pass"", ""evidence"": ""Writing outcomes are quantitatively analyzed using Coh-Metrix across three drafts to assess changes in writing quality, providing measurable writing outcome metrics.""}}"
