Title,Year,Decision,Notes
Chatgpt-supported Collaborative Argumentation: Integrating Collaboration Script and Argument Mapping to Enhance Efl Students' Argumentation Skills,2025,exclude,"{""c1"": {""status"": ""pass"", ""evidence"": ""Participants are clearly identified as EFL (English as a Foreign Language) university freshmen, and the focus is on their English argumentation skills in speaking and writing contexts.""}, ""c2"": {""status"": ""pass"", ""evidence"": ""The study is a quasi-experimental design using ChatGPT, explicitly described as a large language model, to support collaborative argumentation through a structured collaboration script (preparation, interaction, reflection).""}, ""c3"": {""status"": ""fail"", ""evidence"": ""The primary measured outcomes are argumentative speaking performance, critical thinking awareness, and collaboration tendency. While argumentation is relevant to writing, the abstract emphasizes speaking performance rather than writing competence or writing-related performance measures as the main focus.""}, ""c4"": {""status"": ""unclear"", ""evidence"": ""The abstract reports quantitative outcomes (e.g., effect sizes) for argumentative speaking performance, critical thinking awareness, and collaboration tendency. It does not specify any quantifiable writing outcome metrics (e.g., written argument quality scores), so it is unclear whether writing performance was measured at all.""}}"
Teachers' Perceptions and Students' Strategies in Using Ai-mediated Informal Digital Learning for Career Esl Writing,2025,exclude,"{""c1"": {""status"": ""pass"", ""evidence"": ""Participants are university students in an English writing course in an ESL context (\u201ccareer ESL writing instruction\u201d), so they are L2 English learners.""}, ""c2"": {""status"": ""fail"", ""evidence"": ""Although students use AI tools including ChatGPT (an LLM) and other tools (Grammarly, Canva with Magic Write, Invideo), the design is described as a case study focusing on teachers\u2019 perceptions and students\u2019 strategies. There is no indication of an experimental or quasi-experimental intervention design testing LLM integration; it is exploratory/qualitative rather than an intervention study.""}, ""c3"": {""status"": ""pass"", ""evidence"": ""The context is clearly writing-focused: \u201ccareer ESL writing instruction,\u201d \u201cEnglish writing course,\u201d and exploration of how AI-mediated informal digital learning tools are used in writing projects and rhetorical accessibility.""}, ""c4"": {""status"": ""fail"", ""evidence"": ""The study uses demographic questionnaires, think-aloud protocols, and semi-structured interviews, and reports strategies and perceptions. There is no mention of quantitative writing outcome measures (e.g., scores, rubric-based gains, accuracy measures) assessing effectiveness of the LLM-mediated intervention.""}}"
"Using Ai to Enhance Digital Multimodal Composing: Efl Learners' Semiotic Decision-making, Self-efficacy, Enjoyment, and Continuance Intention",2025,exclude,"{""c1"": {""status"": ""pass"", ""evidence"": ""Participants are EFL learners in an academic English course, clearly fitting the L2 English learner population in an EFL context.""}, ""c2"": {""status"": ""fail"", ""evidence"": ""The intervention uses an unspecified AI-powered text-to-video technology for digital multimodal composing. There is no indication that this is an LLM-based tool (e.g., ChatGPT, GPT-4) or that transformer-based generative language models are integrated into writing instruction or processes.""}, ""c3"": {""status"": ""fail"", ""evidence"": ""The primary focus is on digital multimodal composing (text-to-video) and learners\u2019 semiotic decision-making, self-efficacy, enjoyment, and continuance intention, not on writing competence or writing-related variables as primary outcomes.""}, ""c4"": {""status"": ""fail"", ""evidence"": ""The study reports reflections, questionnaire responses, and evaluations of AI-generated videos, focusing on perceptions and intentions. It does not report quantifiable writing outcome metrics assessing changes in writing performance due to the AI intervention.""}}"
Exploring High School Students' Preferences for English Writing Feedback: Non-native English Teacher Vs. Native English Teacher Vs. Chatgpt,2025,exclude,"{""c1"": {""status"": ""pass"", ""evidence"": ""Participants are 20 high school students from an English newspaper club in Korea, clearly an EFL context with English as the target language.""}, ""c2"": {""status"": ""fail"", ""evidence"": ""ChatGPT is used as one of several feedback providers, but the study is observational/comparative, focusing on students\u2019 preferences for different feedback sources. There is no experimental or quasi-experimental LLM-based instructional intervention aimed at improving writing performance.""}, ""c3"": {""status"": ""fail"", ""evidence"": ""The primary focus is on preferences and perceptions of feedback sources (non-native teacher, native teacher, ChatGPT, and collaborative feedback), not on writing competence or development as an outcome of a pedagogical intervention.""}, ""c4"": {""status"": ""fail"", ""evidence"": ""Outcomes are Likert-scale ratings of feedback preference and qualitative themes. No quantifiable writing performance metrics (e.g., scores, quality measures, accuracy) are reported to assess the effectiveness of ChatGPT-mediated writing intervention.""}}"
"I, Too, Shall Have to Prompt? a Study of Efl Students and Their Unmonitored Use of Genai in the Completion of an Imitation Task in Poetry",2025,exclude,"{""c1"": {""status"": ""pass"", ""evidence"": ""Participants are EFL students in a university English as a Foreign Language Literature course, so they are L2 English learners in an EFL context.""}, ""c2"": {""status"": ""unclear"", ""evidence"": ""The abstract refers to a \u2018GenAI model\u2019 and \u2018GenAI-assisted creative writing exercise\u2019 but does not specify whether the tool is a large language model (e.g., ChatGPT/GPT-4) or another type of generative AI. The specific technology and architecture are not identified.""}, ""c3"": {""status"": ""fail"", ""evidence"": ""The primary focus is on a literature course and on how the GenAI-assisted imitation task supports application of literary analysis elements, prompt characteristics, and pedagogical implications. Writing competence or writing-related performance is not the central outcome; rather, it is use of literary terms and analysis.""}, ""c4"": {""status"": ""fail"", ""evidence"": ""The study is based on qualitative data from surveys and observational studies. The abstract does not report any quantifiable writing outcome metrics (e.g., writing scores, rubric-based assessments) to evaluate the effectiveness of the GenAI intervention on writing performance.""}}"
Investigating Efl Teachers' Lesson Planning for Chatbot-assisted Learning of Argumentative Writing: a Tpack Perspective,2025,exclude,"{""c1"": {""status"": ""pass"", ""evidence"": ""The context is clearly English as a foreign language (EFL), and the focus is on teaching argumentative writing in English, implying L2 English learners.""}, ""c2"": {""status"": ""unclear"", ""evidence"": ""The study uses a chatbot named Argumate, but the abstract does not specify whether it is an LLM-based, transformer generative model (e.g., ChatGPT-like) or a rule-based/other type of chatbot. Thus it is unclear if it meets the LLM requirement.""}, ""c3"": {""status"": ""fail"", ""evidence"": ""The study focuses on teachers\u2019 lesson planning and professional knowledge (TPACK) for chatbot-assisted argumentative writing. It analyzes lesson plans and interviews, not an implemented pedagogical intervention with learners\u2019 writing performance as the primary focus.""}, ""c4"": {""status"": ""fail"", ""evidence"": ""No experimental or quasi-experimental design with learners is reported, and no quantifiable writing outcome metrics are mentioned. The study is conceptual/qualitative about planning and integration, not about measured writing gains.""}}"
Comparing Hong Kong Secondary School Students' Perceptions of Chatgpt-assisted Efl Writing,2025,exclude,"{""c1"": {""status"": ""pass"", ""evidence"": ""Participants are 107 Hong Kong secondary school students in an EFL context, and the focus is explicitly on EFL (English as a foreign language) writing.""}, ""c2"": {""status"": ""pass"", ""evidence"": ""The study examines ChatGPT-assisted EFL writing and compares three teaching approaches (process-based, genre-based, and prompt-engineering-only) in a quantitative design, indicating an LLM-based instructional intervention.""}, ""c3"": {""status"": ""fail"", ""evidence"": ""The primary outcomes are motivation, cognitive load, and satisfaction. While situated in a writing context, the abstract does not indicate that writing competence or writing performance measures are a focus; instead, it centers on affective and cognitive variables.""}, ""c4"": {""status"": ""fail"", ""evidence"": ""No quantifiable writing outcome metrics (e.g., writing scores, quality ratings, accuracy, complexity) are reported. The measured variables are motivation, cognitive load, and satisfaction, which do not meet the requirement for writing outcome measures.""}}"
Does Metalinguistic Explanation of Teacher and Chatgpt Feedback Improve Efl Learners' Writing Quality and Engagement? Findings from an Intervention Study,2025,include,"{""c1"": {""status"": ""pass"", ""evidence"": ""Participants are explicitly described as EFL learners (foreign language writing instruction, EFL learners), indicating L2 English learners in an EFL context with focus on English writing.""}, ""c2"": {""status"": ""pass"", ""evidence"": ""The study is a quasi-experimental intervention examining scaffolded metalinguistic explanations of teacher and ChatGPT feedback. ChatGPT is a large language model integrated into the writing feedback process, satisfying the LLM-based intervention requirement.""}, ""c3"": {""status"": ""pass"", ""evidence"": ""The context is foreign language writing instruction, focusing on how feedback (including ChatGPT feedback) affects EFL learners\u2019 writing quality and engagement. The primary pedagogical target is writing competence, not automated scoring or system evaluation.""}, ""c4"": {""status"": ""pass"", ""evidence"": ""The study uses pre-tests and post-tests, written drafts, and reports significant improvements in writing performance (grammatical accuracy, vocabulary use, mechanical control) and incorporation of feedback, indicating quantifiable writing outcome measures within an intervention design.""}}"
Assigning Cefr-j Levels to English Learners' Writing: an Approach Using Lexical Metrics and Generative Ai,2025,exclude,"{""c1"": {""status"": ""pass"", ""evidence"": ""The system is designed for assessing English learners\u2019 writing proficiency in an EFL context (CEFR-J, tailored to EFL in Japan). The ICNALE GRA dataset consists of English learner writing, so the population focus is on L2 English learners.""}, ""c2"": {""status"": ""fail"", ""evidence"": ""The study presents CWLA as an automated scoring system that combines lexical metrics with AI-based analytical scores. It is an assessment tool, not an experimental or quasi-experimental pedagogical intervention integrating an LLM into writing instruction or writing processes. No LLM-mediated instructional treatment is described.""}, ""c3"": {""status"": ""fail"", ""evidence"": ""The primary focus is on automated writing proficiency assessment (CEFR-J level assignment) and validation against human ratings, not on improving writing competence through instructional use. This aligns with automated essay scoring functionality, which is explicitly excluded.""}, ""c4"": {""status"": ""fail"", ""evidence"": ""The outcomes reported are correlations between CWLA scores and human ratings, entropy analysis, and expert agreement rates. These are validation metrics for an assessment tool, not quantifiable writing outcome measures from an LLM-mediated writing intervention or instructional experiment.""}}"
Rnn Hybrid Model for Evaluating Efl Teachers' Classroom Performance in Higher Education,2025,exclude,"{""c1"": {""status"": ""fail"", ""evidence"": ""The abstract focuses on evaluating EFL teachers\u2019 classroom performance in higher education using an RNN-based model. There is no indication that the participants are L2 English learners or that learner data in an ESL/EFL/ELL context is the focus; instead, the target of evaluation is teachers.""}, ""c2"": {""status"": ""fail"", ""evidence"": ""The study uses an Elman RNN combined with a Dolphin Echolocation Algorithm (DEA-RNN) as a predictive/evaluation model. This is a traditional recurrent neural network approach, not a large language model (e.g., ChatGPT, GPT-4, Gemini), and it is not integrated into writing instruction or writing processes.""}, ""c3"": {""status"": ""fail"", ""evidence"": ""The context is teacher performance evaluation in higher education, not writing competence or writing-related variables. There is no mention of writing instruction, writing tasks, or writing development as a primary focus.""}, ""c4"": {""status"": ""fail"", ""evidence"": ""The outcomes reported are model performance metrics (accuracy, precision, recall, F1-score, specificity) for evaluating teachers, not quantifiable writing outcomes or measures of L2 writing performance following an intervention.""}}"
