Title,Year,Decision,Notes
The Impact of Chatgpt on Learners in English Academic Writing: Opportunities and Challenges in Education,2024,exclude,"{""c1"": {""status"": ""pass"", ""evidence"": ""The abstract explicitly focuses on EFL learners and their use of ChatGPT for academic English writing, which fits the target population of L2 English learners in EFL contexts.""}, ""c2"": {""status"": ""fail"", ""evidence"": ""Although ChatGPT (an LLM) is central, the study is exploratory and interview-based, examining learners\u2019 self-initiated use. There is no indication of an experimental or quasi-experimental instructional intervention integrating ChatGPT into writing instruction or a structured writing process.""}, ""c3"": {""status"": ""pass"", ""evidence"": ""The focus is clearly on English academic writing, including how ChatGPT affects writing fluency, content, and knowledge, and on challenges and opportunities in using ChatGPT as an academic English writing tool.""}, ""c4"": {""status"": ""fail"", ""evidence"": ""The study uses semi-structured and open-ended interviews and thematic analysis, yielding qualitative findings about perceptions, challenges, and opportunities. No quantifiable writing outcome metrics or experimental measures of writing performance are reported.""}}"
"A Scholarly Dialogue: Writing Scholarship, Authorship, Academic Integrity and the Challenges of Ai",2024,exclude,"{""c1"": {""status"": ""fail"", ""evidence"": ""The abstract discusses higher education in general and writing scholars\u2019 perspectives on AI. It does not specify any participant group of L2 English learners in ESL/EFL/ELL contexts, nor does it focus on data related to English language learners.""}, ""c2"": {""status"": ""fail"", ""evidence"": ""The article is a conceptual/dialogical piece about AI, academic integrity, and writing scholarship. It does not describe an experimental or quasi-experimental intervention integrating LLMs into writing instruction or processes.""}, ""c3"": {""status"": ""fail"", ""evidence"": ""While the article is situated within writing studies, its focus is on theoretical and ethical issues (authorship, integrity, assessment) rather than a concrete pedagogical intervention targeting writing competence or related variables.""}, ""c4"": {""status"": ""fail"", ""evidence"": ""No quantifiable writing outcome metrics or empirical evaluation of an LLM-mediated writing intervention are mentioned. The piece appears to be a scholarly dialogue and historical/theoretical mapping, not an outcome-based study.""}}"
Artificial Intelligence Pedagogical Chatbots as L2 Conversational Agents,2024,exclude,"{""c1"": {""status"": ""pass"", ""evidence"": ""Participants are EFL undergraduate students at a Saudi university, clearly L2 English learners in an EFL context: \u201cEFL students\u2026 The sample (n = 143) consisted of undergraduate students from a Saudi university.\u201d""}, ""c2"": {""status"": ""unclear"", ""evidence"": ""The study uses a \u201ctext-based pedagogical chatbot\u201d as an L2 conversational agent, but the abstract does not specify that it is an LLM (e.g., ChatGPT, GPT-4) or transformer-based generative model. It could be a rule-based or non-LLM chatbot. Thus, whether it meets the LLM requirement is unclear from the abstract alone.""}, ""c3"": {""status"": ""fail"", ""evidence"": ""The focus is on \u201cstudents' experiences and perspectives\u201d and \u201ccognitive and affective domains of learning\u201d (motivation, anxiety, perceptions of usefulness). Writing is mentioned only as perceived support: \u201csupportive of L2 practice and writing development, interest-provoking, enhancing motivation, and alleviating writing anxiety.\u201d There is no indication of a structured writing instruction intervention or primary focus on writing competence; rather, it is a general conversational practice tool with attitudinal outcomes.""}, ""c4"": {""status"": ""fail"", ""evidence"": ""The study reports quantitative analyses of perceptions (e.g., Mann-Whitney U test on views of chatbot-mediated interaction) but does not mention any quantifiable writing outcome measures (e.g., writing scores, text quality metrics). Outcomes are affective and perceptual, not measured changes in writing performance.""}}"
Artificial Intelligence in Writing Courses: Attitudes of University Instructors in Lebanon,2024,exclude,"{""c1"": {""status"": ""fail"", ""evidence"": ""The study population consists of Lebanese university writing instructors, not L2 English learners in ESL/EFL/ELL contexts. No learner data are reported.""}, ""c2"": {""status"": ""fail"", ""evidence"": ""The study explores instructors\u2019 attitudes toward AI (including generative AI like ChatGPT) via survey; it does not implement an experimental or quasi-experimental LLM-based writing intervention.""}, ""c3"": {""status"": ""fail"", ""evidence"": ""The focus is on attitudes toward AI use and grading facilitation, not on an implemented pedagogical intervention targeting writing competence or writing-related performance variables.""}, ""c4"": {""status"": ""fail"", ""evidence"": ""No quantifiable learner writing outcomes or performance metrics are reported; the study reports only instructors\u2019 attitudinal survey results.""}}"
Understanding Chinese University Efl Learners' Perceptions of Ai in English Writing,2024,exclude,"{""c1"": {""status"": ""pass"", ""evidence"": ""Participants are 140 Chinese university EFL learners in a Chinese university setting, clearly an EFL/ESL context focused on English writing.""}, ""c2"": {""status"": ""fail"", ""evidence"": ""The study examines perceptions of Grammarly, which is not described as an LLM-based tool, and there is no indication of an experimental or quasi-experimental design integrating an LLM into instruction or writing processes. It is a technology acceptance/perception study, not an LLM intervention study.""}, ""c3"": {""status"": ""fail"", ""evidence"": ""The primary focus is on learners\u2019 perceptions and technology acceptance (ease of use, usefulness, enjoyment, task relevance) of Grammarly, not on writing competence or writing-related performance variables within a pedagogical intervention.""}, ""c4"": {""status"": ""fail"", ""evidence"": ""The study reports structural equation modeling of perception variables and intention to use AI; it does not report quantifiable writing outcome metrics (e.g., writing scores, quality measures) resulting from an AI-mediated writing intervention.""}}"
Revolutionizing Efl Writing: Unveiling the Strategic Use of Chatgpt by Indonesian Master's Students,2024,exclude,"{""c1"": {""status"": ""pass"", ""evidence"": ""Participants are postgraduate EFL students (Indonesian Master's students), clearly L2 English learners in an EFL context.""}, ""c2"": {""status"": ""fail"", ""evidence"": ""Although ChatGPT (an LLM) is used, the study is a qualitative case study exploring students\u2019 experiences and strategies. There is no experimental or quasi-experimental intervention design integrating ChatGPT into instruction; it is descriptive/observational.""}, ""c3"": {""status"": ""pass"", ""evidence"": ""The focus is on EFL students\u2019 use of ChatGPT in their writing process (vocabulary, grammar, idea generation, essay structuring, language refinement), which is directly related to writing competence.""}, ""c4"": {""status"": ""fail"", ""evidence"": ""The study relies on self-reported experiences and perceptions; no quantifiable writing outcome metrics or experimental measures of writing improvement are reported.""}}"
Assessing Interactional Metadiscourse in Efl Writing through Intelligent Data-driven Learning: the Microsoft Copilot in the Spotlight,2024,exclude,"{""c1"": {""status"": ""pass"", ""evidence"": ""Participants are described as 'English as a foreign language (EFL) learners' and 'advanced language learners', clearly indicating L2 English learners in an EFL context.""}, ""c2"": {""status"": ""pass"", ""evidence"": ""The hands-on group used 'Microsoft Copilot, artificial intelligence (AI) chatbot' as part of a data-driven learning intervention. Copilot is an LLM-based chatbot, and the design is experimental with three groups (hands-on, hands-off, control).""}, ""c3"": {""status"": ""fail"", ""evidence"": ""The primary outcome is 'realization and identifying interactional metadiscourse markers (IMMs)' and perceptions of DDL. While the authors claim this helps 'develop their writing performance through metadiscourse realization', the measured variables are recognition/identification of IMMs, not actual writing performance or writing products. The focus is on metadiscourse awareness rather than writing competence as such.""}, ""c4"": {""status"": ""fail"", ""evidence"": ""Quantitative outcomes reported are ANCOVA results on 'realizing and identifying IMMs' and questionnaire perceptions. There is no indication of quantified writing outcomes (e.g., writing quality scores, text-based measures). Thus, no direct, quantifiable writing performance metrics are reported for the LLM-mediated intervention.""}}"
A Multi-strategy Computer-assisted Efl Writing Learning System with Deep Learning Incorporated and Its Effects on Learning: a Writing Feedback Perspective,2024,exclude,"{""c1"": {""status"": ""pass"", ""evidence"": ""The abstract explicitly refers to EFL students and EFL writing learning, indicating participants are English as a Foreign Language learners and the focus is on English writing.""}, ""c2"": {""status"": ""fail"", ""evidence"": ""The intervention is a computer-assisted EFL writing system (MsCAEWL) using neural network models and semantic-based NLP techniques, positioned as an AWE-like system. There is no indication that it uses large language models (e.g., transformer-based generative models like ChatGPT/GPT-4). It appears to be an automated evaluation/feedback system rather than an LLM-based tool.""}, ""c3"": {""status"": ""pass"", ""evidence"": ""The system is explicitly designed for EFL writing learning and feedback, and the study evaluates its effects on EFL writing proficiency, so the primary focus is on writing competence.""}, ""c4"": {""status"": ""pass"", ""evidence"": ""The abstract reports comparison experiments, correlations with human raters, and independent- and paired-sample t-tests showing significant impact on students\u2019 EFL writing proficiency, indicating quantifiable writing outcome metrics.""}}"
Understanding Efl Students' Chatbot-assisted Argumentative Writing: an Activity Theory Perspective,2024,exclude,"{""c1"": {""status"": ""pass"", ""evidence"": ""Participants are five Chinese undergraduate EFL students composing argumentative essays in English, clearly fitting an EFL/ESL L2 English learner population.""}, ""c2"": {""status"": ""unclear"", ""evidence"": ""The study uses a chatbot named Argumate to assist argumentative writing, but the abstract does not specify whether Argumate is an LLM-based system (e.g., transformer-based generative model) or a rule-based/chatbot of another type.""}, ""c3"": {""status"": ""pass"", ""evidence"": ""The focus is explicitly on chatbot-assisted argumentative writing, examining how students engage with the chatbot while composing essays and discussing implications for writing pedagogy. The primary context is writing competence and writing processes.""}, ""c4"": {""status"": ""fail"", ""evidence"": ""The study is described as qualitative, using activity theory to understand engagement processes. Data include screen recordings, chat logs, essays, and a questionnaire, but the abstract does not indicate any experimental or quasi-experimental design or report quantifiable writing outcome metrics to assess effectiveness of the chatbot intervention.""}}"
A Systematic Review of Grammarly in L2 English Writing Contexts,2024,exclude,"{""c1"": {""status"": ""pass"", ""evidence"": ""The abstract clearly states that the review focuses on Grammarly research involving L2 learners in L2 English writing contexts, so the population criterion is satisfied.""}, ""c2"": {""status"": ""fail"", ""evidence"": ""The intervention examined is Grammarly, an automated writing evaluation (AWE) system that is not a large language model and is not described as using transformer-based generative LLM technology. The study is also a systematic review, not an experimental or quasi-experimental primary study integrating LLMs.""}, ""c3"": {""status"": ""pass"", ""evidence"": ""The focus is explicitly on L2 English writing and how Grammarly supports L2 English writing, which aligns with a writing competence context.""}, ""c4"": {""status"": ""fail"", ""evidence"": ""As a systematic review of Grammarly studies, this article does not itself report primary experimental writing outcome metrics for an LLM-mediated intervention. It synthesizes prior work on a non-LLM AWE tool, which falls outside the required scope.""}}"
