Title,Year,Decision,Notes
Is the Simplest Chatbot Effective in English Writing Learning Assistance?,2020,exclude,"{""c1"": {""status"": ""pass"", ""evidence"": ""The abstract refers to \u201cnon-native learners\u201d who have difficulty writing English, indicating an L2 English learner population in an EFL/ESL context.""}, ""c2"": {""status"": ""fail"", ""evidence"": ""The intervention uses \u201cthe simplest chatbot (such as ELIZA).\u201d ELIZA is a rule-based chatbot and not a transformer-based large language model. Therefore, the study does not integrate an LLM (e.g., ChatGPT, GPT-4, Gemini) into writing instruction.""}, ""c3"": {""status"": ""pass"", ""evidence"": ""The focus is explicitly on English writing learning assistance, examining effects on word usage, self-revision, and amount of writing, which are writing-related variables in a pedagogical context.""}, ""c4"": {""status"": ""pass"", ""evidence"": ""The study empirically compares the number of words produced with a standard editor versus a chatbot-based system and analyzes writing results (word usage and self-revision), indicating quantifiable writing outcome metrics.""}}"
A Critical Deconstruction of Computer-based Test Application in Turkish State University,2020,exclude,"{""c1"": {""status"": ""pass"", ""evidence"": ""Participants are Turkish EFL university students and their instructors, clearly situated in an English as a foreign language context, with data focused on English proficiency testing (Versant English Test).""}, ""c2"": {""status"": ""fail"", ""evidence"": ""The study investigates conceptions of the Versant English Test, an automated test using AI software, but there is no indication that it is an LLM-based tool (e.g., ChatGPT, GPT-4) or that it is integrated into writing instruction or writing processes as an intervention. It is an assessment tool, not an LLM-mediated instructional intervention.""}, ""c3"": {""status"": ""fail"", ""evidence"": ""The primary focus is on perceptions of an automated English test\u2019s reliability, validity, and washback, not on developing writing competence or writing-related pedagogical interventions. Writing is only one component of a broader language test, and the study is not about writing instruction.""}, ""c4"": {""status"": ""fail"", ""evidence"": ""The study uses a qualitative phenomenological design with interviews and focus groups to explore attitudes and conceptions. It does not report quantifiable writing outcome metrics or evaluate the effectiveness of any LLM-mediated writing intervention.""}}"
A Machine Learning Approach to Persian Text Readability Assessment Using a Crowdsourced Dataset,2020,exclude,"{""c1"": {""status"": ""fail"", ""evidence"": ""The study focuses on Persian text readability assessment and dataset creation. There is no mention of participants, learners, or L2 English learning contexts (ESL/EFL/ELL). The target language is Persian, not English.""}, ""c2"": {""status"": ""fail"", ""evidence"": ""The intervention is a machine learning model for Persian text readability assessment. It is not described as a large language model (e.g., ChatGPT, GPT-4) integrated into instruction; rather, it is a traditional ML readability classifier.""}, ""c3"": {""status"": ""fail"", ""evidence"": ""The primary focus is automated readability assessment of Persian texts, not writing competence, writing instruction, or writing-related pedagogical variables for learners.""}, ""c4"": {""status"": ""fail"", ""evidence"": ""No writing outcomes or measures of learners\u2019 writing performance are reported. The study evaluates model accuracy for readability classification, not the effect of an intervention on writing.""}}"
Digital Storytelling with Chatbots: Mapping L2 Participation and Perception Patterns,2020,exclude,"{""c1"": {""status"": ""unclear"", ""evidence"": ""The abstract states the context is an L2 class at a university in South Korea, which strongly suggests EFL learners, but it does not explicitly specify that the target language is English. The focus is on L2 generally, not clearly on English.""}, ""c2"": {""status"": ""unclear"", ""evidence"": ""The intervention uses a \u2018digital storytelling chatbot system\u2019 (storybot). The abstract does not indicate that this chatbot is a large language model or transformer-based generative model (e.g., ChatGPT/GPT-4). Given the 2020 date and lack of technical description, it is unclear whether it is LLM-based.""}, ""c3"": {""status"": ""fail"", ""evidence"": ""The primary focus is on L2 output and reading comprehension within narrative chatbot interactions, not specifically on writing competence or writing-related instruction. Students read much more than they wrote, and the study is framed around participation and perceptions, with reading comprehension as the main measured outcome.""}, ""c4"": {""status"": ""fail"", ""evidence"": ""The study reports participation analytics (reading vs. writing amounts) and reading comprehension (cohesion between questions and responses), but it does not report quantifiable writing outcome metrics or a structured writing intervention aimed at improving writing quality. Writing is incidental and minimal, and no writing performance measures are described.""}}"
"Exploring the Development of Writing Complexity, Accuracy, and Fluency in Relation to the Motivational Trajectories: a Dynamically-oriented Case Study",2020,exclude,"{""c1"": {""status"": ""pass"", ""evidence"": ""The participant is described as a 'successful highly motivated EFL learner,' indicating an English-as-a-foreign-language learner and thus an L2 English population.""}, ""c2"": {""status"": ""fail"", ""evidence"": ""The term 'LLM' in this abstract refers to 'language learning motivation,' not large language models. There is no mention of ChatGPT, GPT-4, or any LLM-based tool, nor any AI-mediated instructional intervention. The study is a CDST-oriented case study of motivation and CAF development, not an LLM-integrated intervention.""}, ""c3"": {""status"": ""pass"", ""evidence"": ""The study focuses on writing-related variables\u2014complexity, accuracy, and fluency (CAF)\u2014in monthly writing assignments, aligning with a primary focus on writing competence and development.""}, ""c4"": {""status"": ""pass"", ""evidence"": ""The study quantitatively assesses the development of CAF measures over ten stages using descriptive and statistical analyses, providing quantifiable writing outcome metrics (complexity, accuracy, fluency) across time.""}}"
Foreign Language Learners’ Preference of E-leaming Methods: an Empirical Study,2020,exclude,"{""c1"": {""status"": ""pass"", ""evidence"": ""Participants are foreign language learners taking English courses (listening, reading, writing, translating, speaking) at Xinhua Colleges, indicating an EFL/ESL context focused on English.""}, ""c2"": {""status"": ""fail"", ""evidence"": ""The study compares four e-learning delivery methods (video conferencing, self-recorded videos, MOOC courses, electronic materials by native speakers). There is no mention of large language models or tools like ChatGPT, GPT-4, etc., nor any AI-based generative intervention.""}, ""c3"": {""status"": ""fail"", ""evidence"": ""The primary focus is on learners\u2019 preference for different e-learning methods across several skills, not specifically on writing competence or writing-related variables. Writing is only one of several course types considered, and no writing-focused pedagogical intervention is described.""}, ""c4"": {""status"": ""fail"", ""evidence"": ""The outcomes concern preferences and influencing factors (time, place, network quality, emotional attachment, proficiency, interaction). No quantifiable writing performance or writing outcome metrics are reported.""}}"
Research on College English Teaching Strategies and Applications Based on Big Data,2019,exclude,"{""c1"": {""status"": ""unclear"", ""evidence"": ""The abstract mentions 'college English teaching in China', which likely involves EFL learners, but it does not explicitly state that participants are L2 English learners or provide details on the learner population.""}, ""c2"": {""status"": ""fail"", ""evidence"": ""The study focuses on 'big data' and a 'new model of college English teaching.' There is no mention of large language models (e.g., ChatGPT, GPT-4) or any transformer-based generative AI being integrated into instruction or writing processes.""}, ""c3"": {""status"": ""fail"", ""evidence"": ""The focus is on general college English teaching strategies in the era of big data. Writing competence or writing-related variables are not specified as the primary focus.""}, ""c4"": {""status"": ""fail"", ""evidence"": ""The abstract does not indicate any quantifiable writing outcome metrics or experimental evaluation of a writing intervention. It appears to be an empirical analysis leading to proposed measures, without specific writing outcome assessment.""}}"
Chinese Grammatical Error Correction Based on Convolutional Sequence to Sequence Model,2019,exclude,"{""c1"": {""status"": ""fail"", ""evidence"": ""The focus is on Chinese grammatical error correction for learners of Chinese as a second language. The target language is Chinese, not English, so it does not involve L2 English learners in ESL/EFL/ELL contexts.""}, ""c2"": {""status"": ""fail"", ""evidence"": ""The study introduces a convolutional sequence-to-sequence model (a CNN-based neural model), not a large language model such as ChatGPT, GPT-4, or similar transformer-based generative LLMs. It is a model-development paper, not an LLM-based pedagogical intervention.""}, ""c3"": {""status"": ""unclear"", ""evidence"": ""While the task (grammatical error correction) is related to writing, the abstract frames it as an NLP system development and evaluation task, not as an instructional or classroom intervention targeting learners\u2019 writing competence.""}, ""c4"": {""status"": ""fail"", ""evidence"": ""Outcomes reported are system performance improvements over a baseline neural machine translation model, not quantifiable writing outcomes for learners following an LLM-mediated writing intervention.""}}"
Application of Artificial Intelligence to the Small Open Online English Abstract Writing Course,2019,exclude,"{""c1"": {""status"": ""pass"", ""evidence"": ""Participants are 79 graduate students learning English abstract writing in a SMOOC context, indicating L2 English academic writing as the focus (enhancing graduate students\u2019 English abstract writing skill).""}, ""c2"": {""status"": ""fail"", ""evidence"": ""The intervention uses an AI-assisted writing, grading, and feedback system called Quick Research Papers (QRP). The abstract does not indicate that QRP is a large language model or transformer-based generative model (e.g., ChatGPT/GPT-like). It appears to be an analytics/feedback system rather than an LLM-based generative tool.""}, ""c3"": {""status"": ""pass"", ""evidence"": ""The primary focus is on English abstract writing skills, tracking writing errors, and using AI analytics to guide teaching and consultation, which is clearly centered on writing competence.""}, ""c4"": {""status"": ""pass"", ""evidence"": ""Quantitative writing outcomes are reported: total words written, total errors, and distribution of error types (e.g., noun, spelling, subject-verb agreement). These are measurable writing-related outcome metrics.""}}"
"5th Eai International Conference on E-learning, E-education, and Online Training, Eleot 2019",2019,exclude,"{""c1"": {""status"": ""unclear"", ""evidence"": ""The proceedings volume includes multiple studies, one of which mentions EFL writing and another college English education, but the abstract is a table-of-contents style summary. It is not clear which specific participant populations are involved or whether they are L2 English learners in ESL/EFL/ELL contexts.""}, ""c2"": {""status"": ""fail"", ""evidence"": ""The abstract lists various topics related to MOOCs, online learning, AI, and web-based platforms. None are described as using large language models (e.g., ChatGPT, GPT-4) in an experimental or quasi-experimental writing intervention. The mention of a web-based automatic writing evaluation platform does not indicate an LLM-based tool.""}, ""c3"": {""status"": ""unclear"", ""evidence"": ""One paper title mentions \u201cSelf-correction\u2019s Effects on EFL Writing on Web-Based Automatic Writing Evaluation Platform,\u201d which is writing-related, but the nature of the intervention and its primary focus (pedagogical vs. system evaluation) are not specified in the proceedings abstract.""}, ""c4"": {""status"": ""unclear"", ""evidence"": ""The proceedings abstract does not provide methodological details or confirm that any included study reports quantifiable writing outcome metrics. It only lists paper titles without describing outcome measures.""}}"
