Title,Year,Decision,Notes
The Impact of Automated Writing Evaluation on Writing Gains,2025,include,"{""c1"": {""status"": ""pass"", ""evidence"": ""Participants are 105 first-year university students in Belgium described as English as a foreign language (EFL) students, clearly indicating L2 English learners in an EFL context with focus on English writing skills.""}, ""c2"": {""status"": ""pass"", ""evidence"": ""The study examines the effectiveness of ChatGPT, explicitly a large language model, in improving English writing skills over a nine-week intervention. It compares a teacher-feedback-only group with a group using ChatGPT alongside teacher feedback, indicating an experimental design integrating an LLM into writing instruction.""}, ""c3"": {""status"": ""pass"", ""evidence"": ""The primary focus is on writing competence, specifically syntactic and lexical complexity as key dimensions of writing development, and on text length and complexity. ChatGPT is used as part of a pedagogical writing intervention, not merely as an automated scoring tool.""}, ""c4"": {""status"": ""pass"", ""evidence"": ""The study reports quantifiable writing outcomes, including measures of syntactic and lexical complexity and text length, to assess ChatGPT\u2019s impact on writing gains and sustained writing improvement over a nine-week period.""}}"
Exploring the Impact of Ai Technologies on Efl Writing Proficiency,2025,exclude,"{""c1"": {""status"": ""fail"", ""evidence"": ""The participants are Saudi EFL teachers at King Saud University, not L2 English learners. The study focuses on teachers\u2019 perspectives rather than learner data or learner outcomes.""}, ""c2"": {""status"": ""fail"", ""evidence"": ""Although ChatGPT (an LLM) is mentioned, the study uses a descriptive survey design to explore teachers\u2019 perceptions. There is no experimental or quasi-experimental intervention integrating ChatGPT into learners\u2019 writing instruction or processes.""}, ""c3"": {""status"": ""fail"", ""evidence"": ""The focus is on perceived merits and challenges of using ChatGPT in writing classes, not on an implemented pedagogical intervention targeting writing competence. It is essentially an attitudinal/perception study.""}, ""c4"": {""status"": ""fail"", ""evidence"": ""No quantifiable learner writing outcomes are reported. The study gathers questionnaire data from teachers about perceptions; there are no measured changes in students\u2019 writing performance or related variables.""}}"
Cognitive Offload Instruction with Generative Ai: a Quasi-experimental Study on Critical Thinking Gains in English Writing,2025,unsure,"{""c1"": {""status"": ""unclear"", ""evidence"": ""Participants are described as \u201cfirst-year university students\u201d in \u201cEnglish essay writing\u201d and the conclusion mentions \u201csecond-language writing contexts,\u201d but it is not explicitly stated that these particular participants are L2 English learners (ESL/EFL/ELL). The population could be native or mixed, so eligibility is uncertain.""}, ""c2"": {""status"": ""unclear"", ""evidence"": ""The abstract refers to \u201cgenerative AI-enabled cognitive offload instruction\u201d and \u201cgenerative AI tools,\u201d but does not specify whether these are large language models (e.g., ChatGPT/GPT-4 or similar transformer-based generative models) versus other generative systems. Without explicit mention of LLM-based tools, it is unclear if the intervention meets the LLM criterion.""}, ""c3"": {""status"": ""pass"", ""evidence"": ""The context is English essay writing, with AI used for brainstorming, co-revision, and other writing-related processes. Outcomes include essay quality (logical coherence, evidence use, originality), indicating a primary focus on writing competence and writing-related variables rather than solely on assessment or non-pedagogical evaluation.""}, ""c4"": {""status"": ""pass"", ""evidence"": ""The study uses a quasi-experimental design comparing traditional vs AI-augmented instruction and reports quantifiable outcomes: standardized critical thinking assessments and measurable essay quality indicators (logical coherence, evidence use, originality). These constitute quantifiable writing-related outcome metrics.""}}"
Revising with Intelligence: Chatgpt Feedback and Its Impact on Efl Students’ Revision and Self-efficacy,2025,include,"{""c1"": {""status"": ""pass"", ""evidence"": ""Participants are explicitly described as 82 university-level EFL students, i.e., English as a Foreign Language learners, and the context is English writing development. This matches the required L2 English learner population.""}, ""c2"": {""status"": ""pass"", ""evidence"": ""The study uses a quasi-experimental design with two groups: a ChatGPT-supported writing group and a teacher-supported writing group. ChatGPT, a large language model, is integrated as the feedback provider in the writing intervention.""}, ""c3"": {""status"": ""pass"", ""evidence"": ""The focus is on writing development and revision in a process-based writing instruction context. Outcomes include revision productivity, macro-level and content-based revisions, and writing self-efficacy related to revision and discourse organization, all of which are writing-related variables.""}, ""c4"": {""status"": ""pass"", ""evidence"": ""The study reports quantitative outcomes: significant increases in revision productivity, more macro-level and content-based revisions, and higher self-efficacy gains across three dimensions. These are structured, measurable outcomes of the LLM-mediated writing intervention.""}}"
Traditional Strategies and Ai-integrated Strategies in Learning English among Efl Omani Students,2025,exclude,"{""c1"": {""status"": ""pass"", ""evidence"": ""Participants are EFL Omani students at a public Omani university, clearly L2 English learners in an EFL context.""}, ""c2"": {""status"": ""fail"", ""evidence"": ""The study is a survey using a questionnaire (Likert-scale items) about traditional and AI-integrated learning strategies. It does not describe an experimental or quasi-experimental intervention integrating a specific LLM (e.g., ChatGPT, GPT-4) into instruction; AI tools are referenced generically as strategies, not as a tested LLM-based intervention.""}, ""c3"": {""status"": ""fail"", ""evidence"": ""The focus is on general learning strategies (listening, speaking, pronunciation, grammar, writing) and gender/academic level differences in their use. Writing is only one of several skills and is not the primary focus of a pedagogical intervention; the study is about strategy use, not a writing-focused instructional context.""}, ""c4"": {""status"": ""fail"", ""evidence"": ""Outcomes are self-reported frequency of using strategies (Likert scores), not quantifiable writing performance measures. There is no assessment of changes in writing competence or writing-related performance resulting from an LLM-mediated intervention.""}}"
Design Opportunities for Explainable Ai Paraphrasing Tools: a User Study with Non-native English Speakers,2025,exclude,"{""c1"": {""status"": ""unclear"", ""evidence"": ""Participants are described as non-native English speakers (NNESs), but the abstract does not specify whether they are in ESL/EFL/ELL learning contexts or formal L2 English learners, nor their educational setting.""}, ""c2"": {""status"": ""unclear"", ""evidence"": ""The study uses ParaScope, an AI paraphrasing assistant, but the abstract does not state that it is based on a large language model (e.g., ChatGPT/GPT-style transformer). It could be another type of AI paraphraser, so LLM integration cannot be confirmed from the abstract alone.""}, ""c3"": {""status"": ""fail"", ""evidence"": ""The focus is on interaction with AI-generated paraphrases, information aids, and design implications for explainable AI tools. While related to writing support (paraphrasing, confidence, autonomy, efficiency), it is framed as a user study and design exploration rather than a pedagogical writing intervention aimed at improving writing competence in an instructional context.""}, ""c4"": {""status"": ""fail"", ""evidence"": ""The abstract reports outcomes such as confidence, autonomy, and writing efficiency, but does not mention any quantifiable writing quality metrics or experimental evaluation of writing performance. It centers on user preferences and interaction patterns, not measured writing outcomes.""}}"
The Role of Ai in Improving Writing Skills of Indian Undergraduate Efl Learners: a Research Review,2025,exclude,"{""c1"": {""status"": ""pass"", ""evidence"": ""The abstract focuses on Indian undergraduate EFL learners, clearly identifying L2 English learners in an EFL context.""}, ""c2"": {""status"": ""fail"", ""evidence"": ""The article is explicitly described as a research review examining the potential of AI writing tools; it does not report an experimental or quasi-experimental intervention, nor does it specify use of LLM-based tools like ChatGPT in an implemented study.""}, ""c3"": {""status"": ""pass"", ""evidence"": ""The primary focus is on improving writing skills and EFL writing training, discussing how AI tools might support writing-related competencies.""}, ""c4"": {""status"": ""fail"", ""evidence"": ""As a review article, it does not report original quantitative writing outcome metrics from an intervention; it discusses potential benefits and challenges conceptually and calls for further investigation.""}}"
Coachgpt: a Scaffolding-based Academic Writing Assistant,2025,unsure,"{""c1"": {""status"": ""unclear"", ""evidence"": ""The abstract mentions that academic writing can be overwhelming 'particularly when writing in a second language,' but it does not specify that the study participants are L2 English learners in ESL/EFL/ELL contexts, nor does it state the target language of the writing tasks. The population and language focus remain ambiguous.""}, ""c2"": {""status"": ""pass"", ""evidence"": ""The study develops CoachGPT, an AI agent-based web application that 'provides real-time feedback and suggestions using large language models.' This is an LLM-based writing assistant integrated into the writing process, and the description implies an intervention-like use (scaffolding, sub-tasks, feedback) rather than mere evaluation of the tool.""}, ""c3"": {""status"": ""pass"", ""evidence"": ""The primary focus is on 'academic writing skills' and assisting 'academic writing' through scaffolding and feedback. The tool is explicitly a 'writing assistant,' and the context is improving or supporting writing competence, not automated scoring or non-pedagogical evaluation.""}, ""c4"": {""status"": ""unclear"", ""evidence"": ""The abstract states that 'Our user studies prove the usefulness of CoachGPT and the potential of large language models for academic writing,' but it does not specify whether these user studies include quantifiable writing outcome metrics (e.g., writing scores, quality ratings, measurable improvement) versus only usability or perceived usefulness. No explicit experimental measures of writing performance are described.""}}"
Chatgpt for English Writing: a Qualitative Inquiry among English Major Students at Thai Higher Education,2025,exclude,"{""c1"": {""status"": ""pass"", ""evidence"": ""Participants are seven fourth-year English majors in Thailand, explicitly described as Thai English as a Foreign Language (EFL) students, so the population is L2 English learners in an EFL context.""}, ""c2"": {""status"": ""fail"", ""evidence"": ""Although the study concerns ChatGPT, it is a qualitative inquiry into students\u2019 attitudes and perceptions. There is no indication of an experimental or quasi-experimental design integrating ChatGPT as a structured writing intervention; rather, it explores perceived roles and experiences.""}, ""c3"": {""status"": ""pass"", ""evidence"": ""The focus is on ChatGPT\u2019s roles in English writing, including vocabulary, grammar, and content organization, which are writing-related variables in an L2 context.""}, ""c4"": {""status"": ""fail"", ""evidence"": ""The study is explicitly qualitative, using semi-structured interviews and thematic analysis to explore attitudes and perceptions. It does not report quantifiable writing outcome metrics or measure changes in writing performance following an intervention.""}}"
The Collaboration of Ai and Teacher in Feedback Provision and Its Impact on Efl Learner’s Argumentative Writing,2025,exclude,"{""c1"": {""status"": ""pass"", ""evidence"": ""Participants are 28 tenth-grade EFL learners focusing on English argumentative writing, which fits the target population of L2 English learners in an EFL context.""}, ""c2"": {""status"": ""fail"", ""evidence"": ""The intervention uses DeepL Write as the AI tool. DeepL Write is primarily a machine translation/AI writing assistance tool and is not clearly identified as an LLM-based (transformer generative) system like ChatGPT, GPT-4, Gemini, etc. The abstract does not indicate use of a large language model; thus it does not meet the specified LLM-based intervention criterion.""}, ""c3"": {""status"": ""pass"", ""evidence"": ""The study explicitly targets English argumentative writing and examines the impact of AI and teacher feedback on writing quality (lexical, grammatical, content, coherence, cohesion), which aligns with a primary focus on writing competence.""}, ""c4"": {""status"": ""pass"", ""evidence"": ""The study compares writing quality across three drafts using Coh-Metrix, providing quantifiable outcome measures of writing performance under AI-only and teacher+AI feedback conditions.""}}"
