Title,Year,Decision,Notes
Beyond Syntax: Exploring Moroccan Undergraduate Efl Learners’ Engagement with Ai-assisted Writing,2024,unsure,"{""c1"": {""status"": ""pass"", ""evidence"": ""Participants are Moroccan undergraduate EFL learners in a general English course at the International University of Rabat. The abstract explicitly states they are EFL learners and the focus is on English writing.""}, ""c2"": {""status"": ""unclear"", ""evidence"": ""The abstract refers to \u201cAI-supported writing tools\u201d and \u201cAI assistance\u201d but does not specify whether these are large language model-based tools (e.g., ChatGPT, GPT-4) or other AI tools (e.g., grammar checkers). Without explicit mention of LLMs or transformer-based generative models, it is unclear if the intervention meets the LLM criterion.""}, ""c3"": {""status"": ""pass"", ""evidence"": ""The study focuses on writing: it examines \u201cstudent-written assignments,\u201d \u201cthe writing process,\u201d and the impact of AI tools on writing quality, including organization, vocabulary, and creativity. The context is clearly writing instruction/performance rather than automated scoring or non-pedagogical evaluation.""}, ""c4"": {""status"": ""pass"", ""evidence"": ""It is a quasi-experimental study with a control group and reports \u201cpositive outcomes in language proficiency, creativity, organizational skills, and vocabulary use,\u201d implying quantifiable writing-related outcome measures were used to assess the effect of AI-assisted writing.""}}"
Harnessing Ai Chatbots for Efl Essay Writing: a Paradigm Shift in Language Pedagogy,2024,exclude,"{""c1"": {""status"": ""pass"", ""evidence"": ""The abstract explicitly focuses on English as a foreign language (EFL) essay writing and on English learners, which fits the target population of L2 English learners in EFL contexts.""}, ""c2"": {""status"": ""unclear"", ""evidence"": ""The study discusses \u201cArtificial Intelligence chatbots\u201d in general but does not specify that they are large language model (LLM)-based tools (e.g., ChatGPT, GPT-4). However, even if they were LLMs, the paper is described as a review rather than an experimental or quasi-experimental intervention study.""}, ""c3"": {""status"": ""fail"", ""evidence"": ""Although the focus is on essay writing and writing proficiency, the article is characterized as \u201ca comprehensive review\u201d presenting insights into pedagogical benefits and challenges, not as an empirical pedagogical intervention study.""}, ""c4"": {""status"": ""fail"", ""evidence"": ""The abstract does not mention any experimental or quasi-experimental design, nor any quantifiable writing outcome metrics. It is framed as a review of potential and challenges, not as a study reporting measured effects on writing performance.""}}"
Investigating Students’ Cognitive Processes in Generative Ai-assisted Digital Multimodal Composing and Traditional Writing,2024,exclude,"{""c1"": {""status"": ""pass"", ""evidence"": ""Participants are explicitly described as English as a foreign language (EFL) writers, indicating L2 English learners in an EFL context.""}, ""c2"": {""status"": ""pass"", ""evidence"": ""The study investigates generative AI-assisted composing using ChatGPT, Bing Chat, and Bing Image Creator, which are LLM-based tools integrated into students\u2019 composing processes.""}, ""c3"": {""status"": ""fail"", ""evidence"": ""The focus is on cognitive processes in generative AI-assisted multimodal composing versus traditional writing, not on a pedagogical writing intervention aimed at improving writing competence. It is a qualitative process-tracing study rather than an instructional intervention study.""}, ""c4"": {""status"": ""fail"", ""evidence"": ""The abstract reports qualitative analyses of composing processes and patterns in text production but does not mention any quantifiable writing outcome metrics (e.g., scores, rubric-based assessments, measurable gains) to evaluate the effectiveness of the AI-assisted writing.""}}"
Generative Artificial Intelligence in the Efl Writing Context: Students' Literacy in Perspective,2024,exclude,"{""c1"": {""status"": ""pass"", ""evidence"": ""Participants are explicitly described as language learners in an EFL writing context, focusing on English as a foreign language writing skills.""}, ""c2"": {""status"": ""fail"", ""evidence"": ""The study uses a descriptive-survey method to detect learners\u2019 generative AI literacy. There is no indication of an experimental or quasi-experimental intervention integrating LLMs into instruction or writing processes; it only measures literacy/awareness and perceptions.""}, ""c3"": {""status"": ""fail"", ""evidence"": ""Although the context is EFL writing, the primary focus is on students\u2019 literacy regarding generative AI tools (challenges, affordances, suggestions), not on a pedagogical writing intervention or structured use of LLMs to develop writing competence.""}, ""c4"": {""status"": ""fail"", ""evidence"": ""The study reports questionnaire and interview results about AI literacy levels and related factors (GPA, mastery level), but does not report quantifiable writing outcome metrics or changes in writing performance following an LLM-mediated intervention.""}}"
Patterns of Utilizing Ai–assisted Tools among Efl Students: Need Surveys for Assessment Model Development,2024,exclude,"{""c1"": {""status"": ""pass"", ""evidence"": ""Participants are Indonesian EFL university students, clearly L2 English learners in an EFL context.""}, ""c2"": {""status"": ""fail"", ""evidence"": ""The study is a survey of AI-tool utilization patterns based on TAM. There is no experimental or quasi-experimental design integrating LLMs into instruction; tools mentioned (Grammarly, Google Translate) are not specified as LLM-based interventions in a pedagogical experiment.""}, ""c3"": {""status"": ""fail"", ""evidence"": ""The focus is on technology acceptance and usage patterns of AI tools in general, not on writing competence or writing-related instructional interventions. It is preliminary data for assessment-model development, not a writing-focused intervention study.""}, ""c4"": {""status"": ""fail"", ""evidence"": ""No quantifiable writing outcome metrics are reported. Outcomes relate to perceived ease of use, usefulness, and technology acceptance, not to changes in writing performance.""}}"
Chatgpt as an Artificial Intelligence (ai) Writing Assistant for Efl Learners: an Exploratory Study of Its Effects on English Writing Proficiency,2024,include,"{""c1"": {""status"": ""pass"", ""evidence"": ""Participants are explicitly described as EFL learners in an English writing classroom. The focus is on English writing proficiency, indicating L2 English learners in an EFL context.""}, ""c2"": {""status"": ""pass"", ""evidence"": ""The intervention uses ChatGPT, a large language model, as an AI Writing Assistant. The design is experimental with control (traditional instruction) and experimental (ChatGPT use in pre- and post-writing stages) groups over 10 weeks.""}, ""c3"": {""status"": ""pass"", ""evidence"": ""The primary focus is on English writing proficiency and the use of ChatGPT in the writing process (content planning, interaction, tailored feedback) within an English writing classroom, i.e., a pedagogical writing intervention.""}, ""c4"": {""status"": ""pass"", ""evidence"": ""The study reports quantifiable writing outcomes: the experimental group showed better writing proficiency in terms of content, structure, and language use compared with the control group, based on writing tasks over 10 weeks.""}}"
"Proceedings of the 9th International Conference on Information and Education Innovations, Iciei 2024",2024,exclude,"{""c1"": {""status"": ""unclear"", ""evidence"": ""The abstract is for a proceedings volume listing multiple papers. One listed paper is \u201cChatGPT as an artificial intelligence (AI) writing assistant for EFL learners: an exploratory study of its effects on English writing proficiency,\u201d which likely involves EFL learners (L2 English). However, no participant details are provided at the proceedings level, and the volume includes many non-L2 studies.""}, ""c2"": {""status"": ""unclear"", ""evidence"": ""The listed ChatGPT paper title suggests an LLM-based writing assistant intervention, but the proceedings abstract itself does not describe any specific experimental or quasi-experimental design, only that such a paper exists within the volume.""}, ""c3"": {""status"": ""unclear"", ""evidence"": ""The proceedings cover diverse topics (robots, biology teaching resources, blockchain, etc.). Only one paper title clearly relates to EFL writing with ChatGPT, but the proceedings abstract does not focus on writing competence or writing-related variables as the primary context.""}, ""c4"": {""status"": ""unclear"", ""evidence"": ""The title of the ChatGPT paper mentions \u201ceffects on English writing proficiency,\u201d implying quantitative outcomes, but the proceedings abstract does not report any specific writing outcome metrics or confirm that such data are presented in that paper.""}}"
Enhancing English as a Foreign Language (efl) Learners’ Writing with Chatgpt: a University-level Course Design,2024,unsure,"{""c1"": {""status"": ""pass"", ""evidence"": ""Participants are described as university-level English as a Foreign Language (EFL) learners in a writing course, clearly indicating L2 English learners in an EFL context.""}, ""c2"": {""status"": ""pass"", ""evidence"": ""The study integrates OpenAI\u2019s GPT-3.5 (a large language model) into a university-level EFL writing course, framed within ADDIE and TPACK for instructional design. This indicates an LLM-based pedagogical intervention in writing instruction.""}, ""c3"": {""status"": ""pass"", ""evidence"": ""The focus is explicitly on enhancing EFL learners\u2019 writing, including efficiency, organization, and feedback in academic writing. GPT-3.5 is used as part of the writing process (feedback, idea generation, organization), aligning with writing competence as the primary context.""}, ""c4"": {""status"": ""unclear"", ""evidence"": ""The abstract reports that GPT-3.5 \u2018enhances efficiency,\u2019 \u2018ensures cohesive organization,\u2019 and \u2018promotes writing proficiency,\u2019 but it does not specify any experimental or quasi-experimental design, control/comparison, or quantifiable writing outcome metrics. It may be descriptive or design-focused rather than reporting measurable intervention effects; this cannot be confirmed from the abstract alone.""}}"
Exploring the Feasibility and Efficacy of Chatgpt3 for Personalized Feedback in Teaching,2024,exclude,"{""c1"": {""status"": ""unclear"", ""evidence"": ""The abstract mentions 'student writing' and 'language learning' but does not specify that participants are L2 English learners in ESL/EFL/ELL contexts, nor that the target language is English.""}, ""c2"": {""status"": ""fail"", ""evidence"": ""Although ChatGPT-3 (an LLM) is used, the design focuses on evaluating the reliability of AI-generated feedback and rubric-based grading compared with human grading. There is no described experimental or quasi-experimental pedagogical intervention integrating ChatGPT into writing instruction or writing processes for learners.""}, ""c3"": {""status"": ""fail"", ""evidence"": ""The primary focus is on feasibility, reliability, and pedagogical implications of AI feedback and rubric-based grading, not on a structured writing competence intervention. It resembles an evaluation of AI as an assessment/feedback tool rather than a teaching intervention targeting writing development.""}, ""c4"": {""status"": ""fail"", ""evidence"": ""The study compares AI and human grading of student writing to assess reliability of AI feedback. It does not report quantifiable pre/post or between-group writing outcome measures to evaluate the effectiveness of an LLM-mediated writing intervention on learners\u2019 writing performance.""}}"
To Resist It or to Embrace It? Examining Chatgpt’s Potential to Support Teacher Feedback in Efl Writing,2024,exclude,"{""c1"": {""status"": ""pass"", ""evidence"": ""Participants are Chinese undergraduate students writing English argumentative essays in an EFL context, and the focus is explicitly on writing English as a Foreign Language.""}, ""c2"": {""status"": ""fail"", ""evidence"": ""Although ChatGPT (an LLM) is used, the study is exploratory and compares ChatGPT-generated feedback with teacher feedback; it does not implement an experimental or quasi-experimental pedagogical intervention where learners use ChatGPT within a structured writing instruction or process.""}, ""c3"": {""status"": ""fail"", ""evidence"": ""The primary focus is on evaluating ChatGPT\u2019s potential to support teacher feedback and comparing characteristics of ChatGPT vs. teacher feedback, plus teachers\u2019 perceptions. It does not describe an instructional intervention targeting learners\u2019 writing development; rather, it is a tool/functionality and perception study.""}, ""c4"": {""status"": ""fail"", ""evidence"": ""No quantifiable learner writing outcome metrics (e.g., pre/post writing scores, quality ratings) are reported. The study analyzes amount and type of feedback and teacher perceptions, not changes in students\u2019 writing performance following an LLM-mediated intervention.""}}"
