Title,Year,Decision,Notes
Towards a Taxonomy of Artificial Intelligence in Teaching Writing in a Foreign Language,2024,exclude,"{""c1"": {""status"": ""unclear"", ""evidence"": ""The abstract refers broadly to 'foreign language teaching' and 'teaching writing in a foreign language' without specifying English or L2 English learners (ESL/EFL/ELL). The target language and learner population are not clearly identified.""}, ""c2"": {""status"": ""fail"", ""evidence"": ""The article aims to identify characteristics and capacities of AI sites and proposes a taxonomy, describing advantages, disadvantages, and potential applications. There is no indication of an experimental or quasi-experimental design integrating LLMs (e.g., ChatGPT) into instruction; it appears to be a conceptual/overview piece.""}, ""c3"": {""status"": ""fail"", ""evidence"": ""Although the focus is on AI in teaching writing, the study is framed as taxonomy-building and functional description of tools, not as an implemented pedagogical intervention or study of writing competence outcomes.""}, ""c4"": {""status"": ""fail"", ""evidence"": ""The abstract does not mention any empirical data, experimental measures, or quantifiable writing outcomes. It focuses on describing tools, proposing a taxonomy, and discussing benefits, drawbacks, and potential applications.""}}"
Using Ai-generative Tools in Tertiary Education: Reflections on Their Effectiveness in Improving Tertiary Students' English Writing Abilities,2024,exclude,"{""c1"": {""status"": ""pass"", ""evidence"": ""Participants are tertiary students in Hong Kong whose English writing abilities are the focus, implying L2 English learners in an EFL/ESL context: the study aims to see whether AI tools can improve students' English writing skills in university.""}, ""c2"": {""status"": ""pass"", ""evidence"": ""The abstract explicitly mentions AI-generative tools such as ChatGPT, which are LLM-based. The study explores their use in learning and writing, though mainly from a perception standpoint.""}, ""c3"": {""status"": ""pass"", ""evidence"": ""The primary focus is on English writing abilities and the use of AI tools in learning and writing, aligning with writing competence and writing-related variables.""}, ""c4"": {""status"": ""fail"", ""evidence"": ""The methodology is based on interviews to gather students\u2019 and teachers\u2019 opinions. The abstract reports perceptions (convenience, concerns about feedback) but does not mention any experimental or quasi-experimental design or quantifiable writing outcome measures.""}}"
An Investigation of Artificial Intelligence Tools in Editorial Tasks among Arab Researchers Publishing in English,2024,exclude,"{""c1"": {""status"": ""fail"", ""evidence"": ""Participants are described as 'Arab researchers who publish in English,' not L2 English learners in ESL/EFL/ELL instructional contexts. The focus is on researchers\u2019 use of AI in scholarly publishing, not on language learners in educational settings.""}, ""c2"": {""status"": ""fail"", ""evidence"": ""The study surveys use of AI tools such as Grammarly, Endnote, and QuillBot. These are not clearly LLM-based pedagogical interventions but general-purpose tools, and there is no experimental or quasi-experimental design integrating LLMs into instruction.""}, ""c3"": {""status"": ""fail"", ""evidence"": ""The context is editorial tasks in scholarly publishing, not writing instruction or L2 writing development. The study examines adoption, challenges, and ethics of AI tools, not a pedagogical intervention targeting writing competence.""}, ""c4"": {""status"": ""fail"", ""evidence"": ""The abstract reports survey-based insights on usage patterns, challenges, and ethical considerations, but no quantifiable writing outcome metrics or measures of changes in writing performance are mentioned.""}}"
Analyzing the Use of Ai Writing Assistants in Generating Texts with Standard American English Conventions: a Case Study of Chatgpt and Bard,2024,exclude,"{""c1"": {""status"": ""fail"", ""evidence"": ""The abstract does not mention any human participants, learners, or educational cohort, let alone L2 English learners in ESL/EFL/ELL contexts. It is a corpus-based analysis of AI-generated texts, not a learner study.""}, ""c2"": {""status"": ""fail"", ""evidence"": ""Although ChatGPT and Bard (LLMs) are examined, they are not integrated into an experimental or quasi-experimental pedagogical intervention. The study analyzes their output linguistically rather than using them as part of a writing instruction or writing process intervention.""}, ""c3"": {""status"": ""fail"", ""evidence"": ""The focus is on collocational patterns and SAE conventions in AI-generated texts, with pedagogical implications discussed conceptually. There is no actual instructional context targeting learners\u2019 writing competence or writing-related variables through LLM use.""}, ""c4"": {""status"": ""fail"", ""evidence"": ""No quantifiable learner writing outcomes are reported. The study provides corpus analyses of AI output and discusses implications, but does not measure changes in human writing performance or related metrics following an LLM-mediated intervention.""}}"
Network Algorithms for Intelligent Evaluation of Composition in Middle School English Cloud Classrooms,2024,exclude,"{""c1"": {""status"": ""fail"", ""evidence"": ""Participants are described only as \u2018middle school students\u2019 with English compositions. It is not specified that they are L2 English learners in ESL/EFL/ELL contexts; they could be native speakers. Thus the population does not clearly meet the L2 English learner requirement.""}, ""c2"": {""status"": ""fail"", ""evidence"": ""The study uses a link grammar detector and N-gram model to evaluate grammar and score compositions. These are traditional NLP methods, not transformer-based large language models such as ChatGPT, GPT-4, or similar. Therefore, there is no LLM-based intervention.""}, ""c3"": {""status"": ""fail"", ""evidence"": ""The focus is on automated evaluation and scoring of compositions (an essay scoring system), not on integrating the tool into writing instruction or learners\u2019 writing processes as a pedagogical intervention.""}, ""c4"": {""status"": ""fail"", ""evidence"": ""Outcomes reported are system performance metrics (recall, accuracy, mean square error, runtime) and comparison with manual scoring. There are no learner writing outcome measures assessing the effectiveness of an instructional or feedback intervention.""}}"
Can My Writing Be Polished Further? When Chatgpt Meets Human Touch,2024,exclude,"{""c1"": {""status"": ""pass"", ""evidence"": ""Participants are explicitly described as EFL learners (\u201cFour groups of 19 EFL learners\u201d), indicating L2 English learners in an EFL context.""}, ""c2"": {""status"": ""pass"", ""evidence"": ""The study uses ChatGPT, a large language model, in collaborative writing processes with teacher and peer scaffolding in an EFL writing classroom, which fits an LLM-based writing intervention contextually (though not clearly experimental).""}, ""c3"": {""status"": ""pass"", ""evidence"": ""The focus is on EFL writing processes and refinement (planning, translating, reviewing) using ChatGPT in class, clearly centered on writing competence and writing-related processes rather than assessment-only uses.""}, ""c4"": {""status"": ""fail"", ""evidence"": ""The abstract reports qualitative methods (think-aloud sessions, interviews) and process-oriented findings (collaborative work, emotional reassurance, metacognitive awareness). It does not mention any quantitative or experimental writing outcome measures (e.g., scores, rubric-based gains), so no quantifiable writing outcomes are evident.""}}"
To Resist It or to Embrace It? Examining Chatgpt's Potential to Support Teacher Feedback in Efl Writing,2024,exclude,"{""c1"": {""status"": ""pass"", ""evidence"": ""Participants are Chinese undergraduate students writing English argumentative essays in an EFL context, clearly L2 English learners: \u201cFifty English argumentative essays composed by Chinese undergraduate students were collected\u2026\u201d and the study concerns \u201cwriting English as a Foreign Language (EFL).\u201d""}, ""c2"": {""status"": ""fail"", ""evidence"": ""The study is exploratory and examines ChatGPT\u2019s potential to support teacher feedback. ChatGPT and teachers both generate feedback on existing essays, and the study compares amount and type of feedback plus teacher perceptions. There is no experimental or quasi-experimental pedagogical intervention where LLMs are integrated into instruction or students\u2019 writing processes; it is a functionality/feasibility and perception study.""}, ""c3"": {""status"": ""fail"", ""evidence"": ""The primary focus is on ChatGPT\u2019s role in supporting teacher feedback and comparing feedback characteristics, not on an implemented writing intervention or instructional context aimed at improving learners\u2019 writing competence. No actual teaching cycle using ChatGPT feedback with students is described; the work is about feedback generation and teacher perceptions rather than a pedagogical intervention.""}, ""c4"": {""status"": ""fail"", ""evidence"": ""The study does not report quantifiable writing outcome metrics (e.g., pre/post writing scores, quality ratings) for students. Outcomes are the amount and type of feedback and teachers\u2019 perceptions. There is no measurement of changes in students\u2019 writing performance resulting from an LLM-mediated intervention.""}}"
"Automated Writing Evaluation Systems: a Systematic Review of Grammarly, Pigai, and Criterion with a Perspective on Future Directions in the Age of Generative Artificial Intelligence",2024,exclude,"{""c1"": {""status"": ""fail"", ""evidence"": ""The abstract indicates that most included studies involve non-native English-speaking university students, which would fit an L2 English population. However, this article itself is a systematic review of prior work, not a primary study with its own participant sample relevant to the target review.""}, ""c2"": {""status"": ""fail"", ""evidence"": ""The paper is a systematic review of AWE systems (Grammarly, Pigai, Criterion). These tools are not clearly framed as transformer-based LLMs in the abstract, and the article does not report an experimental or quasi-experimental LLM-based writing intervention conducted by the authors.""}, ""c3"": {""status"": ""fail"", ""evidence"": ""Although the review focuses on writing proficiency and AWE systems in language classrooms, it synthesizes existing studies rather than implementing a specific pedagogical intervention or instructional context designed and tested by the authors.""}, ""c4"": {""status"": ""fail"", ""evidence"": ""As a systematic review, the article does not present original experimental outcome data on writing performance from an LLM-mediated intervention; instead, it summarizes findings from other studies. Review articles are explicitly excluded.""}}"
Adopting Chatgpt as a Writing Buddy in the Advanced L2 Writing Class,2024,exclude,"{""c1"": {""status"": ""fail"", ""evidence"": ""Participants are advanced L2 writers of German producing summaries in L2 German. The focus is on German as the target language, not English (ESL/EFL/ELL), so the population does not meet the review\u2019s requirement of L2 English learners.""}, ""c2"": {""status"": ""pass"", ""evidence"": ""The study integrates ChatGPT-3.5 (an LLM) into a classroom-based writing intervention. Students compare their drafts with ChatGPT-produced texts and use them for revision, which constitutes an LLM-mediated writing intervention.""}, ""c3"": {""status"": ""pass"", ""evidence"": ""The context is explicitly the L2 writing and revision process. ChatGPT is used as a writing buddy/model to support revision of student summaries, focusing on writing quality and revision behavior rather than automated scoring.""}, ""c4"": {""status"": ""unclear"", ""evidence"": ""The abstract mentions rubric-based ratings of ChatGPT models and coded revision processes (focus, source, success), and notes that students improved their texts. However, it does not clearly state that quantifiable writing outcome metrics (e.g., pre/post writing scores) for learners\u2019 own writing were reported, so it is unclear if formal writing outcome measures are provided.""}}"
“chatgpt Seems Too Good to Be True”: College Students’ Use and Perceptions of Generative Ai,2024,exclude,"{""c1"": {""status"": ""fail"", ""evidence"": ""The population is broadly described as U.S. college students (N = 1001). While the abstract notes that non-native English speakers are included, the study is not situated in an ESL/EFL/ELL instructional context, nor is it focused specifically on L2 English learners as the target population.""}, ""c2"": {""status"": ""fail"", ""evidence"": ""The study examines how students perceive and use ChatGPT, but there is no indication of an experimental or quasi-experimental pedagogical intervention integrating ChatGPT into writing instruction or structured writing processes. It is observational/survey-based rather than an intervention study.""}, ""c3"": {""status"": ""fail"", ""evidence"": ""Although ChatGPT use for writing tasks is mentioned, the primary focus is on usage patterns and perceptions across tasks (general, writing, programming) and demographic/societal factors, not on writing competence or writing-related instructional interventions.""}, ""c4"": {""status"": ""fail"", ""evidence"": ""No quantifiable writing outcome metrics are reported. The study analyzes frequency of ChatGPT use and attitudes, not changes in writing performance or related measurable writing outcomes following an LLM-mediated intervention.""}}"
Identifying Chatgpt-generated Texts in Efl Students’ Writing: through Comparative Analysis of Linguistic Fingerprints,2024,exclude,"{""c1"": {""status"": ""pass"", ""evidence"": ""Participants are Japanese EFL learners (140 first-year university students), clearly fitting an L2 English learner population in an EFL context.""}, ""c2"": {""status"": ""fail"", ""evidence"": ""ChatGPT is used to generate comparison texts and some students used it for proofreading or full-text generation, but there is no experimental or quasi-experimental pedagogical intervention integrating LLMs into writing instruction. The focus is on detectability of AI-generated texts, not on an instructional treatment using LLMs.""}, ""c3"": {""status"": ""fail"", ""evidence"": ""The primary focus is on distinguishing human vs. ChatGPT-generated essays via linguistic fingerprints and machine learning classification. It does not examine writing competence development or a writing intervention; rather, it addresses detection and ethical concerns.""}, ""c4"": {""status"": ""fail"", ""evidence"": ""No quantifiable writing outcome metrics are reported to assess the effectiveness of an LLM-mediated writing intervention. The analyses concern linguistic feature differences and classification performance, not changes in learners\u2019 writing quality due to an LLM-based instructional treatment.""}}"
Using Chatgpt for Second Language Writing: Experiences and Perceptions of Efl Learners in Thailand and Vietnam,2024,exclude,"{""c1"": {""status"": ""pass"", ""evidence"": ""Participants are explicitly described as Thai and Vietnamese EFL learners using ChatGPT for L2 (English) writing, fitting ESL/EFL/ELL contexts focused on English.""}, ""c2"": {""status"": ""fail"", ""evidence"": ""Although ChatGPT (an LLM) is central, the study is a survey/interview of existing use and perceptions, not an experimental or quasi-experimental intervention integrating ChatGPT into instruction or a structured writing process with controlled conditions.""}, ""c3"": {""status"": ""pass"", ""evidence"": ""The focus is on using ChatGPT for L2 writing (brainstorming, organizing ideas, refining outlines, editing drafts), which is clearly writing-related and pedagogically oriented.""}, ""c4"": {""status"": ""fail"", ""evidence"": ""The abstract reports perceptions and practices but does not mention any quantifiable writing outcome metrics (e.g., writing scores, quality ratings, accuracy measures) to assess effectiveness of ChatGPT-mediated writing intervention.""}}"
