Title,Year,Decision,Notes
An Exploratory Research on Effects of Ai Chabots on Syntactic Complexity of L2 Writing,2025,unsure,"{""c1"": {""status"": ""unclear"", ""evidence"": ""The abstract refers to \u201csecond language learners\u201d and \u201cEnglish writing,\u201d indicating L2 English writers, but it does not explicitly specify ESL/EFL/ELL contexts or learner profiles. Population appears likely to fit, but context is not fully detailed.""}, ""c2"": {""status"": ""unclear"", ""evidence"": ""The intervention is an \u201cAI-powered chatbot\u201d used as an \u201cAI Writing Assistant.\u201d However, the specific technology (e.g., ChatGPT, GPT-4, other LLM-based system vs. rule-based/chatbot without LLMs) is not identified. It is impossible to confirm from the abstract alone that the chatbot is an LLM-based tool.""}, ""c3"": {""status"": ""pass"", ""evidence"": ""The focus is explicitly on \u201csecond language writing instruction,\u201d \u201cEnglish writing,\u201d and the impact of the chatbot on \u201csyntactic complexity\u201d and \u201cwriting proficiency.\u201d This aligns with writing competence as the primary outcome, not automated scoring or non-pedagogical evaluation.""}, ""c4"": {""status"": ""pass"", ""evidence"": ""The study uses a control and experimental group, collects English compositions, analyzes them with the Web-based L2 Syntactic Complexity Analyzer, and conducts statistical analysis with SPSS. It reports superior writing proficiency and a positive correlation between syntactic complexity and writing quality, indicating quantifiable writing outcome metrics.""}}"
An Empirical Research on Ai Chatbot-assisted Continuation Writing Task,2025,unsure,"{""c1"": {""status"": ""pass"", ""evidence"": ""Participants are L2 learners in China working on an English continuation writing task in a foreign language teaching context, indicating EFL learners focused on English writing proficiency.""}, ""c2"": {""status"": ""unclear"", ""evidence"": ""The intervention uses an \u201cAI chatbot\u201d to provide feedback on writing. However, the abstract does not specify whether this chatbot is a large language model (e.g., ChatGPT/GPT-based) or another type of AI system. Without this detail, it is unclear if the tool is LLM-based.""}, ""c3"": {""status"": ""pass"", ""evidence"": ""The study explicitly investigates the effects of AI chatbot feedback on L2 learners\u2019 English continuation writing, focusing on writing proficiency, overall quality, syntactic development, and the writing process, which aligns with writing competence as the primary focus.""}, ""c4"": {""status"": ""pass"", ""evidence"": ""The study \u201cemploys quantitative research methods\u201d and reports that AI chatbot integration improves \u201coverall quality and syntactic development\u201d of writing, implying quantifiable writing outcome metrics are used to assess the intervention\u2019s effectiveness.""}}"
Impact of Gpt on the Academic Ecosystem,2025,exclude,"{""c1"": {""status"": ""fail"", ""evidence"": ""The abstract discusses GPT\u2019s impact on the academic ecosystem in general and mentions non-native English speakers only as potential users of GPT for academic writing. It does not specify a population of L2 English learners in ESL/EFL/ELL instructional contexts, nor does it report empirical data on such learners.""}, ""c2"": {""status"": ""fail"", ""evidence"": ""The article is a summary and discussion of potential impacts of GPT-like technologies. It does not describe an experimental or quasi-experimental intervention integrating LLMs into writing instruction or writing processes; it is conceptual/review in nature.""}, ""c3"": {""status"": ""fail"", ""evidence"": ""While academic writing is mentioned, the focus is broad (academic ecosystem, publishing, services, integrity) rather than a pedagogical context targeting writing competence. There is no specific instructional or classroom writing intervention being evaluated.""}, ""c4"": {""status"": ""fail"", ""evidence"": ""The study does not report any quantitative writing outcome measures. It is a narrative discussion of potential uses and impacts, without experimental measures or structured intervention outcomes related to writing.""}}"
Finding Your Voice: Using Generative Ai to Help International Students Improve Their Writing,2025,unsure,"{""c1"": {""status"": ""pass"", ""evidence"": ""The abstract focuses on \u201cinternational students\u201d and \u201cnon-native English speakers\u201d writing in academia, indicating L2 English learners in an EAP/ESL-type context, though the exact program label (ESL/EFL/ELL) is not specified.""}, ""c2"": {""status"": ""pass"", ""evidence"": ""The study uses \u201cGen-AI tools built on large language models (LLMs) such as ChatGPT and Claude\u201d in \u201ca series of structured exercises\u201d to improve student writing, implying an LLM-based instructional intervention rather than mere tool evaluation.""}, ""c3"": {""status"": ""pass"", ""evidence"": ""The context is explicitly writing-focused: improving the \u201cquality and efficiency of writing,\u201d addressing literature reviews, summaries, and reflective reports, and helping students \u201cdevelop their own distinct voice.\u201d This aligns with writing competence as the primary focus.""}, ""c4"": {""status"": ""unclear"", ""evidence"": ""The abstract mentions structured exercises and that some were repeated with another group, but it does not state whether any quantifiable writing outcome metrics (e.g., scores, rubric ratings, error counts) were collected. It may be descriptive or conceptual rather than reporting experimental outcome data.""}}"
Complementing but Not Replacing: Comparing the Impacts of Gpt-4 and Native-speaker Interaction on Chinese L2 Writing Outcomes,2025,include,"{""c1"": {""status"": ""pass"", ""evidence"": ""Participants are explicitly described as '23 Chinese L2 learners' engaged in 'L2 writing'. The abstract focuses on second language writing outcomes, and the comparison with a native-speaker partner implies English as the target language in an L2 context.""}, ""c2"": {""status"": ""pass"", ""evidence"": ""The intervention uses GPT-4, a large language model, as an interactive support tool in the pre-writing phase. A within-subject behavioral experiment compares three conditions: without interaction, interaction with GPT-4, and interaction with a human language partner, satisfying the requirement for an experimental LLM-based writing intervention.""}, ""c3"": {""status"": ""pass"", ""evidence"": ""The primary focus is on L2 writing competence: the study examines how GPT-4 and native-speaker interaction in the pre-writing phase affect 'L2 writing outcomes' including overall writing scores, organization, language, and content. This is a pedagogical intervention, not an automated scoring or purely functional evaluation of the LLM.""}, ""c4"": {""status"": ""pass"", ""evidence"": ""The study reports quantifiable writing outcomes: 'overall writing scores, organization, and language' and 'content scores' are compared across conditions. Additional quantitative measures include topic familiarity, writing confidence, and perceived difficulty, with reported correlations to writing outcomes.""}}"
The Impact of Digital Storytelling on Efl Learners' Speaking and Writing Skills,2025,exclude,"{""c1"": {""status"": ""pass"", ""evidence"": ""Participants are explicitly described as English as a Foreign Language (EFL) learners, which fits the target population of L2 English learners in EFL contexts.""}, ""c2"": {""status"": ""fail"", ""evidence"": ""The intervention is digital storytelling in general. Although the abstract notes that educators have \u2018increasingly integrated digital storytelling with Artificial Intelligence (AI) technologies,\u2019 it does not specify the use of large language models (e.g., ChatGPT, GPT-4) nor indicate that the study\u2019s own intervention used an LLM-based tool. Thus, it does not meet the requirement for an LLM-mediated writing intervention.""}, ""c3"": {""status"": ""pass"", ""evidence"": ""The study focuses on speaking and writing skills, with explicit mention of improvements in grammatical accuracy and creativity in writing, indicating a primary focus on language production skills including writing.""}, ""c4"": {""status"": ""unclear"", ""evidence"": ""The abstract reports \u2018significant improvement\u2019 in oral fluency, accuracy, and writing-related aspects, but does not specify concrete, quantifiable writing outcome measures (e.g., scores, rubrics, pre/post tests). It is unclear whether structured quantitative writing metrics were used.""}}"
Envisioning the Future of Ai-assisted Efl Teaching and Learning: Conceptual Representations of Prospective Teachers,2025,exclude,"{""c1"": {""status"": ""fail"", ""evidence"": ""Participants are 67 prospective EFL teachers, not L2 English learners in ESL/EFL/ELL contexts. The focus is on teachers\u2019 conceptualizations of AI, not on learner data or learner writing performance.""}, ""c2"": {""status"": ""fail"", ""evidence"": ""The study is a descriptive qualitative exploration of how teachers envision AI\u2019s future role. There is no experimental or quasi-experimental intervention integrating a specific LLM (e.g., ChatGPT) into writing instruction or processes.""}, ""c3"": {""status"": ""fail"", ""evidence"": ""Although writing assistants are mentioned among AI tools, the study\u2019s primary focus is on general AI in EFL teaching and learning, teacher perceptions, and future roles, not on writing competence or writing-related instructional interventions.""}, ""c4"": {""status"": ""fail"", ""evidence"": ""The study uses a descriptive qualitative approach and reflexive thematic analysis, reporting themes and nodes. It does not report quantifiable writing outcome metrics or evaluate the effectiveness of an LLM-mediated writing intervention.""}}"
Ai and Discourse Analysis: Implications for Esp Genre Pedagogy in Efl Settings,2025,exclude,"{""c1"": {""status"": ""pass"", ""evidence"": ""The title and abstract explicitly reference ESP genre pedagogy in EFL settings and \u2018speakers of English as a second language,\u2019 indicating an L2 English learner population in EFL/ESL contexts.""}, ""c2"": {""status"": ""fail"", ""evidence"": ""Although the article discusses \u2018generative AI tools\u2019 conceptually, there is no indication of an experimental or quasi-experimental design, nor a specific implemented LLM-based intervention. It appears to be a conceptual/pedagogical discussion rather than an empirical study integrating LLMs into instruction.""}, ""c3"": {""status"": ""unclear"", ""evidence"": ""The focus is on implications for ESP genre pedagogy and discourse analytical skills in professional/ESP writing, which is writing-related. However, the abstract does not clearly describe a concrete instructional context or implemented intervention, only theoretical implications.""}, ""c4"": {""status"": ""fail"", ""evidence"": ""No quantifiable writing outcome metrics or experimental results are mentioned. The article argues for opportunities and implications but does not report measured effects of an LLM-mediated writing intervention.""}}"
Applying Neural Machine Translation and Chatgpt in the Teaching of Business English Writing,2025,include,"{""c1"": {""status"": ""pass"", ""evidence"": ""The participants are explicitly described as students in EFL (English as a foreign language) business English writing classes across three majors (finance, economics, business administration). The focus is on English writing, satisfying the L2 English learner population criterion.""}, ""c2"": {""status"": ""pass"", ""evidence"": ""The study evaluates the application of NMT and ChatGPT in teaching EFL writing. ChatGPT is a large language model, and it is used to complement NMT by making improvements and providing feedback to students. The design involves building comparable corpora of direct-writing vs. post-edited machine-translated texts and using ChatGPT as part of the instructional intervention, indicating an experimental/quasi-experimental integration of an LLM into writing instruction.""}, ""c3"": {""status"": ""pass"", ""evidence"": ""The primary focus is on business English writing competence, examining how NMT and ChatGPT affect students\u2019 academic/business English writing in multiple dimensions (word, syntax, cohesion, content, organization, mechanics). ChatGPT is used pedagogically to improve and provide feedback on students\u2019 essays, not merely for automated scoring.""}, ""c4"": {""status"": ""pass"", ""evidence"": ""The study reports statistical analyses of students\u2019 writing performance across multiple quantified dimensions (word level, syntax, cohesion, content, organization, mechanics) comparing direct-writing and post-edited writing based on NMT, and examines how ChatGPT complements NMT. These constitute quantifiable writing outcome metrics assessing the effectiveness of the intervention.""}}"
Evaluating Chatgpt's Reliability in Second Language Acquisition (sla): Insights on Language Skills and Technology's Role,2025,exclude,"{""c1"": {""status"": ""fail"", ""evidence"": ""The abstract does not mention any participants or learners. The study evaluates ChatGPT-4.0\u2019s responses to 48 SLA-related questions rated by expert linguists, not by L2 English learners in ESL/EFL/ELL contexts.""}, ""c2"": {""status"": ""fail"", ""evidence"": ""Although ChatGPT-4.0 is an LLM, it is not integrated into an instructional intervention or experimental/quasi-experimental design for writing instruction. The study only evaluates the reliability and quality of ChatGPT\u2019s responses to SLA questions.""}, ""c3"": {""status"": ""fail"", ""evidence"": ""The focus is on ChatGPT\u2019s responses about SLA topics broadly (technology\u2019s role and language skills) rather than on an intervention targeting writing competence or writing-related variables in learners.""}, ""c4"": {""status"": ""fail"", ""evidence"": ""No quantifiable learner writing outcomes are reported. The only quantitative measures concern expert ratings of ChatGPT\u2019s answers, not changes in L2 writing performance following an LLM-mediated intervention.""}}"
Assessing Human Evaluations of Cover Letters Written or Edited by Ai and Non-native English Speakers,2025,exclude,"{""c1"": {""status"": ""pass"", ""evidence"": ""The study explicitly focuses on non-native English speakers (NNES) and their formal writing (cover letters), which aligns with L2 English learner populations.""}, ""c2"": {""status"": ""fail"", ""evidence"": ""Although AI is involved in producing and editing cover letters (AI-written, AI-edited), the design is a survey-embedded experiment where native English speakers evaluate texts. There is no instructional or pedagogical intervention integrating an LLM into NNES writing instruction or process; rather, it is a perception/evaluation study.""}, ""c3"": {""status"": ""fail"", ""evidence"": ""The primary focus is on human evaluations of hireability and writing quality of different types of cover letters, not on developing or testing a writing competence intervention. It examines how AI impacts perceptions of NNES writing, not a teaching/learning context.""}, ""c4"": {""status"": ""fail"", ""evidence"": ""The study reports ratings of hireability and writing quality given by native speakers, but there is no structured LLM-mediated writing intervention with pre/post or comparative learning outcomes for NNES writers. Thus, it does not provide quantifiable writing outcome metrics for an LLM-based pedagogical intervention.""}}"
Chatgpt-supported Collaborative Argumentation: Integrating Collaboration Script and Argument Mapping to Enhance Efl Students’ Argumentation Skills,2025,exclude,"{""c1"": {""status"": ""pass"", ""evidence"": ""Participants are EFL students: \u201cArgumentation is a complex skill essential for English as a Foreign Language (EFL) students\u2026 A total of 67 freshmen university students participated\u2026\u201d. The focus is clearly on English as the target language.""}, ""c2"": {""status"": ""pass"", ""evidence"": ""The study uses ChatGPT, explicitly described as \u201ca large language model,\u201d in a quasi-experimental design: \u201cwe proposed using ChatGPT\u2026 to guide students through three stages of collaboration script\u2026 34 of them using ChatGPT-supported collaborative argumentation\u2026 and 33 using conventional-based collaborative argumentation.\u201d This is an LLM-based instructional intervention.""}, ""c3"": {""status"": ""fail"", ""evidence"": ""The primary focus is on argumentation and speaking: \u201cenhanced EFL students\u2019 argumentative speaking performance, critical thinking awareness, and collaboration tendency.\u201d Writing is mentioned only generally (\u201cin writing and speaking\u201d) without indication that writing competence or writing-related variables were measured as outcomes. The reported outcomes are speaking, critical thinking, and collaboration, not writing.""}, ""c4"": {""status"": ""unclear"", ""evidence"": ""The study reports quantitative outcomes (e.g., \u03b72 values) for argumentative speaking performance, critical thinking awareness, and collaboration tendency, and notes that \u201cusing ChatGPT to learn argumentation improved the quality of arguments.\u201d However, it is not specified that any of these are writing outcome metrics; they appear to be speaking and general argument quality measures. Since C3 already fails, the precise status of writing outcomes is secondary.""}}"
