Title,Year,Decision,Notes
Argumentative Writing Software: Perceptions of Undergraduate Students Toward Artist Prototype,2024,exclude,"{""c1"": {""status"": ""unclear"", ""evidence"": ""Participants are 30 undergraduate students at a Thai university. Their L2 status and whether the focus is specifically on English as a foreign/second language is not stated. The language of writing is not specified, so it is unclear if they are L2 English learners.""}, ""c2"": {""status"": ""fail"", ""evidence"": ""The tool Artist uses NLP and AI technologies and incorporates ChatGPT recommendations, but the study is described as a research-and-development usability/feasibility test of prototype interfaces. There is no clear experimental or quasi-experimental design evaluating an LLM-based pedagogical intervention; ChatGPT appears as a component, not as the central focus of an instructional experiment.""}, ""c3"": {""status"": ""pass"", ""evidence"": ""The tool is explicitly an argumentative writing support software, and the study focuses on argumentative writing, including graphical representation and ways to create argumentations. Thus, the primary focus is on writing competence and writing-related variables.""}, ""c4"": {""status"": ""fail"", ""evidence"": ""Outcomes reported are perceptions of feasibility, usability, and feelings about ChatGPT, gathered via focus group interviews. There is no mention of quantifiable writing outcome metrics (e.g., writing scores, quality ratings, error counts) to assess effectiveness of the LLM-mediated intervention.""}}"
Mcaimem: a Mixed Sram and Edram Cell for Area and Energy-efficient On-chip Ai Memory,2024,exclude,"{""c1"": {""status"": ""fail"", ""evidence"": ""The article focuses on AI chip memory design (SRAM, eDRAM, mixed CMOS cell memory) and deep neural network data representation. There is no mention of human participants, language learners, ESL/EFL/ELL contexts, or L2 English learning.""}, ""c2"": {""status"": ""fail"", ""evidence"": ""The intervention is a hardware memory architecture (MCAIMem) for AI chips, not an educational or pedagogical intervention using large language models such as ChatGPT or GPT-4. No LLM-based writing instruction or writing process support is described.""}, ""c3"": {""status"": ""fail"", ""evidence"": ""The context is hardware performance (area, energy efficiency) for AI memory in DNN applications. There is no focus on writing competence, writing instruction, or writing-related variables.""}, ""c4"": {""status"": ""fail"", ""evidence"": ""The outcomes reported are chip-level metrics (area reduction, energy consumption, accuracy of DNN tasks) rather than quantifiable writing outcomes. No writing performance measures are included.""}}"
Identifying Language Anxiety among Foreign Language Learners Using Gru,2024,exclude,"{""c1"": {""status"": ""unclear"", ""evidence"": ""The participants are described as foreign language learners writing English essays, suggesting they may be L2 English learners, but the abstract does not clearly specify ESL/EFL/ELL context or confirm that English is the target L2 rather than just the medium of the task.""}, ""c2"": {""status"": ""fail"", ""evidence"": ""The intervention is the development of machine learning classifiers (Decision Tree, LSTM, GRU) to detect language anxiety from student-produced text. These are not large language models (no mention of transformer-based generative models such as GPT, ChatGPT, etc.), and there is no LLM-based instructional or writing-process intervention.""}, ""c3"": {""status"": ""fail"", ""evidence"": ""The primary focus is on identifying language anxiety via text classification, not on improving writing competence or writing-related pedagogical interventions. Writing is used as data for anxiety detection, not as the target of instruction or assessment of writing development.""}, ""c4"": {""status"": ""fail"", ""evidence"": ""The outcomes reported are model performance metrics (F1-score, accuracy, ROC-AUC) for anxiety classification. There are no quantifiable writing outcome measures (e.g., writing quality, complexity, accuracy, fluency) assessing the effect of an intervention on learners\u2019 writing.""}}"
Fluent Futures: Cutting-edge Ai Techniques for Mastering English,2024,exclude,"{""c1"": {""status"": ""pass"", ""evidence"": ""The study uses the ELLIPSE Corpus, described as a dataset of English Language Learner (ELL) writing samples, indicating an L2 English learner population in an ELL context.""}, ""c2"": {""status"": ""fail"", ""evidence"": ""The intervention is based on BERT and a sequence-to-sequence fine-tuning mechanism. While BERT is a transformer model, it is not a large language model used in an interactive, generative way like ChatGPT/GPT-4; the focus is on automated feedback generation, not an LLM-mediated instructional intervention.""}, ""c3"": {""status"": ""fail"", ""evidence"": ""The primary focus is on developing an AI feedback system and evaluating it with automatic metrics (ROUGE). There is no clear pedagogical writing intervention or instructional context; it is essentially a feedback-generation/NLP system study rather than a teaching/learning intervention study.""}, ""c4"": {""status"": ""fail"", ""evidence"": ""Although the abstract mentions potential measures like student satisfaction and gains in writing skill, the reported experimental findings are only ROUGE-1, ROUGE-2, and ROUGE-L scores, which are system performance metrics, not quantifiable learner writing outcomes from an intervention.""}}"
Synergizing Generative Pre-trained Transformer (gpt) Chatbots in a Process-based Writing Paradigm to Enhance University Students' Writing Skill,2024,include,"{""c1"": {""status"": ""pass"", ""evidence"": ""Participants are explicitly described as 'university EFL students,' indicating learners of English as a foreign language. The focus of the study is on their English writing skills (organization, content, coherence-cohesion, logical connection, argumentation), satisfying the L2 English learner population criterion.""}, ""c2"": {""status"": ""pass"", ""evidence"": ""The study 'investigates the influence of a GPT-based chatbot within a process-based writing framework' and integrates 'GPT-based chatbots' over 10 sessions. GPT-based chatbots are LLMs, and the design is experimental with pre- and post-tests, meeting the requirement for an LLM-mediated writing intervention.""}, ""c3"": {""status"": ""pass"", ""evidence"": ""The primary focus is on enhancing 'university students' writing skill' within a 'process-based writing framework.' Outcomes are specific writing components (organization, content, coherence-cohesion, logical connection, argumentation). The chatbot is used pedagogically in the writing process, not merely for automated scoring.""}, ""c4"": {""status"": ""pass"", ""evidence"": ""The study reports quantifiable writing outcomes: pre- and post-writing test scores (mean scores 9.13 vs. 17.03) and progressive changes across four writing quizzes in specific components. This provides measurable evidence of the effectiveness of the GPT-based intervention on writing performance.""}}"
Examining Writing Feedback Dynamics from Chatgpt Ai and Human Educators: a Comparative Study,2024,unsure,模型调用失败
Chatbot-based Learning of Logical Fallacies in Efl Writing: Perceived Effectiveness in Improving Target Knowledge and Learner Motivation,2024,unsure,模型调用失败
Co-creating Stories with Generative Ai,2024,exclude,"{""c1"": {""status"": ""pass"", ""evidence"": ""Participants are undergraduates in Hong Kong taking a language-related subject and are described as ESL learners, so they are L2 English learners in an EFL/ESL context.""}, ""c2"": {""status"": ""unclear"", ""evidence"": ""The abstract refers to \u201cpublicly available Generative Artificial Intelligence (GenAI) tools\u201d but does not specify whether these are LLM-based tools (e.g., ChatGPT) or other generative systems. However, even if they are LLMs, the design appears to be descriptive/qualitative rather than experimental or quasi-experimental.""}, ""c3"": {""status"": ""pass"", ""evidence"": ""The context involves co-creating digital stories (written and podcast formats) with GenAI support, focusing on creative writing and storytelling, which is a writing-related activity in an ESL context.""}, ""c4"": {""status"": ""fail"", ""evidence"": ""The study is based on qualitative content analysis of semi-structured interviews and reports perceived expansion of creative potential and awareness. There is no indication of quantifiable writing outcome metrics or experimental measures of writing performance.""}}"
Aes Model with Logic Rule Reasoning and Self-explanation Based on Amr and Llm,2024,exclude,"{""c1"": {""status"": ""fail"", ""evidence"": ""The abstract focuses on automated essay scoring (AES) models and mentions second-language learners only as a potential user group needing explanations. There is no indication of an actual participant sample of L2 English learners in ESL/EFL/ELL contexts, nor any empirical study with such learners.""}, ""c2"": {""status"": ""fail"", ""evidence"": ""LLMs are used to build an interpretable AES system, not as part of an instructional or quasi-experimental pedagogical intervention in writing. The study is about model development and evaluation, not integrating LLMs into writing instruction or learner writing processes.""}, ""c3"": {""status"": ""fail"", ""evidence"": ""The primary focus is on AES model interpretability and performance, i.e., automated scoring and explanation generation. There is no pedagogical context or intervention targeting writing competence; it is an assessment/technology study rather than a writing instruction study.""}, ""c4"": {""status"": ""fail"", ""evidence"": ""Outcomes reported are model performance metrics (e.g., surpassing prompt-tuned ChatGPT-4) and explanation quality, not quantifiable changes in learners\u2019 writing performance following an LLM-mediated intervention. No experimental writing outcome measures with learners are described.""}}"
Morpho-phraseological Based Classification of Cefr Italian L2 Learner Writing Proficiency,2024,exclude,"{""c1"": {""status"": ""fail"", ""evidence"": ""Participants are Italian L2 learners; the focus is on Italian as the target language, not English. The abstract describes CEFR classification for Italian L2 proficiency using texts from Italian CEFR certification exams.""}, ""c2"": {""status"": ""fail"", ""evidence"": ""The study presents a model for automatic classification of writing proficiency and compares it with machine learning models. There is no indication that large language models (e.g., ChatGPT, GPT-4) are used, nor that there is any instructional or intervention component.""}, ""c3"": {""status"": ""fail"", ""evidence"": ""The primary focus is on automated proficiency classification (assessment) using morpho-phraseological features, not on writing instruction, intervention, or support for learners\u2019 writing processes.""}, ""c4"": {""status"": ""fail"", ""evidence"": ""The study reports prediction metrics (accuracy, etc.) for proficiency classification models, not quantifiable outcomes of a pedagogical or LLM-mediated writing intervention. No experimental writing improvement measures are described.""}}"
