Title,Year,Decision,Notes
"Ai-driven Language Learning in Higher Education: an Empirical Study on Self-reflection, Creativity, Anxiety, and Emotional Resilience in Efl Learners",2025,exclude,"{""c1"": {""status"": ""pass"", ""evidence"": ""Participants are 205 English as a Foreign Language (EFL) undergraduate learners from various Chinese universities, clearly indicating L2 English learners in an EFL context.""}, ""c2"": {""status"": ""unclear"", ""evidence"": ""The abstract refers broadly to \u201cAI-powered feedback\u201d (grammar/vocabulary corrections, motivational feedback) but does not specify that the tools are large language model\u2013based (e.g., ChatGPT, GPT-4). They could be traditional NLP/grammar checkers. No explicit mention of LLMs or transformer-based generative models is made.""}, ""c3"": {""status"": ""fail"", ""evidence"": ""The primary focus is on self-reflection, creativity, anxiety, and emotional resilience. Writing is mentioned only tangentially (\u201cenjoyment in writing and speaking\u201d), and there is no indication that the study centers on writing competence or writing-related instructional interventions; it is a general AI feedback and affective/psychological outcomes study.""}, ""c4"": {""status"": ""fail"", ""evidence"": ""The outcomes reported concern self-reflection, creativity, confidence, anxiety reduction, and emotional resilience. There is no mention of quantifiable writing performance metrics (e.g., writing scores, text quality measures) used to assess the effectiveness of the AI intervention on writing competence.""}}"
From Algorithms to Annotations: Rethinking Feedback Practices in Academic Writing through Ai-human Comparison,2025,exclude,"{""c1"": {""status"": ""pass"", ""evidence"": ""The study focuses on Malaysian L2 students in an English for Academic Purposes (EAP) setting, clearly indicating L2 English learners in an EFL/ESL context.""}, ""c2"": {""status"": ""fail"", ""evidence"": ""Although ChatGPT (an LLM) is used to generate feedback, the design is comparative/descriptive: it examines how ChatGPT and instructors use epistemic strategies and delivery methods in comments on 200 introductions. There is no experimental or quasi-experimental instructional intervention integrating LLMs into writing instruction or processes; it is an AI\u2013human feedback comparison study.""}, ""c3"": {""status"": ""fail"", ""evidence"": ""The primary focus is on characterizing feedback practices (epistemic strategies and delivery methods) of ChatGPT vs. instructors, not on improving or measuring writing competence. It informs pedagogy conceptually but does not constitute a pedagogical writing intervention with outcome evaluation.""}, ""c4"": {""status"": ""fail"", ""evidence"": ""The abstract reports no quantifiable writing outcome metrics (e.g., changes in writing quality, scores, accuracy). It analyzes properties of feedback, not the effects of LLM-mediated feedback on learners\u2019 writing performance.""}}"
The Role of Ai Assisted Writing Feedback in Developing Secondary Students Writing Skills,2025,unsure,"{""c1"": {""status"": ""pass"", ""evidence"": ""Participants are described as secondary-level EFL students in Turkey, which fits L2 English learners in an EFL context. The focus is clearly on English writing skills.""}, ""c2"": {""status"": ""unclear"", ""evidence"": ""The abstract refers to an \u201cAI writing assistant\u201d and \u201cAI-assisted writing feedback\u201d but does not specify whether the tool is an LLM (e.g., ChatGPT, GPT-4) or a non-LLM AI tool (e.g., rule-based or traditional NLP). Without explicit indication that a transformer-based generative model is used, it is not possible to confirm it meets the LLM criterion.""}, ""c3"": {""status"": ""pass"", ""evidence"": ""The primary focus is on developing students\u2019 writing skills and writing performance (grammar, vocabulary, coherence) through AI-assisted feedback in a pedagogical context, not on automated scoring or system evaluation alone.""}, ""c4"": {""status"": ""pass"", ""evidence"": ""The study uses an experimental design with pre-test and post-test writing assessments and reports quantifiable improvements in overall writing performance and subcomponents (grammar, vocabulary, coherence) between experimental and control groups.""}}"
Chatgpt-generated Versus Human Direct Corrective Feedback on L2 Writing,2025,include,"{""c1"": {""status"": ""pass"", ""evidence"": ""Participants are second-year English Pedagogy students at a Chilean university, indicating they are L2 English learners in an EFL/ESL context. The study explicitly concerns L2 essay writing in English.""}, ""c2"": {""status"": ""pass"", ""evidence"": ""The intervention compares direct written corrective feedback (WCF) provided by ChatGPT (an LLM) versus a human teacher. Students were randomly assigned to ChatGPT or teacher feedback over four sessions, indicating an experimental design integrating an LLM into writing instruction.""}, ""c3"": {""status"": ""pass"", ""evidence"": ""The primary focus is on L2 essay writing quality, with ChatGPT used to deliver written corrective feedback as part of writing instruction. This directly targets writing competence rather than automated scoring or non-pedagogical evaluation.""}, ""c4"": {""status"": ""pass"", ""evidence"": ""The study reports quantifiable writing outcomes: task response, cohesion and coherence, lexical resource, and grammatical range and accuracy. It compares effectiveness of ChatGPT vs. human WCF in improving these writing measures, noting significant enhancement and ChatGPT\u2019s superiority.""}}"
Efl Students’ Writing Engagement and Ai Attitude in Genai-assisted Contexts: a Mixed-methods Study Grounded in Sdt and Tam,2025,exclude,"{""c1"": {""status"": ""pass"", ""evidence"": ""Participants are EFL learners (\u201cEFL learners\u2019 engagement in GenAI-assisted writing\u201d), clearly indicating L2 English learners in an EFL context.""}, ""c2"": {""status"": ""fail"", ""evidence"": ""The study examines engagement profiles and attitudes toward GenAI and includes teacher interviews about potential use. It explicitly notes that few teachers have actively integrated such tools into their teaching. There is no described experimental or quasi-experimental LLM-based writing intervention or structured use of a specific LLM (e.g., ChatGPT) as part of instruction.""}, ""c3"": {""status"": ""pass"", ""evidence"": ""The context is GenAI-assisted writing and writing engagement in EFL, which is directly related to writing competence\u2013related variables (engagement in writing).""}, ""c4"": {""status"": ""fail"", ""evidence"": ""Outcomes reported are engagement profiles and attitudes; there is no indication of quantifiable writing performance metrics (e.g., writing scores, quality measures) assessing effectiveness of an LLM-mediated writing intervention.""}}"
Examining Language Learners’ Genai-assisted Writing Self-efficacy Profiles and the Relationship with Their Writing Self-regulated Learning Strategies,2025,exclude,"{""c1"": {""status"": ""pass"", ""evidence"": ""The participants are explicitly described as English-as-a-foreign-language (EFL) learners, which fits the target population of L2 English learners in EFL/ESL/ELL contexts.""}, ""c2"": {""status"": ""unclear"", ""evidence"": ""The abstract refers to \u2018GenAI-assisted writing\u2019 and GenAI as a scaffolding tool, but does not specify whether the GenAI tools are large language models (e.g., ChatGPT, GPT-4) or other forms of AI. It also does not clearly describe an experimental or quasi-experimental instructional intervention; the focus is on profiling learners\u2019 self-efficacy rather than testing an intervention.""}, ""c3"": {""status"": ""fail"", ""evidence"": ""The primary focus is on GenAI-assisted writing self-efficacy profiles and their relationship with self-regulated learning strategies, not on writing competence or writing-related performance variables. The study examines motivational constructs underlying GenAI-assisted writing processes rather than implementing and evaluating a pedagogical writing intervention.""}, ""c4"": {""status"": ""fail"", ""evidence"": ""No quantifiable writing outcome metrics (e.g., writing scores, text quality measures) are reported. Outcomes are self-efficacy profiles, SRL strategy use, and antecedents such as years of English learning and perceived proficiency, without measured changes in writing performance following an LLM-mediated intervention.""}}"
"Effects of Three Levels of Ai Integration on Second Language Academic Writing: Evaluating Restricted, Guided, and Free Use of Chatgpt",2025,include,"{""c1"": {""status"": ""pass"", ""evidence"": ""Participants are Korean college students in English essay writing courses, explicitly described as L2-English learners. The focus is on English academic writing, fitting ESL/EFL/ELL L2 English contexts.""}, ""c2"": {""status"": ""pass"", ""evidence"": ""The intervention manipulates three levels of ChatGPT use (Restricted, Guided, Free) as instructional tools. ChatGPT is a large language model, and the design is quasi-experimental with three comparison groups over a semester.""}, ""c3"": {""status"": ""pass"", ""evidence"": ""The primary focus is on academic English essay writing. The study examines how different levels of AI integration affect academic writing outcomes, not on automated scoring or system evaluation alone.""}, ""c4"": {""status"": ""pass"", ""evidence"": ""The study reports quantifiable writing outcomes: essay scores and subcomponents (content quality, organization, language use) comparing the three groups, thus providing measurable effects of the LLM-mediated intervention.""}}"
Exploring Second Language Writers’ Engagement with Chatgpt Feedback: Revision Behaviors and Perceptions,2025,exclude,"{""c1"": {""status"": ""pass"", ""evidence"": ""Participants are 25 B1-level English as a Foreign Language (EFL) students at a university in T\u00fcrkiye, clearly L2 English learners in an EFL context.""}, ""c2"": {""status"": ""fail"", ""evidence"": ""ChatGPT is used as a feedback tool, but the design is observational/descriptive (mixed methods) rather than experimental or quasi-experimental. The study explores engagement with feedback and perceptions, not an intervention tested for effectiveness against a control or pre-post design.""}, ""c3"": {""status"": ""pass"", ""evidence"": ""The focus is on L2 writing, specifically how EFL writers engage with ChatGPT feedback when revising opinion essays, including content, organization, and language use.""}, ""c4"": {""status"": ""fail"", ""evidence"": ""Although essay drafts and revisions are analyzed, the abstract reports descriptive patterns of revision behavior and perceptions, not quantifiable writing outcome metrics assessing the effectiveness of a ChatGPT-mediated intervention (e.g., pre-post writing scores or comparative gains).""}}"
Empowering Students' Autonomy in Efl Learning: Ai Innovations in Schools of the Global South,2025,exclude,"{""c1"": {""status"": ""pass"", ""evidence"": ""The population focus is on school-based English as a Foreign Language (EFL) learning across the Global South, which aligns with L2 English learners in EFL contexts.""}, ""c2"": {""status"": ""fail"", ""evidence"": ""The article is a PRISMA-guided systematic review of AI in EFL learning, not an experimental or quasi-experimental primary study integrating specific LLMs (e.g., ChatGPT, GPT-4) into writing instruction. It synthesizes 22 empirical studies rather than reporting its own LLM-based intervention.""}, ""c3"": {""status"": ""fail"", ""evidence"": ""The review addresses AI support for student autonomy across multiple skills (speaking, reading, writing, listening, vocabulary). Writing is only one of several skills and not the primary focus on writing competence or writing-related variables required by the review\u2019s scope.""}, ""c4"": {""status"": ""fail"", ""evidence"": ""As a systematic review, it does not itself report original, quantifiable writing outcome metrics from an LLM-mediated intervention; instead, it synthesizes diverse AI-related studies with a focus on autonomy, not specific writing outcome measures.""}}"
"Negotiating Understanding, Control, and Authorship: L2 Learners’ Experiences with Ai-assisted Paraphrasing in Academic Writing",2025,exclude,"{""c1"": {""status"": ""pass"", ""evidence"": ""Participants are twelve English-as-a-foreign-language (EFL) students at a Chinese university, clearly L2 English learners in an EFL context.""}, ""c2"": {""status"": ""unclear"", ""evidence"": ""The abstract refers to \u201cAI tools\u201d for paraphrasing but does not specify that they are large language models (e.g., ChatGPT, GPT-4). They could be other AI-based paraphrasers or translators not grounded in LLMs. The design is qualitative (interviews) rather than an experimental or quasi-experimental intervention study.""}, ""c3"": {""status"": ""fail"", ""evidence"": ""The focus is on learners\u2019 experiences and interactions with AI-assisted paraphrasing in academic writing, not on a structured pedagogical writing intervention or systematic integration of LLMs into instruction. It explores use patterns and agency rather than an instructional treatment targeting writing competence.""}, ""c4"": {""status"": ""fail"", ""evidence"": ""The study is purely qualitative, based on interviews and thematic analysis. No quantifiable writing outcome metrics or experimental measures of writing performance are reported.""}}"
