Title,Year,Decision,Notes
Exploring the Potential of Chatgpt in Assessing L2 Writing Accuracy for Research Purposes,2023,exclude,"{""c1"": {""status"": ""unclear"", ""evidence"": ""The abstract mentions '100 L2 essays across five proficiency levels' but does not specify that these are L2 English learners or that the target language is English. The L2 could be any language.""}, ""c2"": {""status"": ""fail"", ""evidence"": ""ChatGPT-4 is used to measure linguistic accuracy and detect errors in L2 essays, not as part of an instructional or quasi-experimental writing intervention. The focus is on tool validation for research purposes, not on integrating LLMs into teaching or learning processes.""}, ""c3"": {""status"": ""fail"", ""evidence"": ""The primary focus is on assessing ChatGPT\u2019s performance in error detection (measurement/assessment function), not on improving learners\u2019 writing competence or implementing a pedagogical writing intervention. This aligns with automated assessment validation rather than instructional use.""}, ""c4"": {""status"": ""fail"", ""evidence"": ""No quantifiable writing outcome metrics related to learner improvement or intervention effects are reported. Outcomes concern precision, recall, and correlation between ChatGPT and human error coding, not changes in learners\u2019 writing performance.""}}"
Using Ai-based Detectors to Control Ai-assisted Plagiarism in Esl Writing: “the Terminator Versus the Machines”,2023,exclude,"{""c1"": {""status"": ""pass"", ""evidence"": ""The context is ESL composition, implying involvement of L2 English learners in ESL settings. The focus is on essays written in English within ESL contexts.""}, ""c2"": {""status"": ""fail"", ""evidence"": ""The study investigates RoBERTa-based AI detectors for identifying ChatGPT-generated texts. ChatGPT is used as a source of machine-generated essays, not as an instructional or intervention tool in writing pedagogy. There is no experimental or quasi-experimental design integrating LLMs into writing instruction or processes.""}, ""c3"": {""status"": ""fail"", ""evidence"": ""The primary focus is on controlling AI-assisted plagiarism and evaluating AI-based detectors\u2019 accuracy, not on improving writing competence or writing-related pedagogical outcomes. It is essentially a detection/forensics study rather than a writing intervention.""}, ""c4"": {""status"": ""fail"", ""evidence"": ""No quantifiable writing outcome metrics (e.g., writing quality, complexity, accuracy) are reported. Outcomes relate to detection accuracy of classifiers, not to learners\u2019 writing performance following an LLM-mediated intervention.""}}"
"A Triple Challenge: Students' Identification, Interpretation, and Use of Individualized Automated Feedback in Learning to Write English as a Foreign Language.",2023,exclude,"{""c1"": {""status"": ""pass"", ""evidence"": ""Participants are eighth-grade students learning English as a foreign language, clearly indicating an EFL context and L2 English learners: \u201ceighth-grade students'\u2026writing skills in English as a foreign language.\u201d""}, ""c2"": {""status"": ""fail"", ""evidence"": ""The intervention uses an \u201cAI-based automated essay assessment tool (EAT)\u201d that provides automatic feedback and logs revisions. There is no indication that this tool is a large language model (e.g., ChatGPT/GPT-style transformer-based generative model); it is framed as an automated essay assessment system, which typically predates LLMs and focuses on scoring/feedback rather than generative language modeling.""}, ""c3"": {""status"": ""pass"", ""evidence"": ""The primary focus is on writing competence and related processes: \u201cassessment literacy and writing skills in English as a foreign language,\u201d and the study examines how automated feedback and teacher/peer discussion foster students\u2019 writing skills.""}, ""c4"": {""status"": ""pass"", ""evidence"": ""The study reports quantifiable writing outcomes: \u201cthe improvements made on the essay based on the feedback logs\u2026 and the different versions of the essay were examined using frequency analyses,\u201d indicating measurable changes in writing following the intervention.""}}"
From Process to Product: Writing Engagement and Performance of Efl Learners under Computer-generated Feedback Instruction,2023,exclude,"{""c1"": {""status"": ""pass"", ""evidence"": ""Participants are 42 English as a foreign language (EFL) learners, clearly indicating L2 English learners in an EFL context.""}, ""c2"": {""status"": ""fail"", ""evidence"": ""The intervention uses Pigai, described as a Chinese automated writing evaluation (AWE) system. Pigai is a traditional AWE tool, not specified as an LLM or transformer-based generative model (e.g., ChatGPT, GPT-4). Thus it does not meet the requirement that the intervention integrate an LLM.""}, ""c3"": {""status"": ""pass"", ""evidence"": ""The study focuses on revision processes and writing products, analyzing feedback uptake and text quality (complexity, accuracy, fluency), which are core writing-related variables in L2 writing instruction.""}, ""c4"": {""status"": ""pass"", ""evidence"": ""The study reports quantifiable writing outcomes, including text quality measured via complexity, accuracy, and fluency (CAF), and examines the impact of automated feedback on these measures.""}}"
"Artificial Intelligence in Language Instruction: Impact on English Learning Achievement, L2 Motivation, and Self-regulated Learning",2023,exclude,"{""c1"": {""status"": ""pass"", ""evidence"": ""Participants are English as a Foreign Language (EFL) university students, and outcomes are explicitly about English learning (grammar, vocabulary, reading, writing).""}, ""c2"": {""status"": ""fail"", ""evidence"": ""The abstract only states that the experimental group received \u201cAI-mediated instruction\u201d via an \u201cAI platform\u201d or \u201cAI-powered platforms.\u201d It does not specify that the AI is a large language model (e.g., ChatGPT, GPT-4) or a transformer-based generative model. It could be any AI-driven educational technology, so it cannot be confidently classified as an LLM-based intervention.""}, ""c3"": {""status"": ""unclear"", ""evidence"": ""Writing is one of several domains assessed (grammar, vocabulary, reading comprehension, and writing skills), but the primary focus appears to be overall English learning achievement, L2 motivation, and self-regulated learning rather than writing competence specifically. The extent to which writing is a central focus is not clear from the abstract.""}, ""c4"": {""status"": ""pass"", ""evidence"": ""Pre- and post-tests were used to evaluate English learning achievement, including writing skills, providing quantifiable outcome measures. Thus, there are experimental measures of writing-related performance, even if writing is only one component.""}}"
Local Similarity and Global Variability Characterize the Semantic Space of Human Languages,2023,exclude,"{""c1"": {""status"": ""fail"", ""evidence"": ""Although the study uses TOEFL essays written by 38,500 speakers from various native languages, the focus is not on these writers as L2 learners in an instructional ESL/EFL/ELL context, but on cross-linguistic semantic variability. The participants are not situated in a pedagogical intervention or learning context targeting English writing development.""}, ""c2"": {""status"": ""fail"", ""evidence"": ""Large language models are used as analytic tools to characterize semantic space across languages, not as an instructional intervention or integrated into learners\u2019 writing processes. There is no experimental or quasi-experimental design where LLMs support or mediate writing instruction.""}, ""c3"": {""status"": ""fail"", ""evidence"": ""The primary focus is on semantic variability and cross-linguistic meaning organization, not on writing competence or writing-related pedagogical variables. TOEFL essays are used as data to infer semantic structure, not to improve or assess writing through an educational intervention.""}, ""c4"": {""status"": ""fail"", ""evidence"": ""The study does not report quantifiable writing outcome metrics (e.g., writing quality, accuracy, complexity) resulting from an LLM-mediated intervention. Outcomes concern semantic similarity/variability across languages, not changes in learners\u2019 writing performance.""}}"
Bibliometrically and Systematically Analyzing Automated Writing Evaluation for English Learning,2023,exclude,"{""c1"": {""status"": ""fail"", ""evidence"": ""The article is a bibliometric and systematic review of automated writing evaluation (AWE) for English learning, not an empirical study with its own participant sample. It synthesizes 56 peer-reviewed articles rather than reporting original data from a defined group of L2 English learners.""}, ""c2"": {""status"": ""fail"", ""evidence"": ""The work is a bibliometric and systematic review of AWE tools in general. It does not report an experimental or quasi-experimental intervention using a specific LLM (e.g., ChatGPT, GPT-4) in writing instruction; instead, it aggregates prior studies on AWE, many of which may not involve LLMs.""}, ""c3"": {""status"": ""fail"", ""evidence"": ""Although the topic is automated writing evaluation in English learning, the paper\u2019s primary focus is mapping the literature (topics, authors, countries) and summarizing general findings, not implementing or evaluating a concrete pedagogical writing intervention.""}, ""c4"": {""status"": ""fail"", ""evidence"": ""The study does not present original quantitative writing outcome measures from an intervention. It synthesizes existing studies and discusses overall effectiveness and variability, which falls under review/overview rather than reporting new experimental outcomes.""}}"
Enhancing Academic Writing Skills and Motivation: Assessing the Efficacy of Chatgpt in Ai-assisted Language Learning for Efl Students,2023,include,"{""c1"": {""status"": ""pass"", ""evidence"": ""Participants are Chinese English as a Foreign Language (EFL) students. The abstract explicitly states the context is EFL and focuses on English writing skills and motivation, satisfying the L2 English learner requirement.""}, ""c2"": {""status"": ""pass"", ""evidence"": ""The intervention is \u2018AI-assisted instruction via ChatGPT\u2019 for the experimental group, compared to traditional instruction. ChatGPT is a large language model, and the design is experimental with random assignment and pre/post testing.""}, ""c3"": {""status"": ""pass"", ""evidence"": ""The primary focus is on academic writing skills and writing motivation. The intervention integrates ChatGPT into language learning specifically to impact writing, not for automated scoring or non-pedagogical evaluation.""}, ""c4"": {""status"": ""pass"", ""evidence"": ""The study uses a pre-test and post-test design to assess writing skills, with writing samples evaluated using established scoring rubrics. Quantitative analysis reports significant improvements in writing skills and motivation, providing measurable writing outcomes.""}}"
"A Triple Challenge: Students’ Identification, Interpretation, and Use of Individualized Automated Feedback in Learning to Write English as a Foreign Language",2023,exclude,"{""c1"": {""status"": ""pass"", ""evidence"": ""Participants are eighth-grade students learning English as a foreign language, clearly an EFL context with English as the target language: \u201ceighth-grade students\u2019 \u2026 writing skills in English as a foreign language.\u201d""}, ""c2"": {""status"": ""fail"", ""evidence"": ""The intervention uses an \u201cAI-based automated essay assessment tool (EAT)\u201d that provides automatic feedback. The abstract frames it as an automated essay assessment system, not as an LLM (e.g., ChatGPT/GPT-4) or transformer-based generative model integrated into instruction. No indication is given that the tool is a large language model; it appears to be a conventional automated essay scoring/feedback system.""}, ""c3"": {""status"": ""pass"", ""evidence"": ""The focus is on \u201cassessment literacy and writing skills in English as a foreign language\u201d and how automated feedback plus teacher/peer discussion fosters students\u2019 writing skills. This is a pedagogical writing intervention, not merely evaluation of an automated scoring system\u2019s reliability.""}, ""c4"": {""status"": ""pass"", ""evidence"": ""The study examines \u201cimprovements made on the essay based on the feedback logs \u2026 and the different versions of the essay \u2026 using frequency analyses,\u201d indicating quantifiable writing outcome measures related to revisions and improvements.""}}"
Second Language Learners’ Post-editing Strategies for Machine Translation Errors,2023,exclude,"{""c1"": {""status"": ""fail"", ""evidence"": ""The abstract refers to generic 'second language (L2) learners' and 'L2 writing' but does not specify that the target language is English or that the context is ESL/EFL/ELL. The institutional affiliation (University of Hawaii at Manoa) does not guarantee that the L2 is English in this study.""}, ""c2"": {""status"": ""fail"", ""evidence"": ""The intervention uses Google Translate, described as a neural machine translator. While it is an AI tool, the abstract does not indicate that it is a large language model (LLM) such as ChatGPT/GPT-4 or similar transformer-based generative model used interactively for writing instruction. The focus is on MT output and post-editing, not on an LLM-based writing intervention.""}, ""c3"": {""status"": ""pass"", ""evidence"": ""The study clearly focuses on L2 writing: learners use machine translation to address lexical and grammatical problems during L2 writing, and the analysis concerns MT errors, post-editing strategies, and writing competence in the 'AI era.'""}, ""c4"": {""status"": ""pass"", ""evidence"": ""The study reports a quantitative outcome: 'Successfulness of PE was gauged by comparing sentence adequacy scores of the MT output and PEd texts.' This provides measurable writing-related outcomes linked to the intervention.""}}"
