Title,Year,Decision,Notes
Is the Simplest Chatbot Effective in English Writing Learning Assistance?,2020,exclude,"{""c1"": {""status"": ""unclear"", ""evidence"": ""The abstract refers to \u201cnon-native learners\u201d writing English, which suggests L2 English learners, but it does not explicitly specify ESL/EFL/ELL contexts or participant details. Population appears likely relevant but is not fully clear from the abstract alone.""}, ""c2"": {""status"": ""fail"", ""evidence"": ""The intervention uses \u201cthe simplest chatbot (such as ELIZA).\u201d ELIZA-style chatbots are rule-based and predate transformer-based large language models. There is no indication that the system is an LLM (e.g., GPT-style, transformer-based generative model). Thus, it does not meet the requirement that the intervention integrate an LLM.""}, ""c3"": {""status"": ""pass"", ""evidence"": ""The study focuses on English writing learning assistance, comparing a standard editor with a chatbot-based writing system and examining effects on word usage and self-revision. The primary focus is on writing behavior and writing-related variables, not on automated scoring or non-pedagogical evaluation.""}, ""c4"": {""status"": ""pass"", ""evidence"": ""The study empirically compares the number of words learners produce with a standard editor versus a chatbot-based system and analyzes writing results (word usage, self-revision). These are quantifiable writing outcome metrics assessing the effectiveness of the intervention.""}}"
A Critical Deconstruction of Computer-based Test Application in Turkish State University,2020,exclude,"{""c1"": {""status"": ""pass"", ""evidence"": ""Participants are Turkish EFL university students and their instructors, clearly situated in an English as a foreign language context, with data focused on English proficiency testing (Versant English Test).""}, ""c2"": {""status"": ""fail"", ""evidence"": ""The study investigates conceptions of the Versant English Test, an automated AI-based test of spoken and written language. It is not an experimental or quasi-experimental pedagogical intervention integrating an LLM into writing instruction or writing processes; it is an assessment tool evaluation, and the abstract does not indicate use of transformer-based generative LLMs.""}, ""c3"": {""status"": ""fail"", ""evidence"": ""The primary focus is on automated assessment (VET) and its validity, reliability, and washback, not on developing writing competence or writing-related instructional interventions. Writing is only one component of a broader language test, and there is no described writing pedagogy or intervention context.""}, ""c4"": {""status"": ""fail"", ""evidence"": ""The study uses a qualitative phenomenological design with semi-structured interviews and focus groups to explore attitudes and perceptions. It does not report quantifiable writing outcome metrics or experimental measures of writing performance following an AI/LLM-mediated writing intervention.""}}"
A Machine Learning Approach to Persian Text Readability Assessment Using a Crowdsourced Dataset,2020,exclude,"{""c1"": {""status"": ""fail"", ""evidence"": ""The study focuses on Persian text readability assessment and dataset creation. There is no mention of L2 English learners, ESL/EFL/ELL contexts, or English as the target language; instead, it concerns Persian language readability in general.""}, ""c2"": {""status"": ""fail"", ""evidence"": ""The intervention is a machine learning model for Persian text readability assessment, not an LLM-based tool (e.g., ChatGPT, GPT-4) integrated into writing instruction or writing processes. It is an NLP/readability system, not an LLM-mediated pedagogical intervention.""}, ""c3"": {""status"": ""fail"", ""evidence"": ""The primary focus is on automated text readability assessment for Persian, not on writing competence, writing instruction, or writing-related pedagogical variables. It is a language technology development study rather than a writing intervention study.""}, ""c4"": {""status"": ""fail"", ""evidence"": ""No writing outcome metrics for learners are reported. The study evaluates model accuracy in assessing readability, not changes in learners\u2019 writing performance or outcomes following an intervention.""}}"
Digital Storytelling with Chatbots: Mapping L2 Participation and Perception Patterns,2020,exclude,"{""c1"": {""status"": ""unclear"", ""evidence"": ""Participants are L2 learners in a university class in South Korea, which strongly suggests EFL learners, but the abstract never explicitly states that the target language is English. It only refers to \u201cL2\u201d and \u201cL2 class.\u201d""}, ""c2"": {""status"": ""fail"", ""evidence"": ""The intervention uses a \u201cdigital storytelling chatbot system (storybot)\u201d in 2020. There is no indication that this is a large language model or transformer-based generative model (e.g., ChatGPT, GPT-4). It is described as a narrative-focused chatbot, not as an LLM-based tool.""}, ""c3"": {""status"": ""fail"", ""evidence"": ""The primary focus is on participation rates, perceptions, and reading comprehension in interactions with a storybot. Writing is minimal and not the central instructional focus; the study is framed as increasing L2 output and reading comprehension, not specifically writing competence or writing-related variables.""}, ""c4"": {""status"": ""fail"", ""evidence"": ""The study reports participation analytics and reading comprehension (cohesion between comprehension questions and responses) plus perception survey data. It does not report quantifiable writing outcome metrics or structured evaluation of writing performance attributable to the chatbot intervention.""}}"
"Exploring the Development of Writing Complexity, Accuracy, and Fluency in Relation to the Motivational Trajectories: a Dynamically-oriented Case Study",2020,exclude,"{""c1"": {""status"": ""pass"", ""evidence"": ""The participant is described as a 'successful highly motivated EFL learner,' indicating an English-as-a-foreign-language context and thus an L2 English learner.""}, ""c2"": {""status"": ""fail"", ""evidence"": ""The term 'LLM' in the abstract refers to 'language learning motivation,' not large language models. There is no mention of ChatGPT, GPT-4, or any LLM-based tool, nor any AI-mediated instructional intervention. The study is a CDST-oriented case study of motivation and CAF development, not an LLM-integrated intervention.""}, ""c3"": {""status"": ""pass"", ""evidence"": ""The study focuses on writing-related variables\u2014complexity, accuracy, and fluency (CAF)\u2014in monthly writing assignments, aligning with a primary focus on writing competence and its development.""}, ""c4"": {""status"": ""pass"", ""evidence"": ""The study quantitatively assesses the development of general measures of CAF over ten stages using descriptive and statistical analyses, providing quantifiable writing outcome metrics, even though these are not linked to any LLM-based intervention.""}}"
Foreign Language Learners’ Preference of E-leaming Methods: an Empirical Study,2020,exclude,"{""c1"": {""status"": ""pass"", ""evidence"": ""Participants are foreign language learners taking English courses (listening, reading, writing, translating, speaking) at Xinhua Colleges, indicating an EFL/ESL context focused on English.""}, ""c2"": {""status"": ""fail"", ""evidence"": ""The study compares four e-learning delivery methods (video conferencing, self-recorded videos, MOOC courses, electronic materials by native speakers). There is no mention of large language models or tools like ChatGPT, GPT-4, etc., nor any AI-based generative intervention.""}, ""c3"": {""status"": ""fail"", ""evidence"": ""The primary focus is on learners\u2019 preference for different e-learning methods across several skills, not specifically on writing competence or writing-related variables. Writing is only one of several course types considered, and no writing-focused pedagogical intervention is described.""}, ""c4"": {""status"": ""fail"", ""evidence"": ""The outcomes concern preferences and influencing factors (time, place, network quality, emotional attachment, proficiency, interaction). No quantifiable writing performance or writing outcome metrics are reported.""}}"
Research on College English Teaching Strategies and Applications Based on Big Data,2019,exclude,"{""c1"": {""status"": ""unclear"", ""evidence"": ""The abstract mentions 'college English teaching in China', which likely involves EFL learners, but it does not explicitly specify that participants are L2 English learners or provide details about the learner population.""}, ""c2"": {""status"": ""fail"", ""evidence"": ""The study focuses on 'big data' as a basis for teaching strategies. There is no mention of large language models (e.g., ChatGPT, GPT-4) or any transformer-based generative AI being integrated into instruction or writing processes.""}, ""c3"": {""status"": ""fail"", ""evidence"": ""The abstract addresses general 'college English teaching strategies and applications' in the big data era. It does not indicate that the primary focus is on writing competence or writing-related variables; it appears to concern overall English teaching.""}, ""c4"": {""status"": ""fail"", ""evidence"": ""No quantifiable writing outcome metrics are mentioned. The paper is described as an empirical analysis of teaching and proposing measures, without reference to measured changes in writing performance or related variables.""}}"
Chinese Grammatical Error Correction Based on Convolutional Sequence to Sequence Model,2019,exclude,"{""c1"": {""status"": ""fail"", ""evidence"": ""The focus is on Chinese grammatical error correction for learners of Chinese as a second language. The target language is Chinese, not English, so it does not match the required L2 English learner population/context.""}, ""c2"": {""status"": ""fail"", ""evidence"": ""The study introduces a convolutional sequence-to-sequence model (a CNN-based neural MT/GEC system), not a large language model such as ChatGPT, GPT-4, or similar transformer-based generative LLM used pedagogically. It is a computational NLP model development paper, not an LLM-mediated instructional intervention.""}, ""c3"": {""status"": ""fail"", ""evidence"": ""The context is automatic grammatical error correction system development and evaluation, not writing instruction or writing processes in an educational setting. There is no pedagogical intervention targeting learners\u2019 writing competence.""}, ""c4"": {""status"": ""fail"", ""evidence"": ""Outcomes reported are model performance improvements over a baseline neural MT model, not quantifiable writing outcomes for human learners following an LLM-mediated writing intervention.""}}"
Application of Artificial Intelligence to the Small Open Online English Abstract Writing Course,2019,exclude,"{""c1"": {""status"": ""pass"", ""evidence"": ""Participants are 79 graduate students learning English abstract writing in a SMOOC context, indicating L2 English academic writing instruction (ESL/EFL/ELL-type context).""}, ""c2"": {""status"": ""fail"", ""evidence"": ""The intervention uses an AI-assisted system called Quick Research Papers (QRP) for writing, grading, feedback, and analytics. The abstract (2019) does not indicate that QRP is a large language model or transformer-based generative model; it appears to be an automated error-detection/analytics tool rather than an LLM like ChatGPT/GPT-4.""}, ""c3"": {""status"": ""pass"", ""evidence"": ""The focus is explicitly on improving English abstract writing skills, tracking writing errors, and using AI analytics to guide teaching and consultation\u2014clearly centered on writing competence.""}, ""c4"": {""status"": ""pass"", ""evidence"": ""The study reports quantifiable writing-related outcomes: number of words written, total errors (501), and distribution of error types (e.g., noun, spelling, subject-verb agreement), used to assess writing weaknesses.""}}"
"5th Eai International Conference on E-learning, E-education, and Online Training, Eleot 2019",2019,exclude,"{""c1"": {""status"": ""unclear"", ""evidence"": ""The proceedings volume includes multiple studies, one of which mentions EFL writing and another mentions College English education, but the abstract is a table-of-contents style overview. It is not clear which specific participant populations are involved or whether they are L2 English learners in ESL/EFL/ELL contexts.""}, ""c2"": {""status"": ""fail"", ""evidence"": ""The abstract lists various topics (MOOCs, blended learning, AI in wireless sensor networks, etc.). One paper mentions a web-based automatic writing evaluation platform, but there is no indication that any study uses large language models (e.g., ChatGPT, GPT-4) in writing instruction. The AI references appear unrelated to LLM-based writing intervention.""}, ""c3"": {""status"": ""unclear"", ""evidence"": ""One listed paper is titled \u201cSelf-correction\u2019s Effects on EFL Writing on Web-Based Automatic Writing Evaluation Platform,\u201d which suggests a focus on writing competence, but the nature of the intervention and tools is not specified. It may involve automated evaluation rather than an LLM-mediated pedagogical writing intervention.""}, ""c4"": {""status"": ""unclear"", ""evidence"": ""The EFL writing paper title implies an empirical study of self-correction effects, which likely includes quantitative writing outcomes, but the abstract for the proceedings volume does not provide explicit information on outcome measures or designs for any individual paper.""}}"
