Title,Year,Decision,Notes
'what' Is the Machine? Teachers' Professional Learning about Generative Artificial Intelligence as Tutors for Children,2025,exclude,"{""c1"": {""status"": ""unclear"", ""evidence"": ""The abstract mentions teachers and children in school settings but does not specify that the children are L2 English learners (ESL/EFL/ELL) or that the focus is on English language learning. The population and language-learning context are not defined.""}, ""c2"": {""status"": ""fail"", ""evidence"": ""The study is described as a critical posthuman analysis of a professional learning scenario about GenAI. It does not indicate an experimental or quasi-experimental design, nor an implemented GenAI/LLM-based tutoring or writing intervention; rather, it critiques discourses around GenAI adoption.""}, ""c3"": {""status"": ""fail"", ""evidence"": ""The focus is on teachers\u2019 professional learning and critical perspectives on GenAI as tutors for children, not on writing competence or writing-related variables. No mention is made of writing instruction, writing processes, or writing skills as a primary focus.""}, ""c4"": {""status"": ""fail"", ""evidence"": ""There is no indication of any quantitative writing outcome measures or assessment of writing performance. The work is conceptual/critical, discussing encounters and implications rather than reporting intervention outcomes.""}}"
University Students' Perceptions of Ai-assisted Writing Tools in Supporting Self-regulated Writing Practices,2025,exclude,"{""c1"": {""status"": ""pass"", ""evidence"": ""Participants are EFL students at an Islamic-based university in East Java, Indonesia, clearly indicating L2 English learners in an EFL context.""}, ""c2"": {""status"": ""unclear"", ""evidence"": ""The abstract refers broadly to 'AI-assisted writing tools' and 'AI applications' (grammar checking, spelling correction, paraphrasing, translation). It does not specify that these are LLM-based tools (e.g., ChatGPT, GPT-4) or transformer-based generative models, and could refer to traditional non-LLM tools like Grammarly or machine translation. No explicit LLM integration or experimental/quasi-experimental design is described.""}, ""c3"": {""status"": ""fail"", ""evidence"": ""The study focuses on students' perceptions of AI tools in supporting self-regulated writing strategies (planning, monitoring, evaluation), not on a structured pedagogical intervention to improve writing competence. It is a qualitative case study about perceptions and use, not an intervention study.""}, ""c4"": {""status"": ""fail"", ""evidence"": ""The abstract reports qualitative perceptions and concerns but does not mention any quantifiable writing outcome metrics or experimental measures of writing performance. There is no assessment of effectiveness of an AI/LLM-mediated writing intervention.""}}"
Ai-based Assessment of Students’ Writing Skill Progress: Implementing “artificial Neural Network Modeling” Vs. “time Series Prediction”,2025,exclude,"{""c1"": {""status"": ""unclear"", ""evidence"": ""The abstract refers to 'second language (L2) writing skills' and 'English language learning and assessment', but does not explicitly state that participants are L2 English learners in ESL/EFL/ELL contexts. The target language is likely English but not definitively specified.""}, ""c2"": {""status"": ""fail"", ""evidence"": ""The study evaluates AI-based prediction models (Artificial Neural Networks vs. time series) to assess students\u2019 writing progress. There is no indication that a large language model (e.g., ChatGPT, GPT-4) is integrated into writing instruction or writing processes; instead, AI is used for predictive assessment of scores.""}, ""c3"": {""status"": ""fail"", ""evidence"": ""The primary focus is on modeling and predicting writing skill development using ANN and time series methods, i.e., an assessment/analytics task. There is no described pedagogical writing intervention using an LLM; the AI is not used as an instructional tool but as an assessment/prediction mechanism.""}, ""c4"": {""status"": ""fail"", ""evidence"": ""Although writing test scores and error metrics (MAE, RMSE, R\u00b2) are reported, these are used to evaluate prediction model accuracy, not to assess the effectiveness of an LLM-mediated writing intervention. No LLM-based instructional treatment or its impact on writing outcomes is examined.""}}"
‘critical Chatting’ or ‘casual Cheating’: How Graduate Efl Students Utilize Chatgpt for Academic Writing,2025,exclude,"{""c1"": {""status"": ""pass"", ""evidence"": ""Participants are four graduate EFL students, clearly indicating L2 English learners in an EFL context, and the focus is on their academic writing in English.""}, ""c2"": {""status"": ""fail"", ""evidence"": ""Although ChatGPT (an LLM) is central, the study is described as a qualitative case study exploring how students utilize ChatGPT, not as an experimental or quasi-experimental intervention in writing instruction. There is no indication of a structured LLM-mediated instructional treatment being tested for effectiveness.""}, ""c3"": {""status"": ""unclear"", ""evidence"": ""The context is academic writing and ChatGPT-assisted writing, but the primary focus is on purposes, rationales, and critical thinking rather than on systematically improving writing competence through an instructional intervention.""}, ""c4"": {""status"": ""fail"", ""evidence"": ""The abstract reports a qualitative thematic analysis of how students use ChatGPT and how critical thinking is embedded. It does not mention any quantifiable writing outcome metrics or experimental measures of writing performance.""}}"
Navigating Ai Writing Tools in Medical Education: a Swot Analysis of L2 Academic Writing Perspectives,2025,exclude,"{""c1"": {""status"": ""pass"", ""evidence"": ""Participants are 42 medical students in Iran engaged in an L2 academic writing course, indicating they are L2 English learners in an EFL context.""}, ""c2"": {""status"": ""fail"", ""evidence"": ""The study examines perspectives on using unspecified \u2018AI writing tools\u2019 via SWOT and reflections. There is no indication that the tools are specifically LLM-based (e.g., ChatGPT, GPT-4) nor that there is an experimental or quasi-experimental design integrating a particular LLM into instruction.""}, ""c3"": {""status"": ""pass"", ""evidence"": ""The focus is explicitly on L2 academic writing in medical education and on integrating AI writing tools into L2 writing instruction, which aligns with a writing competence context.""}, ""c4"": {""status"": ""fail"", ""evidence"": ""The study uses weekly reflections, SWOT analysis, and thematic analysis of perceptions. No quantifiable writing outcome metrics or experimental measures of writing performance are reported.""}}"
Leveraging Open-source Large Language Models for Native Language Identification,2025,exclude,"{""c1"": {""status"": ""fail"", ""evidence"": ""Although the data involve L2 writing used for native language identification, the participants are not described as L2 English learners in ESL/EFL/ELL instructional contexts; the focus is on NLI as an NLP task, not on a defined learner population.""}, ""c2"": {""status"": ""fail"", ""evidence"": ""LLMs are used as classifiers for native language identification (zero-shot and fine-tuned) rather than as part of an instructional or quasi-experimental pedagogical intervention in writing.""}, ""c3"": {""status"": ""fail"", ""evidence"": ""The primary focus is NLI model performance (forensics/marketing/SLA applications) rather than improving writing competence or writing-related pedagogical outcomes. There is no writing instruction or intervention context.""}, ""c4"": {""status"": ""fail"", ""evidence"": ""The study reports accuracy of NLI classification, not quantifiable writing outcome metrics (e.g., writing quality, complexity, accuracy) resulting from an LLM-mediated writing intervention.""}}"
Modeling Chinese Efl Learners' Intention to Use Generative Ai for L2 Writing through an Integrated Model of the Tam and Ttf,2025,exclude,"{""c1"": {""status"": ""pass"", ""evidence"": ""Participants are Chinese EFL learners (304 university students in China) using generative AI for L2 English writing, clearly fitting an EFL/ELL English-learning context.""}, ""c2"": {""status"": ""fail"", ""evidence"": ""The study uses a survey and structural equation modeling to examine intention to use generative AI. There is no experimental or quasi-experimental pedagogical intervention integrating an LLM into actual writing instruction or processes.""}, ""c3"": {""status"": ""fail"", ""evidence"": ""The focus is on technology acceptance (TAM, TTF) and behavioral intention, not on implementing or evaluating a concrete writing intervention. It is about attitudes toward potential use, not an instructional context measuring writing competence changes.""}, ""c4"": {""status"": ""fail"", ""evidence"": ""No quantifiable writing outcome metrics are reported. Outcomes are psychological/behavioral constructs (perceived usefulness, ease of use, attitude, intention), not measures of writing performance or related writing skills.""}}"
The Effects of Generative Ai Usage in Efl Classrooms on the L2 Motivational Self System,2025,exclude,"{""c1"": {""status"": ""pass"", ""evidence"": ""Participants are Japanese university students in an EFL context, i.e., L2 English learners in an English language classroom.""}, ""c2"": {""status"": ""pass"", ""evidence"": ""The study integrates the generative pre-trained AI chatbot ChatGPT into an instructor-led writing class, with a control and treatment group, indicating an experimental design using an LLM in instruction.""}, ""c3"": {""status"": ""pass"", ""evidence"": ""The intervention is situated in a writing class; the treatment group participated in writing workshops, collaborated, and received feedback from ChatGPT, indicating a primary focus on writing instruction.""}, ""c4"": {""status"": ""fail"", ""evidence"": ""Outcomes measured are motivational constructs (Ideal L2 Self, Ought-to L2 Self, L2 Learning Experience) via questionnaires. Although the abstract mentions potential for enhancing writing skills, it does not report any quantifiable writing performance metrics or writing-related outcome measures.""}}"
"An Ai Chatbot for Efl Writing: Students' Usage Tendencies, Writing Performance, and Perceptions",2025,unsure,"{""c1"": {""status"": ""pass"", ""evidence"": ""Participants are EFL high school students in Northern Vietnam, clearly L2 English learners in an EFL context: \u201cEFL students at a high school in Northern Vietnam\u2026\u201d.""}, ""c2"": {""status"": ""unclear"", ""evidence"": ""The intervention is an \u201cAI chatbot designed to support their writing practice at home\u201d (Writing Assistant Bot, WAB). However, the abstract does not specify whether WAB is a large language model (e.g., transformer-based generative model like ChatGPT/GPT-4) or a rule-based / non-LLM AI tool. Without this information, it is unclear if it meets the LLM criterion.""}, ""c3"": {""status"": ""pass"", ""evidence"": ""The context is explicitly EFL writing: the chatbot supports \u201cwriting practice,\u201d and outcomes include \u201cwriting performance across all aspects: content, organization, vocabulary, language use, and mechanics.\u201d The focus is on writing competence, not on automated scoring or system evaluation alone.""}, ""c4"": {""status"": ""pass"", ""evidence"": ""The study reports quantifiable writing outcomes: \u201cThe chatbot significantly enhanced writing performance across all aspects: content, organization, vocabulary, language use, and mechanics, for both levels.\u201d Timed-writing tests and performance scores indicate measurable intervention effects.""}}"
Fostering Transparency: a Critical Introduction of Generative Ai in Students' Assignments,2025,exclude,"{""c1"": {""status"": ""unclear"", ""evidence"": ""The abstract mentions 'language learners in two Swiss universities' and 'L2 writing', but does not explicitly state that the target language is English (it could be any L2). Thus, it is unclear whether participants are L2 English learners in ESL/EFL/ELL contexts.""}, ""c2"": {""status"": ""fail"", ""evidence"": ""Although students could use GenAI tools (e.g., ChatGPT) in their written assignments, the study focuses on a transparency protocol and students\u2019 reporting of tool use, not on an experimental or quasi-experimental LLM-based writing instruction or structured LLM-mediated intervention. The design is action research about disclosure rather than a controlled LLM writing intervention.""}, ""c3"": {""status"": ""fail"", ""evidence"": ""The primary focus is on transparency, trustworthiness, and preserving take-home written assignments in the GenAI era, not on systematically improving writing competence or writing-related skills through LLM-based pedagogy. Writing is the context, but not the main outcome variable of an instructional intervention.""}, ""c4"": {""status"": ""fail"", ""evidence"": ""The abstract reports questionnaire data on use, attitudes, and transparency, and insights into students\u2019 use of GenAI, but does not indicate any quantifiable writing outcome metrics (e.g., writing scores, quality measures) to assess effectiveness of an LLM-mediated writing intervention.""}}"
