Title,Year,Decision,Notes
Investigating Efl Students' Attitudes towards Ai-powered Tools in English Language Learning,2025,exclude,"{""c1"": {""status"": ""pass"", ""evidence"": ""Participants are 479 Vietnamese university students learning English as a Foreign Language (EFL), clearly an L2 English learner population.""}, ""c2"": {""status"": ""fail"", ""evidence"": ""The study investigates attitudes toward various AI-powered tools (e.g., ChatGPT, Grammarly, Duolingo Max, Gemini) but does not describe an experimental or quasi-experimental intervention integrating LLMs into writing instruction or processes. It is an attitudinal/perception study, not a structured LLM-mediated writing intervention.""}, ""c3"": {""status"": ""fail"", ""evidence"": ""Although writing skills are mentioned among several skills (grammar, vocabulary, pronunciation, motivation, autonomy), the primary focus is general English language learning and attitudes toward AI tools, not a targeted writing competence intervention or writing-focused context.""}, ""c4"": {""status"": ""fail"", ""evidence"": ""The abstract reports perceived improvements and attitudes but does not indicate any quantifiable writing outcome measures or experimental comparison. Data are surveys and interviews about perceptions, without measured writing performance outcomes.""}}"
Developing an Ai-driven Contextualized Short Video Learning System for Efl Speaking and Writing,2025,include,"{""c1"": {""status"": ""pass"", ""evidence"": ""Participants are described as EFL learners (45 seventh graders), indicating second language English learners in an EFL context. The focus is on English speaking and writing proficiency.""}, ""c2"": {""status"": ""pass"", ""evidence"": ""The intervention is ClipTalk, an AI-driven system using GPT-enabled chatbots and intelligent contextual chatbots to provide feedback. The study is an eight-week experimental study integrating LLM-based tools into language learning tasks.""}, ""c3"": {""status"": ""pass"", ""evidence"": ""The system is explicitly designed to enhance EFL learners' speaking and writing proficiency, with real-world video production tasks and AI-driven feedback. Writing competence is a primary outcome, not just system evaluation or scoring.""}, ""c4"": {""status"": ""pass"", ""evidence"": ""The abstract reports that the experimental study assessed the system's impact on writing and speaking proficiency and found significant improvements in EFL writing and speaking skills, indicating quantifiable outcome measures of writing performance.""}}"
What Motivates Second Language Majors to Use Generative Ai for Informal Learning? Insights from the Theory of Planned Behavior,2025,exclude,"{""c1"": {""status"": ""unclear"", ""evidence"": ""Participants are described only as 'L2 majors at various Chinese universities.' The target L2 is not specified, and it is not clear that they are English L2 learners or that the focus is on English rather than other languages.""}, ""c2"": {""status"": ""fail"", ""evidence"": ""The study investigates factors influencing intention to use generative AI via a questionnaire and structural equation modeling. There is no experimental or quasi-experimental design integrating a specific LLM into instruction or writing processes; it is a correlational study of behavioral intention.""}, ""c3"": {""status"": ""fail"", ""evidence"": ""The focus is on informal L2 learning intentions and psychological constructs (attitude, subjective norm, perceived behavioral control, GenAI literacy), not specifically on writing competence or writing-related variables. Writing is not mentioned in the abstract.""}, ""c4"": {""status"": ""fail"", ""evidence"": ""No writing outcome measures are reported. The outcomes are behavioral intention and related TPB constructs, not quantifiable writing performance or writing-related metrics following an LLM-mediated intervention.""}}"
Enhancing Chinese Character Writing Learning: the Role of Mllm-based Intelligent Tutoring Systems,2025,exclude,"{""c1"": {""status"": ""fail"", ""evidence"": ""Participants are learners of Chinese as a foreign language, focusing on Chinese character learning. The target language is Chinese, not English, so the population does not match the review\u2019s focus on L2 English learners.""}, ""c2"": {""status"": ""pass"", ""evidence"": ""The study uses an Intelligent Tutoring System grounded in a Multimodal Large Language Model with a feedback mechanism, and conducts a teaching experiment to validate its effectiveness, which fits an LLM-based instructional intervention.""}, ""c3"": {""status"": ""pass"", ""evidence"": ""The primary focus is on writing Chinese characters and the impact of corrective feedback on character writing performance, which is a writing-related competence in the target language.""}, ""c4"": {""status"": ""pass"", ""evidence"": ""The abstract reports that students using the ITS 'perform better in writing Chinese characters than in the traditional teaching method,' indicating quantifiable writing outcome metrics comparing groups.""}}"
Future Changes in Teachers' Professional Roles under the Impact of Artificial Intelligence: a Study in English as a Foreign Language Education,2025,exclude,"{""c1"": {""status"": ""pass"", ""evidence"": ""The abstract explicitly states that the context is students learning English as a foreign language (EFL), which fits the target population of L2 English learners in EFL contexts.""}, ""c2"": {""status"": ""pass"", ""evidence"": ""The study involves GenAI (generative artificial intelligence) in an AIED system and compares human-centered teacher-student-GenAI collaboration with student-GenAI interactions, indicating an intervention using GenAI, which is likely LLM-based.""}, ""c3"": {""status"": ""fail"", ""evidence"": ""The primary focus is on affective and communicative variables\u2014intrinsic motivation, classroom anxiety, and willingness to communicate in EFL classes\u2014and on teachers\u2019 changing roles under AIED. Writing competence or writing-related variables are not mentioned as a focus.""}, ""c4"": {""status"": ""fail"", ""evidence"": ""The measured outcomes are intrinsic motivation, classroom anxiety, and willingness to communicate. No quantifiable writing outcome metrics or writing performance measures are reported in the abstract.""}}"
Optimizing English Learning with Ai: Machine Learning Techniques and Tools,2025,exclude,"{""c1"": {""status"": ""unclear"", ""evidence"": ""The abstract mentions the ELLIPSE corpus of essays by grade 8\u201312 learners, but does not clearly state that these are L2 English learners in ESL/EFL/ELL contexts. They could be native or mixed-proficiency learners; the L2 status is not explicit.""}, ""c2"": {""status"": ""fail"", ""evidence"": ""The study uses a TF-IDF-based Gated Recurrent Unit (GRU) model for text classification. This is a recurrent neural network, not a transformer-based large language model (e.g., ChatGPT, GPT-4). There is no indication of integrating an LLM into instruction or writing processes.""}, ""c3"": {""status"": ""fail"", ""evidence"": ""The primary focus is on developing and evaluating an automated text classification framework to assess writing (coherence, syntax, vocabulary, etc.) using the ELLIPSE corpus. It is essentially an automated scoring/assessment tool, not a pedagogical writing intervention or instructional use of AI in learners\u2019 writing processes.""}, ""c4"": {""status"": ""fail"", ""evidence"": ""The outcomes reported are model performance metrics (accuracy, precision, recall, F1-score) for text classification. There is no experimental or quasi-experimental intervention with learners, nor quantifiable pre/post or comparative writing outcomes for students\u2019 development.""}}"
Enhancing Spelling Proficiency in Higher Education: Leveraging Ai for Improved Learning Outcomes,2025,exclude,"{""c1"": {""status"": ""pass"", ""evidence"": ""Participants are 50 English department students at a Moroccan university. While not explicitly labeled as EFL/ESL, this context strongly implies L2 English learners in an EFL higher-education setting.""}, ""c2"": {""status"": ""fail"", ""evidence"": ""The study \u2018explores the opportunities and the challenges associated with AI-powered learning tools and examines students' attitudes.\u2019 There is no indication of an experimental or quasi-experimental design integrating LLMs into instruction; it appears attitudinal/observational rather than an intervention study.""}, ""c3"": {""status"": ""fail"", ""evidence"": ""The focus is on spelling proficiency and students\u2019 attitudes toward AI tools versus traditional approaches, not on a structured writing instruction or writing process intervention. Writing competence as such is not the primary pedagogical focus.""}, ""c4"": {""status"": ""fail"", ""evidence"": ""The abstract does not mention any quantifiable outcome measures of writing or spelling performance resulting from an LLM-mediated intervention. It reports \u2018insights\u2019 into implications and attitudes, suggesting a primarily qualitative or descriptive study without measured intervention effects.""}}"
Design and Evaluation of a Gamified Chat Generative Pre-trained Transformer-assisted English Course Learning System with Selfregulation Support,2025,unsure,"{""c1"": {""status"": ""unclear"", ""evidence"": ""The abstract refers to \""English language learners\"" but does not specify whether they are L2 English learners in ESL/EFL/ELL contexts (e.g., country, educational setting, or whether English is a foreign/second language). Thus, it is unclear if the population matches the review\u2019s target group.""}, ""c2"": {""status"": ""pass"", ""evidence"": ""The study explicitly uses ChatGPT (a large language model) as the core of the learning system. It employs an experimental design with stratified random assignment to a control group (ChatGPT-assisted learning only) and an experimental group (ChatGPT plus gamification and self-regulation nudges), satisfying the requirement for an LLM-based intervention.""}, ""c3"": {""status"": ""unclear"", ""evidence"": ""The intervention covers weekly modules including reading, writing, speaking, and listening. The abstract does not indicate that writing competence or writing-related variables are the primary focus; writing appears as one of several skills. It is unclear whether the main outcome measures are specifically writing-related or more general language proficiency and motivation.""}, ""c4"": {""status"": ""unclear"", ""evidence"": ""The study uses pre- and post-tests and statistical analyses (independent-sample t-tests, effect sizes) to compare group performance, indicating quantitative outcomes. However, the abstract does not specify whether any of these outcome metrics are explicitly writing-related (e.g., writing scores, writing quality measures) as opposed to overall language proficiency or motivation. Thus, it is unclear if quantifiable writing outcomes are reported.""}}"
Analysis of Personalized English Teaching Path Planning and Strategies under the Integration of Big Data and Artificial Intelligence,2025,exclude,"{""c1"": {""status"": ""unclear"", ""evidence"": ""The abstract refers to 200 students in an English teaching context but does not specify whether they are L2 English learners in ESL/EFL/ELL settings or native speakers. The learner population and context (e.g., EFL in a specific country) are not clearly identified.""}, ""c2"": {""status"": ""fail"", ""evidence"": ""The intervention is described broadly as an AI-supported, big-data-driven personalized learning model and \u2018AI platforms\u2019. There is no indication that the AI tools are large language models (e.g., ChatGPT, GPT-4) or transformer-based generative systems, nor that they are used specifically for writing instruction. Thus it does not clearly meet the LLM-based intervention requirement.""}, ""c3"": {""status"": ""fail"", ""evidence"": ""The study targets overall English learning outcomes across the four skills (listening, speaking, reading, writing). Writing is only one of several skills and is not the primary or explicit focus of the intervention design; the emphasis is on general personalized English teaching path planning rather than writing competence or writing-related variables specifically.""}, ""c4"": {""status"": ""pass"", ""evidence"": ""The abstract reports quantifiable post-test outcomes, including a mean improvement of 22% in writing and speaking skills and an 8-point increase in post-test scores, analyzed via t-tests and regression. Thus, measurable writing-related outcomes are present, even though they are combined with other skills.""}}"
Balancing Technology with Pedagogy in Smart Classrooms for English Language,2025,exclude,"{""c1"": {""status"": ""unclear"", ""evidence"": ""Participants are 200 secondary school students in English language instruction, but it is not specified whether they are L2 English learners in ESL/EFL/ELL contexts or native speakers. The abstract only mentions \u201cEnglish language acquisition\u201d without clarifying L1/L2 status.""}, ""c2"": {""status"": ""fail"", ""evidence"": ""The intervention involves \u201csmart classroom technologies\u2014such as interactive whiteboards, augmented reality (AR), and adaptive learning platforms.\u201d There is no mention of large language models (e.g., ChatGPT, GPT-4) or transformer-based generative AI. Thus, it does not meet the LLM-based intervention requirement.""}, ""c3"": {""status"": ""pass"", ""evidence"": ""Writing is one of the targeted skills: the study reports gains in \u201creading comprehension, writing skills, listening skills, and speaking abilities.\u201d The context includes writing competence as a primary outcome among other language skills.""}, ""c4"": {""status"": ""pass"", ""evidence"": ""The study uses a quasi-experimental design with pre- and post-tests and reports quantitative gains, including a 15% increase in writing skills. These are quantifiable writing outcome metrics aligned with the requirement for measurable intervention effects.""}}"
