Title,Year,Decision,Notes
Undergraduate Esl Students’ Use and Perceptions of Chatgpt for Academic Writing Purposes; O Uso E as Percepções De Estudantes De Graduação Em Esl Sobre O Chatgpt Para Fins De Escrita Acadêmica,2024,exclude,"{""c1"": {""status"": ""pass"", ""evidence"": ""Participants are undergraduate ESL students in an intensive academic writing course at a public science and engineering institute in India, clearly indicating L2 English learners in an ESL academic writing context.""}, ""c2"": {""status"": ""fail"", ""evidence"": ""The study is a survey of students\u2019 existing use and perceptions of ChatGPT. There is no mention of an experimental or quasi-experimental instructional intervention integrating ChatGPT into writing instruction; it is observational, not an intervention study.""}, ""c3"": {""status"": ""pass"", ""evidence"": ""The context is explicitly ESL academic writing, focusing on students\u2019 use of ChatGPT to generate and review academic texts, summarise, and correct grammar and vocabulary in writing.""}, ""c4"": {""status"": ""fail"", ""evidence"": ""The study uses Likert-scale, multiple-choice, and one open-ended item to examine use, trustworthiness, and utility perceptions. It reports no quantifiable writing performance outcomes or measures of writing competence; only attitudes and self-reported use are analyzed.""}}"
Understanding Vietnamese English Majors' Use and Acceptance of Ai-powered Tools for English Academic Writing at University,2024,exclude,"{""c1"": {""status"": ""pass"", ""evidence"": ""Participants are Vietnamese English majors (EFL learners) using AI tools for English academic writing at university, clearly fitting an L2 English EFL context.""}, ""c2"": {""status"": ""fail"", ""evidence"": ""The study investigates learners\u2019 use and acceptance of various AI-powered tools, noting the popularity of Generative AI, but it does not describe an experimental or quasi-experimental instructional intervention integrating a specific LLM into writing instruction. It is a survey/interview study of existing practices and attitudes.""}, ""c3"": {""status"": ""pass"", ""evidence"": ""The context is explicitly English academic writing in EFL tertiary settings, focusing on AI-assisted academic writing practice and related perceptions, which is writing-focused.""}, ""c4"": {""status"": ""fail"", ""evidence"": ""The study reports questionnaire and interview data on use, acceptance, and perceptions (e.g., determinants of user acceptance, perceived advantages and concerns). It does not report quantifiable writing outcome metrics (e.g., changes in writing quality, scores, or measurable performance) resulting from an LLM-mediated intervention.""}}"
Impact of Chatgpt on Esl Students’ Academic Writing Skills: a Mixed Methods Intervention Study,2024,include,"{""c1"": {""status"": ""pass"", ""evidence"": ""Participants are explicitly described as 'undergraduate ESL students' and 'tertiary level ESL students,' indicating L2 English learners in an ESL context with a focus on English academic writing.""}, ""c2"": {""status"": ""pass"", ""evidence"": ""The study examines 'the impact of ChatGPT as a formative feedback tool on the writing skills of undergraduate ESL students' and is described as a 'mixed methods intervention study,' indicating an experimental/quasi-experimental design integrating an LLM (ChatGPT) into writing instruction.""}, ""c3"": {""status"": ""pass"", ""evidence"": ""The primary focus is on 'students' academic writing skills' and the use of ChatGPT as a feedback tool in 'large-size writing classes.' The context is clearly writing instruction and development, not automated scoring or non-pedagogical evaluation.""}, ""c4"": {""status"": ""pass"", ""evidence"": ""The study reports that 'data were collected ... through three tests' and that 'findings indicate a significant positive impact of ChatGPT on students' academic writing skills,' implying quantifiable writing outcome measures were used to assess the intervention\u2019s effectiveness.""}}"
Detecting Contract Cheating through Linguistic Fingerprint,2024,exclude,"{""c1"": {""status"": ""pass"", ""evidence"": ""Participants are 150 learners majoring in engineering and business who were studying English as a foreign language at a college in Saudi Arabia, clearly an EFL context with English as the target language.""}, ""c2"": {""status"": ""fail"", ""evidence"": ""Although the abstract mentions AI-based language models such as ChatGPT as a concern, the intervention studied is a machine learning model (TF-IDF + logistic regression) for detecting contract cheating, not an LLM integrated into writing instruction or writing processes. No LLM-based pedagogical intervention is implemented.""}, ""c3"": {""status"": ""fail"", ""evidence"": ""The primary focus is on detecting contract cheating via linguistic fingerprinting and academic integrity, not on improving writing competence or writing-related pedagogical outcomes. Writing is used as data for detection, not as the target of instructional intervention.""}, ""c4"": {""status"": ""fail"", ""evidence"": ""The reported quantitative outcomes are ML performance metrics (accuracy, precision, recall, F1-score) for detecting non-consistent essays, not measures of learners\u2019 writing quality or development following an LLM-mediated writing intervention.""}}"
"“chatgpt Is the Companion, Not Enemies”: Efl Learners’ Perceptions and Experiences in Using Chatgpt for Feedback in Writing",2024,exclude,"{""c1"": {""status"": ""pass"", ""evidence"": ""Participants are 45 EFL learners in Macau, clearly indicating L2 English learners in an EFL context with focus on English writing.""}, ""c2"": {""status"": ""pass"", ""evidence"": ""The study examines learners\u2019 use of ChatGPT, an LLM, for feedback in their English writing process over a semester-long writing course, indicating an instructional context integrating an LLM.""}, ""c3"": {""status"": ""pass"", ""evidence"": ""The context is explicitly EFL writing, focusing on the use of ChatGPT for feedback in writing and its impact on writing-related variables such as motivation, self-efficacy, engagement, and collaborative writing tendency.""}, ""c4"": {""status"": ""fail"", ""evidence"": ""The abstract reports quantitative data from a questionnaire and qualitative interview data, focusing on perceptions and affective/behavioral variables (motivation, self-efficacy, engagement, collaboration). It does not indicate any objective or quantifiable writing performance outcomes (e.g., writing scores, text quality measures). Thus, no direct writing competence metrics are reported.""}}"
Exploring Eap Students' Perceptions of Genai and Traditional Grammar-checking Tools for Language Learning,2024,exclude,"{""c1"": {""status"": ""pass"", ""evidence"": ""Participants are first-year students in an English for Academic Purposes (EAP) course at a Hong Kong university, i.e., L2 English learners in an EAP/ESL-type context.""}, ""c2"": {""status"": ""fail"", ""evidence"": ""The study explores perceptions of GenAI and traditional grammar-checking tools via interviews; it does not describe an experimental or quasi-experimental intervention integrating LLMs into writing instruction or processes.""}, ""c3"": {""status"": ""unclear"", ""evidence"": ""The focus is on perceptions and implications of GenAI in academic writing instruction, but not on a specific, structured writing intervention or measured change in writing competence.""}, ""c4"": {""status"": ""fail"", ""evidence"": ""The methodology is qualitative (semi-structured interviews) and reports perceptions, ethical and pedagogical implications; no quantifiable writing outcome metrics or experimental measures are mentioned.""}}"
L2 Writer Engagement with Automated Written Corrective Feedback Provided by Chatgpt: a Mixed-method Multiple Case Study,2024,exclude,"{""c1"": {""status"": ""pass"", ""evidence"": ""The abstract explicitly refers to 'L2 writers' and 'L2 writing classrooms', indicating a population of second language learners engaged in English L2 writing pedagogy.""}, ""c2"": {""status"": ""pass"", ""evidence"": ""The study investigates ChatGPT, a generative AI large language model, as an automated written corrective feedback (AWCF) provider in L2 writing, which constitutes an LLM-based intervention in the writing process.""}, ""c3"": {""status"": ""pass"", ""evidence"": ""The context is L2 writing classrooms and the use of ChatGPT for AWCF on 'writing products'. The focus is on engagement with feedback in the writing process, which is directly writing-related and pedagogical rather than assessment-only.""}, ""c4"": {""status"": ""fail"", ""evidence"": ""The study is described as a 'mixed-method multiple case study' focusing on behavioral, cognitive, and affective engagement, with data from prompt techniques, revision operations, strategies, and attitudes. The abstract does not indicate any experimental or quasi-experimental design measuring changes in writing quality or other quantifiable writing outcome metrics; it centers on engagement, not effectiveness of the intervention on writing performance.""}}"
Examining the Relationship between the L2 Motivational Self System and Technology Acceptance Model Post Chatgpt Introduction and Utilization,2024,exclude,"{""c1"": {""status"": ""pass"", ""evidence"": ""Participants are described as 35 second-year university English as a foreign language (EFL) students, clearly indicating L2 English learners in an EFL context.""}, ""c2"": {""status"": ""pass"", ""evidence"": ""The study includes two sessions of instructor-led ChatGPT usage writing workshops, indicating an intervention that integrates an LLM (ChatGPT) into writing activities.""}, ""c3"": {""status"": ""fail"", ""evidence"": ""Although the workshops involve ChatGPT usage for writing, the primary focus of the study is on the relationship between the L2 Motivational Self System and the Technology Acceptance Model post-ChatGPT introduction, not on writing competence or writing-related performance variables.""}, ""c4"": {""status"": ""fail"", ""evidence"": ""The abstract reports survey-based correlations between L2MSS and TAM constructs (e.g., Ought-to L2 Self predicting Actual Usage). It does not mention any quantifiable writing outcome metrics or measures of writing performance resulting from the ChatGPT-mediated intervention.""}}"
Gen Z Students and Their Perceptions of Technology in the Process of Second Language Acquisition Based on the Language Proficiency Level,2024,exclude,"{""c1"": {""status"": ""pass"", ""evidence"": ""Participants are Gen Z students at different levels of English proficiency (A2\u2013C2), indicating L2 English learners in an ESL/EFL context.""}, ""c2"": {""status"": ""fail"", ""evidence"": ""Although ChatGPT (an LLM) and NMT are mentioned, the study is based on a survey of perceptions and self-reported use. There is no experimental or quasi-experimental design integrating LLMs into instruction or writing processes.""}, ""c3"": {""status"": ""fail"", ""evidence"": ""The focus is on general second language acquisition and technology use (NMT and ChatGPT) across proficiency levels. Writing is only briefly mentioned (e.g., summary writing) as one of many uses, not as the primary focus or context of the study.""}, ""c4"": {""status"": ""fail"", ""evidence"": ""The study reports survey-based perceptions and usage patterns, not quantifiable writing outcome metrics or measured changes in writing performance following an LLM-mediated intervention.""}}"
"Graduate Students’ Use of Chatgpt for Academic Text Revision: Behavioral, Cognitive, and Affective Engagement",2024,exclude,"{""c1"": {""status"": ""pass"", ""evidence"": ""Participants were six Iranian graduate ESL students revising academic research proposals, clearly indicating L2 English learners in an ESL context.""}, ""c2"": {""status"": ""fail"", ""evidence"": ""Although ChatGPT (an LLM) is used for text revision, the study is observational/qualitative, examining how students engage with ChatGPT rather than implementing an experimental or quasi-experimental instructional intervention or treatment condition.""}, ""c3"": {""status"": ""pass"", ""evidence"": ""The focus is on academic text revision and use of ChatGPT for paraphrasing and improving professionalism in writing, which is directly related to L2 writing processes.""}, ""c4"": {""status"": ""fail"", ""evidence"": ""The abstract reports behavioral, cognitive, and affective engagement and satisfaction, but does not mention any quantifiable writing outcome metrics (e.g., writing scores, quality ratings, accuracy measures) to assess effectiveness of the ChatGPT-mediated revision.""}}"
