Title,Year,Decision,Notes
The Role of Chatgpt in Enhancing Efl Students’ Esp Writing Skills: an Experimental Study of Gender and Major Differences,2025,include,"{""c1"": {""status"": ""pass"", ""evidence"": ""Participants are described as EFL university students learning ESP writing, which clearly indicates L2 English learners in an EFL context with a focus on English writing.""}, ""c2"": {""status"": ""pass"", ""evidence"": ""The study is an experimental study using ChatGPT as a self-directed learning tool. ChatGPT is a large language model, and it is integrated into the learning process to enhance ESP writing skills.""}, ""c3"": {""status"": ""pass"", ""evidence"": ""The primary focus is on ESP writing skills, i.e., writing competence. The intervention uses ChatGPT specifically to enhance writing, not for automated scoring or non-pedagogical evaluation.""}, ""c4"": {""status"": ""pass"", ""evidence"": ""The study reports pre- and post-test data on writing skills, analyzed with Wilcoxon signed-rank test and ANOVA, indicating quantifiable writing outcome metrics to assess the effectiveness of the ChatGPT-mediated intervention.""}}"
Perceptions and Effectiveness of Ai-assisted Written Corrective Feedback: a Case Study of Chinese Efl University Students,2025,exclude,"{""c1"": {""status"": ""pass"", ""evidence"": ""Participants are Chinese EFL university students in a College English course, clearly indicating L2 English learners in an EFL context.""}, ""c2"": {""status"": ""unclear"", ""evidence"": ""The abstract refers to \u201cAI-assisted written corrective feedback (AI-WCF)\u201d and \u201cAI tools,\u201d but does not specify that these are large language model\u2013based systems (e.g., ChatGPT, GPT-4). They could be other AI feedback tools not based on LLMs.""}, ""c3"": {""status"": ""pass"", ""evidence"": ""The context is argumentative writing in a College English course, with AI-assisted written corrective feedback integrated into structured writing tasks. The focus is on writing subskills (unity, support, cohesion/coherence, language use).""}, ""c4"": {""status"": ""fail"", ""evidence"": ""Outcomes are based on self-assessed progress via questionnaires, i.e., perceived gains in writing subskills. There is no indication of objective, quantifiable writing performance measures (e.g., rated texts, scores) to assess effectiveness of the AI-mediated intervention.""}}"
A Hybrid System for Automated Assessment of Korean L2 Writing: Integrating Linguistic Features with Llm,2025,exclude,"{""c1"": {""status"": ""fail"", ""evidence"": ""The population consists of Korean L2 learners and the focus is on Korean L2 writing assessed on the TOPIK scale. The review requires L2 English learners in ESL/EFL/ELL contexts with data focused on English.""}, ""c2"": {""status"": ""fail"", ""evidence"": ""The LLM is used to generate an ideal reference answer as part of an automated essay scoring (AES) system. There is no experimental or quasi-experimental pedagogical intervention integrating LLMs into writing instruction or learner writing processes.""}, ""c3"": {""status"": ""fail"", ""evidence"": ""The primary focus is on developing and validating an automated assessment system (AES) for Korean L2 writing, not on writing instruction or intervention. This falls under excluded contexts (LLM functionality as an automated essay scoring system).""}, ""c4"": {""status"": ""fail"", ""evidence"": ""The study reports system performance metrics (scoring accuracy, alignment with human judgments) rather than quantifiable learner writing outcomes resulting from an LLM-mediated instructional intervention.""}}"
Teachers’ Perceptions and Students’ Strategies in Using Ai-mediated Informal Digital Learning for Career Esl Writing,2025,exclude,"{""c1"": {""status"": ""pass"", ""evidence"": ""Participants are university students in an English writing course in an ESL context (\u201ccareer ESL writing instruction\u201d), so they are L2 English learners in an ESL setting.""}, ""c2"": {""status"": ""fail"", ""evidence"": ""Although students use AI tools including ChatGPT (an LLM), the study is described as a case study exploring teachers\u2019 perceptions and students\u2019 strategies. There is no indication of an experimental or quasi-experimental design testing an LLM-based intervention; instead, it is observational/qualitative.""}, ""c3"": {""status"": ""pass"", ""evidence"": ""The context is clearly writing-focused: \u201ccareer ESL writing instruction,\u201d \u201cEnglish writing course,\u201d and exploration of how AI-mediated informal digital learning tools are used for writing projects and rhetorical accessibility.""}, ""c4"": {""status"": ""fail"", ""evidence"": ""The abstract reports qualitative findings about strategies and perceptions and mentions that students became more aware of how to improve their writing, but it does not report any quantifiable writing outcome metrics or experimental measures of writing improvement.""}}"
Blending Focus on Form and Technology: Teaching Essay Writing with Ai Tools; Biçim Ve Teknolojiye Odaklanmayı Harmanlamak: Yapay Zekâ Araçlarıyla Makale Yazmayı Öğretme,2025,exclude,"{""c1"": {""status"": ""pass"", ""evidence"": ""Participants are explicitly described as 120 undergraduate ESL learners, indicating L2 English learners in an ESL context with a focus on English essay writing.""}, ""c2"": {""status"": ""fail"", ""evidence"": ""The abstract states that the intervention integrates focus-on-form instruction with \u2018AI tools\u2019 but does not specify that these are large language models (e.g., ChatGPT, GPT-4). Given the generic term \u2018AI tools\u2019 and no mention of generative or LLM-based systems, it cannot be assumed they are LLMs rather than other AI-based writing aids.""}, ""c3"": {""status"": ""pass"", ""evidence"": ""The study\u2019s primary focus is on teaching essay writing and examining effects on accuracy, fluency, and overall writing proficiency, clearly centering on writing competence rather than automated scoring or non-pedagogical evaluation.""}, ""c4"": {""status"": ""pass"", ""evidence"": ""The design includes pre- and post-tests comparing control and experimental groups, and reports significant enhancement in essay writing in terms of linguistic accuracy and engagement, indicating quantifiable writing outcome metrics.""}}"
Pre-service Teachers’ Perceptions of the Use of Artificial Intelligence in an English as a Foreign Language Learning Context,2025,exclude,"{""c1"": {""status"": ""pass"", ""evidence"": ""Participants are 120 EFL university students (B1\u2013B2 CEFR) in an English as a Foreign Language learning context, which fits the L2 English learner population criterion.""}, ""c2"": {""status"": ""fail"", ""evidence"": ""Although generative AI tools, specifically ChatGPT, are mentioned, the study focuses on pre-service teachers\u2019 perceptions of integrating these tools, not on an experimental or quasi-experimental LLM-based writing intervention. No structured instructional treatment using ChatGPT is described.""}, ""c3"": {""status"": ""unclear"", ""evidence"": ""Writing is mentioned as one of several perceived benefits (students affirmed ChatGPT enhanced their writing abilities), but the primary focus is general EFL learning and perceptions of AI, not a targeted writing competence intervention.""}, ""c4"": {""status"": ""fail"", ""evidence"": ""The study uses surveys, narratives, questionnaires, and interviews to explore perceptions. There is no indication of quantifiable writing outcome measures (e.g., pre/post writing scores, rubric-based writing assessment) to evaluate the effectiveness of an LLM-mediated writing intervention.""}}"
Artificial Intelligence in Esl/efl Education: Evidence from Recent Reviews (2024–2025),2025,exclude,"{""c1"": {""status"": ""fail"", ""evidence"": ""The article is explicitly described as a \u201creview of reviews,\u201d synthesizing 14 systematic reviews, meta-analyses, and meta-syntheses. It does not report on a primary study with a defined participant population of L2 English learners; instead, it aggregates findings from other reviews.""}, ""c2"": {""status"": ""fail"", ""evidence"": ""As a secondary study (\u201creview of reviews\u201d), it does not implement an experimental or quasi-experimental LLM-based intervention itself. It summarizes prior work on AI-enhanced instruction, including generative AI such as ChatGPT, but does not constitute an intervention study.""}, ""c3"": {""status"": ""fail"", ""evidence"": ""The focus is on synthesizing evidence across multiple skills and dimensions (writing, speaking, learner roles, ethics), not on a specific, primary writing-focused pedagogical intervention. It is a higher-level synthesis rather than a context-specific writing intervention study.""}, ""c4"": {""status"": ""fail"", ""evidence"": ""The article does not report original, quantifiable writing outcome metrics from a primary intervention. Any effectiveness data are aggregated from other reviews, which falls under excluded publication types (reviews, meta-analyses).""}}"
Genai and Human Assessments of L2 Chinese Writing: Interrater Reliability and Rater Bias,2025,exclude,"{""c1"": {""status"": ""fail"", ""evidence"": ""Participants are learners of Chinese as a second language (L2 Chinese writing). The review targets L2 English learners in ESL/EFL/ELL contexts with a focus on English writing, so the population and target language do not match the inclusion criteria.""}, ""c2"": {""status"": ""fail"", ""evidence"": ""ChatGPT and DeepSeek are used as automated raters to assess L2 Chinese writing. There is no indication of an experimental or quasi-experimental pedagogical intervention integrating LLMs into writing instruction or writing processes; the focus is on assessment reliability and rater bias.""}, ""c3"": {""status"": ""fail"", ""evidence"": ""The primary focus is on writing assessment (interrater reliability, severity, consistency, genre-based bias) rather than on improving writing competence or writing-related learning outcomes. It evaluates LLMs as essay scorers, which the protocol specifies should be excluded.""}, ""c4"": {""status"": ""fail"", ""evidence"": ""The study reports psychometric outcomes (agreement, correlation, severity, bias) for rating performance, not quantifiable writing outcome metrics resulting from an LLM-mediated writing intervention. There is no structured instructional intervention whose impact on learners\u2019 writing is measured.""}}"
Examining the Efficacy of Chatgpt and Human-derived Corrective Feedback in Addressing Grammatical Errors in Saudi Efl Students’ Compositions,2025,include,"{""c1"": {""status"": ""pass"", ""evidence"": ""Participants are 53 Saudi EFL undergraduates at the University of Jeddah. The context is explicitly EFL and the focus is on English grammatical accuracy in students\u2019 compositions.""}, ""c2"": {""status"": ""pass"", ""evidence"": ""The intervention compares ChatGPT-based written corrective feedback (experimental group) with human corrective feedback (control group) over eight weeks. ChatGPT is a large language model integrated into the writing instruction process, and the design is experimental with pretest\u2013posttest groups.""}, ""c3"": {""status"": ""pass"", ""evidence"": ""The study focuses on written corrective feedback on students\u2019 compositions and aims to foster linguistic accuracy in writing. The context is clearly writing instruction (EFL compositions) rather than automated scoring or non-pedagogical evaluation.""}, ""c4"": {""status"": ""pass"", ""evidence"": ""Pretests and posttests assessed participants\u2019 grammatical competence in writing, and quantitative findings report that the experimental group significantly outperformed the control group in the posttest. These are quantifiable writing-related outcome measures of the LLM-mediated intervention.""}}"
Exploring Efl Teachers' Strategies in Employing Ai Chatbots in Writing Instruction to Enhance Student Engagement,2025,exclude,"{""c1"": {""status"": ""pass"", ""evidence"": ""Participants are explicitly described as EFL students, i.e., L2 English learners in an EFL context.""}, ""c2"": {""status"": ""unclear"", ""evidence"": ""The abstract refers to \u201cAI chatbots\u201d and \u201cadvanced AI language models\u201d but does not specify that they are large language models (e.g., ChatGPT, GPT-4) as opposed to rule-based or simpler AI chatbots. The specific technology and model type are not identified.""}, ""c3"": {""status"": ""pass"", ""evidence"": ""The context is EFL writing instruction, and the intervention is the use of AI chatbots within writing classes. The focus is pedagogical, not automated scoring or system evaluation.""}, ""c4"": {""status"": ""fail"", ""evidence"": ""The study\u2019s primary quantitative outcome is student engagement (affective, behavioral, cognitive). There is no indication of quantifiable writing performance or writing quality measures; writing outcomes are only mentioned generically as \u2018eventually enhancing student learning outcomes\u2019 without reported metrics.""}}"
