Title,Year,Decision,Notes
Metacognitive Mastery: Transformative Learning in Efl through a Generative Ai Chatbot Fueled by Metalinguistic Guidance,2024,exclude,"{""c1"": {""status"": ""pass"", ""evidence"": ""Participants are explicitly described as EFL students taking linguistics courses, which fits the target population of L2 English learners in an EFL context.""}, ""c2"": {""status"": ""pass"", ""evidence"": ""The study uses a Generative AI Chatbot (GAC) to provide metalinguistic guidance and corrective feedback, and employs a quasi-experimental pretest\u2013posttest design comparing CF-based GAC vs. MG-based GAC. This aligns with an LLM-based instructional intervention.""}, ""c3"": {""status"": ""fail"", ""evidence"": ""The focus is on linguistics courses, metalinguistic guidance, learning achievement, reflective performance, perception, and metacognitive awareness. The abstract does not indicate that writing competence or writing-related performance is a primary outcome; it appears to target general learning and metacognition rather than writing.""}, ""c4"": {""status"": ""unclear"", ""evidence"": ""Quantitative outcomes are reported (learning achievement, reflective performance, metacognitive awareness), but the abstract does not specify that any of these are writing outcome measures (e.g., writing quality, accuracy, complexity). It is unclear whether writing performance was assessed at all.""}}"
Exploring Efl Learners' Integration and Perceptions of Chatgpt's Text Revisions: a Three-stage Writing Task Study,2024,exclude,"{""c1"": {""status"": ""pass"", ""evidence"": ""Participants are explicitly described as English as a foreign language (EFL) learners in an EFL classroom context, so the population is L2 English learners.""}, ""c2"": {""status"": ""fail"", ""evidence"": ""Although ChatGPT (an LLM) is used to provide reformulations as feedback within a three-stage writing task, the abstract does not indicate an experimental or quasi-experimental design (e.g., no control/comparison condition, no pre-post or treatment contrast). It is primarily an observational study of how learners notice and integrate ChatGPT\u2019s revisions.""}, ""c3"": {""status"": ""pass"", ""evidence"": ""The context is clearly EFL writing: a three-stage writing task (composing\u2013comparison\u2013rewriting) focusing on learners\u2019 revision behavior and perceptions of ChatGPT\u2019s reformulations in writing.""}, ""c4"": {""status"": ""fail"", ""evidence"": ""Outcomes reported concern noticing (type and depth), number of reformulations integrated, and perceptions from a questionnaire. There is no mention of quantifiable writing performance metrics (e.g., scores, accuracy, complexity) to assess effectiveness of the intervention on writing competence.""}}"
Chatgpt as a Tool for Self-learning English among Efl Learners: a Multi-methods Study,2024,exclude,"{""c1"": {""status"": ""pass"", ""evidence"": ""Participants are 344 English as a Foreign Language (EFL) learners, clearly indicating L2 English learners in an EFL context.""}, ""c2"": {""status"": ""fail"", ""evidence"": ""Although ChatGPT (an LLM) is the focus, the study is not an experimental or quasi-experimental intervention in writing instruction. It is a multi-methods study (systematic review, survey, interviews) examining factors influencing ChatGPT acceptance and use, not testing a structured LLM-mediated writing intervention.""}, ""c3"": {""status"": ""fail"", ""evidence"": ""The context is general self-directed English language learning. Writing is only one of several skills mentioned (reading, writing, vocabulary, grammar), and the primary focus is technology acceptance and usage patterns, not writing competence or writing-related variables as the main outcome.""}, ""c4"": {""status"": ""fail"", ""evidence"": ""No quantifiable writing outcome metrics are reported. Outcomes concern perceived usefulness, ease of use, interactivity, enjoyment, trust, and continued use, rather than measured changes in writing performance or related quantitative writing outcomes.""}}"
Ai or Student Writing? Analyzing the Situational and Linguistic Characteristics of Undergraduate Student Writing and Ai-generated Assignments,2024,exclude,"{""c1"": {""status"": ""pass"", ""evidence"": ""The corpus consists of undergraduate assignments from an English as a Foreign Language (EFL) context, indicating L2 English learners in an EFL setting.""}, ""c2"": {""status"": ""fail"", ""evidence"": ""The study compares existing student assignments with ChatGPT-generated texts to analyze situational and linguistic characteristics. There is no indication of an experimental or quasi-experimental pedagogical intervention integrating LLMs into instruction or writing processes.""}, ""c3"": {""status"": ""fail"", ""evidence"": ""The primary focus is on comparing linguistic/register features of student vs. AI-generated texts, not on improving or assessing writing competence through an instructional intervention. It is essentially a comparative corpus/register analysis, not a teaching/learning context.""}, ""c4"": {""status"": ""fail"", ""evidence"": ""No quantifiable writing outcome metrics related to an LLM-mediated intervention are reported. The study does not measure changes in learners\u2019 writing performance; it only analyzes characteristics of existing texts.""}}"
Ai-powered Efl Pedagogy: Integrating Generative Ai into University Teaching Preparation through Utaut and Activity Theory,2024,exclude,"{""c1"": {""status"": ""fail"", ""evidence"": ""The participants are EFL lecturers in Indonesian higher education, focusing on their adoption of generative AI for teaching preparation. There is no indication that the study involves L2 English learners or reports learner data; the population is teachers, not students.""}, ""c2"": {""status"": ""unclear"", ""evidence"": ""The abstract mentions \u2018generative AI\u2019 but does not specify whether it is an LLM (e.g., ChatGPT) or how exactly it is integrated into instruction. The focus is on adoption factors (UTAUT, Activity Theory), not on a structured LLM-based writing intervention.""}, ""c3"": {""status"": ""fail"", ""evidence"": ""The primary focus is on EFL teaching preparation, technology adoption, and pedagogical practices. There is no mention of writing competence or writing-related variables as the main outcome; the study is about general teaching efficiency and content personalization.""}, ""c4"": {""status"": ""fail"", ""evidence"": ""No quantifiable writing outcome metrics are reported. Outcomes concern behavioral intention, actual use behavior, and factors influencing adoption of generative AI, not learners\u2019 writing performance or writing-related measures.""}}"
Success through Error: Using Error Analysis of Chatgpt Output in English as a Foreign Language Learner Writing Instruction,2024,include,"{""c1"": {""status"": ""pass"", ""evidence"": ""Participants were Arabic-English speakers in an English communication course, described as foreign language learners (EFL) and classified by IELTS standards. The focus is clearly on English as the target L2.""}, ""c2"": {""status"": ""pass"", ""evidence"": ""The intervention is an in-class exercise using text generated by ChatGPT, a large language model. There is a treatment group (error detection on ChatGPT output) and a control group (same exercises without ChatGPT), indicating a quasi-experimental design integrating an LLM into writing instruction.""}, ""c3"": {""status"": ""pass"", ""evidence"": ""The context is EFL writing instruction. After the exercises, students wrote a descriptive essay, and the study explicitly aims to see whether ChatGPT-based exercises aid foreign language writing, focusing on writing quality and related variables (lexical sophistication, syntactic complexity, sentence length).""}, ""c4"": {""status"": ""pass"", ""evidence"": ""The study reports quantifiable writing outcomes: essay length (number of words, number of sentences, sentence length) and quality indicators such as use of low-frequency and abstract words and complex syntactic structures. These are used to assess the effectiveness of the ChatGPT-mediated intervention.""}}"
"Unlocking English Proficiency: Transforming the English Learning Curriculum for Colombian Middle Schoolers with Ipt Powered by Elsa’s Ai-assisted App & Asr; Desbloqueando a Competência Em Inglês: Transformando O Currículo De Aprendizagem De Inglês Para Alunos Colombianos Do Ensino Médio Com Ipt Alimentado Pelo Aplicativo Assistido Por Ia Da Elsa E Asr; Desbloqueando La Proficiencia En Inglés: Cómo La Aplicación Asistida Por Inteligencia Artificial Elsa, Basada En Asr E Ipt, Beneficia La Competencia En Inglés De Los Estudiantes De Educación Secundaria En Colombia",2024,exclude,"{""c1"": {""status"": ""pass"", ""evidence"": ""Participants are Colombian middle school students learning English as a Foreign Language (EFL), clearly an L2 English learner population in an EFL context.""}, ""c2"": {""status"": ""fail"", ""evidence"": ""The intervention uses Elsa Speak, described as an AI app using Automatic Speech Recognition (ASR) and Intentional Phonetic Training (IPT). There is no indication that it is based on a large language model or transformer-based generative model; it is focused on ASR and pronunciation training, not LLM-mediated generation.""}, ""c3"": {""status"": ""fail"", ""evidence"": ""The primary focus is on phonetic skills (intonation, fluency, pronunciation, sound discrimination, stressed syllables) and speaking proficiency (IELTS Speaking Score). Writing is only mentioned indirectly and not as a central instructional or assessment focus, so the context is not writing competence or writing-related variables.""}, ""c4"": {""status"": ""fail"", ""evidence"": ""Outcomes reported are mainly speaking-related (IELTS Speaking via Elsa, pronunciation, fluency, intonation). There are no quantifiable writing outcome metrics or structured writing intervention measures reported in the abstract.""}}"
Generative Ai’s Recolonization of Efl Classrooms the Case of Continuation Writing,2024,exclude,"{""c1"": {""status"": ""pass"", ""evidence"": ""The context is Chinese English as a Foreign Language (EFL) classrooms and continuation writing in China\u2019s EFL assessment, clearly involving L2 English learners in an EFL setting.""}, ""c2"": {""status"": ""fail"", ""evidence"": ""Although the study uses \u2018generative AI\u2019 and \u2018AI chatbots\u2019 to generate continuation writing samples, it is not described as an experimental or quasi-experimental pedagogical intervention. AI is used to illustrate an argument about cultural and linguistic patterns, not as an instructional treatment whose effects are measured.""}, ""c3"": {""status"": ""fail"", ""evidence"": ""The primary focus is on ideological, cultural, and discourse risks (recolonization, native-speakerism, cultural hollowness) in AI-generated texts, analyzed via systemic functional linguistics. It does not describe an instructional design aimed at improving writing competence, but rather critiques the potential impact of using such texts.""}, ""c4"": {""status"": ""fail"", ""evidence"": ""No quantifiable writing outcome metrics or learner performance data are reported. The study illustrates arguments with AI-generated data and discourse analysis, not with experimental measures of students\u2019 writing development.""}}"
Worddecipher: Enhancing Digital Workspace Communication with Explainable Ai for Non-native English Speakers,2024,exclude,"{""c1"": {""status"": ""pass"", ""evidence"": ""The abstract explicitly targets non-native English speakers (NNES) in digital workspace communication, implying L2 English users in an EFL/ESL/ELL-type context focused on English writing.""}, ""c2"": {""status"": ""unclear"", ""evidence"": ""The tool WordDecipher is described as leveraging large language models and word embeddings to provide writing support. However, the abstract does not specify an experimental or quasi-experimental study design; it mainly presents a tool and a usage scenario, not a structured intervention study.""}, ""c3"": {""status"": ""fail"", ""evidence"": ""The focus is on enhancing digital workspace communication (emails, Slack messages) and explaining nuances of expressions, but there is no indication of a pedagogical writing intervention or systematic instruction aimed at developing writing competence; it is a tool demonstration rather than an instructional context.""}, ""c4"": {""status"": ""fail"", ""evidence"": ""The abstract mentions a usage scenario showing potential benefits but does not report any quantifiable writing outcome metrics or experimental evaluation of writing performance. No structured measures of writing improvement are described.""}}"
"Proceedings of the 3rd Workshop on Intelligent and Interactive Writing Assistants, In2writing 2024, Co-located with the Acm Chi Conference on Human Factors in Computing Systems, Chi 2024",2024,exclude,"{""c1"": {""status"": ""unclear"", ""evidence"": ""The abstract describes a proceedings volume with 17 papers on AI writing assistants, including some references to non-native English speakers and students, but it does not specify that any study focuses on L2 English learners in ESL/EFL/ELL contexts with analyzable data on English writing.""}, ""c2"": {""status"": ""unclear"", ""evidence"": ""Several papers involve AI/LLM-based writing assistants (e.g., ChatGPT, LLMs for educational materials), but the abstract does not clearly indicate which, if any, use experimental or quasi-experimental designs integrating LLMs into writing instruction or processes in a way suitable for intervention analysis.""}, ""c3"": {""status"": ""unclear"", ""evidence"": ""The proceedings focus broadly on intelligent and interactive writing assistants, including topics like self-disclosure, ecosystem risks, mental models, and communication support. It is not clear which papers, if any, primarily target writing competence or writing-related pedagogical outcomes rather than general HCI or usage patterns.""}, ""c4"": {""status"": ""fail"", ""evidence"": ""The abstract does not mention any quantifiable writing outcome metrics (e.g., writing quality scores, complexity measures, accuracy) resulting from LLM-mediated interventions. It instead highlights conceptual, design, and usage studies, so it cannot be confirmed that any included paper reports experimental writing outcome measures.""}}"
