Title,Year,Decision,Notes
Large Language Model-based Artificial Intelligence in the Language Classroom: Practical Ideas for Teaching,2023,exclude,"{""c1"": {""status"": ""unclear"", ""evidence"": ""The abstract discusses language learning and language classrooms in general but does not specify that participants are L2 English learners in ESL/EFL/ELL contexts, nor that the focus is specifically on English.""}, ""c2"": {""status"": ""fail"", ""evidence"": ""The paper is described as providing examples and practical ideas for using LLMs (e.g., GPT/ChatGPT) for materials development, activities, and feedback. There is no indication of an experimental or quasi-experimental study design or an implemented intervention with participants; it appears to be a conceptual/practical article.""}, ""c3"": {""status"": ""unclear"", ""evidence"": ""Writing is mentioned only indirectly via \u2018materials development\u2019 and \u2018providing feedback\u2019; the abstract does not state that the primary focus is on writing competence or writing-related variables, and seems to address language teaching more broadly.""}, ""c4"": {""status"": ""fail"", ""evidence"": ""The abstract does not mention any quantitative outcome measures or assessment of writing performance. It focuses on examples and discussion of potential uses, not on measured effects of an LLM-mediated writing intervention.""}}"
"Perceptions of High School Students on Ai Chatbots Use in English Learning: Benefits, Concerns, and Ethical Consideration",2023,exclude,"{""c1"": {""status"": ""pass"", ""evidence"": ""Participants are high school students using AI chatbots in English learning, which fits an EFL/ESL/ELL-type context focused on English.""}, ""c2"": {""status"": ""fail"", ""evidence"": ""The study is a perception survey about AI chatbot use; there is no indication of an experimental or quasi-experimental design integrating a specific LLM (e.g., ChatGPT) into a structured writing intervention.""}, ""c3"": {""status"": ""fail"", ""evidence"": ""The focus is on general English learning, benefits, concerns, and ethical considerations. Writing competence or writing-related variables are not mentioned as a primary focus.""}, ""c4"": {""status"": ""fail"", ""evidence"": ""The study reports perceptions and attitudes (via survey, frequency, means, t-test) but does not report quantifiable writing outcome metrics or effects of an LLM-mediated writing intervention.""}}"
Analyzing Composition Complexity in Revised Versions through Artificial Intelligence-based Writing Assistants,2023,exclude,"{""c1"": {""status"": ""pass"", ""evidence"": ""The study focuses on English learners\u2019 writing practice and analyzes university-level English essays, indicating an L2 English learner population in an EFL/ESL context.""}, ""c2"": {""status"": ""fail"", ""evidence"": ""The intervention uses Grammarly, described as an AI-powered correction system. Grammarly is not a large language model-based generative tool like ChatGPT or GPT-4; it is typically rule-based/ML-based proofreading, so it does not meet the LLM requirement.""}, ""c3"": {""status"": ""pass"", ""evidence"": ""The primary focus is on writing competence, specifically lexical and syntactic complexity in essays before and after correction by Grammarly, which is clearly a writing-related outcome.""}, ""c4"": {""status"": ""pass"", ""evidence"": ""The study reports quantifiable writing outcome metrics, using three lexical complexity indicators and ten syntactic complexity indicators to measure changes in essays pre- and post-correction.""}}"
Work in Progress: Safeguarding Authenticity: Strategies for Combating Ai-generated Plagiarism in Academia,2023,exclude,"{""c1"": {""status"": ""unclear"", ""evidence"": ""The abstract does not specify that participants are L2 English learners in ESL/EFL/ELL contexts. It mentions students in STEM and use of English language sentence patterns, but their L1/L2 status and language learning context are not described.""}, ""c2"": {""status"": ""fail"", ""evidence"": ""ChatGPT is used only to generate a comparison paragraph for plagiarism-detection purposes. There is no experimental or quasi-experimental design integrating an LLM into writing instruction or the students\u2019 writing process as an intervention; rather, the focus is on assessment and detection of AI-generated plagiarism.""}, ""c3"": {""status"": ""fail"", ""evidence"": ""The primary focus is on safeguarding authenticity and detecting AI-generated plagiarism via a rubric, not on improving writing competence or writing-related pedagogical interventions. The LLM is not used as a teaching or learning tool for writing but as a source of text to be distinguished from human writing.""}, ""c4"": {""status"": ""fail"", ""evidence"": ""Although rubric scores and thresholds are discussed, these metrics relate to identifying/deconstructing language frames for the purpose of distinguishing human vs. AI text, not to evaluating the effectiveness of an LLM-mediated writing intervention on learners\u2019 writing outcomes.""}}"
Teaching Chatbot Prompt Strategies in Efl Essay Writing Instruction,2023,exclude,"{""c1"": {""status"": ""pass"", ""evidence"": ""The participants are EFL students in an essay writing unit, which fits the target population of L2 English learners in an EFL context.""}, ""c2"": {""status"": ""unclear"", ""evidence"": ""The abstract refers to \u201cAI chatbots\u201d and \u201cchatbot outputs\u201d but does not specify that these are large language models (e.g., ChatGPT, GPT-4). It could involve LLMs, but this is not explicit from the title/abstract alone.""}, ""c3"": {""status"": ""pass"", ""evidence"": ""The context is clearly EFL essay writing instruction, focusing on AI chatbot prompt strategies within an essay writing unit, which aligns with writing competence and writing-related variables.""}, ""c4"": {""status"": ""fail"", ""evidence"": ""The study focuses on students\u2019 perceptions, reflections, and content analysis of opportunities and challenges. There is no mention of quantitative writing outcome measures or experimental assessment of writing performance.""}}"
"The Challenges of Developing Technological, Pedagogical, and Content Knowledge in Aviation English Field",2023,exclude,"{""c1"": {""status"": ""pass"", ""evidence"": ""Participants are Indonesian aviation English teachers working in an ESP (English for Specific Purposes) context, which implies a focus on L2 English teaching/learning. Thus, the population is relevant to L2 English education, even though learners themselves are not the direct participants.""}, ""c2"": {""status"": ""fail"", ""evidence"": ""The study explores teachers\u2019 perceptions of their TPACK development and challenges in using technologies generally. There is no mention of large language models (e.g., ChatGPT, GPT-4) or any specific LLM-based intervention; it is about technology integration in broad terms.""}, ""c3"": {""status"": ""fail"", ""evidence"": ""Although writing is mentioned as a macro skill, the primary focus is on teachers\u2019 technological, pedagogical, and content knowledge (TPACK) and challenges, not on a concrete writing instruction intervention or writing competence outcomes.""}, ""c4"": {""status"": ""fail"", ""evidence"": ""The study uses qualitative interview data to examine perceptions. It does not report quantifiable writing outcome metrics or any experimental/quasi-experimental evaluation of a writing intervention.""}}"
Integration of Big Data and Artificial Intelligence in Constructing Learners' Individualized Feedback System,2023,exclude,"{""c1"": {""status"": ""fail"", ""evidence"": ""Participants are described as '65 intermediate Chinese second language learners.' The population appears to be learners of Chinese as an L2, not L2 English learners in ESL/EFL/ELL contexts. The abstract does not mention English as the target language.""}, ""c2"": {""status"": ""unclear"", ""evidence"": ""The study uses an 'AI-based feedback system' for L2 writing, but there is no indication that it is based on large language models (e.g., ChatGPT, GPT-4, transformer-based generative models). It could be any AI feedback system, including non-LLM approaches.""}, ""c3"": {""status"": ""pass"", ""evidence"": ""The focus is on L2 writing feedback and its impact on 'writing quality,' 'writing proficiency,' and 'high-quality writing.' The intervention is clearly pedagogical and centered on writing instruction and feedback.""}, ""c4"": {""status"": ""pass"", ""evidence"": ""The study uses an experimental vs. control group design and reports that the AI-based feedback system 'will significantly improve learners' overall writing gains and the learning engagement,' implying quantifiable writing outcome measures were collected.""}}"
An Investigation into the Use of Educational Apps in Efl Courses,2023,exclude,"{""c1"": {""status"": ""fail"", ""evidence"": ""Participants are 43 English teachers, not L2 English learners. The study focuses on teachers\u2019 use of educational apps in EFL courses rather than on data from L2 learners themselves.""}, ""c2"": {""status"": ""fail"", ""evidence"": ""The intervention involves general educational apps such as Quizizz, Blooket, and Kahoot. There is no mention of large language models (e.g., ChatGPT, GPT-4) or transformer-based generative tools integrated into writing instruction.""}, ""c3"": {""status"": ""fail"", ""evidence"": ""The study examines overall use of apps for multiple skills (vocabulary, grammar, speaking, listening, writing, reading). Writing is only one of several skills and not the primary focus, and there is no specific writing-focused pedagogical intervention described.""}, ""c4"": {""status"": ""fail"", ""evidence"": ""No quantifiable writing outcome metrics are reported. The article discusses app usage and perceived engagement, not measured changes in writing performance or related variables.""}}"
Incorporating a Reflective Thinking Promoting Mechanism into Artificial Intelligence-supported English Writing Environments,2023,unsure,"{""c1"": {""status"": ""pass"", ""evidence"": ""Participants are clearly described as EFL (English as a Foreign Language) university students in two EFL writing classes, so the population consists of L2 English learners in an EFL context.""}, ""c2"": {""status"": ""unclear"", ""evidence"": ""The abstract refers to an \u201cAI-supported English writing (RTP-AIEW) approach\u201d and \u201cconventional AI-supported EFL writing,\u201d but does not specify the AI technology (e.g., ChatGPT, GPT-4, transformer-based LLM) or whether it is an LLM-based generative system versus earlier NLP/automated feedback tools. Without this detail, it is unclear if the intervention uses an LLM.""}, ""c3"": {""status"": ""pass"", ""evidence"": ""The study focuses on EFL writing, proposing a reflective thinking promotion mechanism in an AI-supported English writing environment. The primary outcomes include English writing performance and related learning variables, indicating a clear focus on writing competence rather than mere automated scoring.""}, ""c4"": {""status"": ""pass"", ""evidence"": ""The abstract reports that the proposed approach \u201csignificantly improved the experimental group students' English writing performance\u201d and also measured self-efficacy, self-regulated learning, and cognitive load. This implies quantifiable writing outcome metrics within a quasi-experimental design.""}}"
Leveraging Artificial Intelligence (ai) Technology for English Writing: Introducing Wordtune as a Digital Writing Assistant for Efl Writers,2023,exclude,"{""c1"": {""status"": ""pass"", ""evidence"": ""The abstract explicitly targets English as a Foreign Language (EFL) writers and discusses English writing, so the population and language focus align with the review\u2019s scope.""}, ""c2"": {""status"": ""fail"", ""evidence"": ""The article is described as a 'tech review' that provides an overview of Wordtune and its affordances. There is no indication of an experimental or quasi-experimental design, nor of an implemented LLM-based instructional intervention; it is a descriptive review of a tool.""}, ""c3"": {""status"": ""pass"", ""evidence"": ""The focus is on English writing support for EFL writers, specifically on how Wordtune can assist during the writing process (formulating, translating ideas, rewriting). This aligns with a writing competence context rather than automated scoring.""}, ""c4"": {""status"": ""fail"", ""evidence"": ""The abstract does not mention any empirical study, intervention, or quantifiable writing outcome metrics. It is positioned as a tech review discussing benefits and limitations, without reporting measured effects on writing performance.""}}"
