Title,Year,Decision,Notes
A Case Study of Implementing Generative Ai in University’s General English Courses,2024,exclude,"{""c1"": {""status"": ""pass"", ""evidence"": ""Participants are EFL learners in Korean university-level general English courses, clearly indicating L2 English learners in an EFL context.""}, ""c2"": {""status"": ""unclear"", ""evidence"": ""The abstract mentions a 'generative AI-based instruction model' but does not specify that it is an LLM (e.g., ChatGPT, GPT-4) or provide details on the specific tool or model architecture. It could be any generative AI, not necessarily an LLM.""}, ""c3"": {""status"": ""unclear"", ""evidence"": ""The study refers to 'English instruction for writing and speaking' and 'supporting linguistic proficiency,' but the primary stated focus is on affective factors (motivation, interest, confidence). It is not clear that writing competence or writing-related variables are the primary focus of the intervention or analysis.""}, ""c4"": {""status"": ""fail"", ""evidence"": ""The abstract specifies that the research investigated effects on affective factors (motivation, interest, confidence). It does not indicate that any quantifiable writing outcome metrics were collected or reported; writing is only mentioned as a domain of instruction, not as an assessed outcome.""}}"
Detecting and Assessing Ai-generated and Human-produced Texts: the Case of Second Language Writing Teachers,2024,exclude,"{""c1"": {""status"": ""fail"", ""evidence"": ""The focus is on second language writing teachers evaluating texts written by various authors (NS lecturer, NS student, NNS student, NNS lecturer, ChatGPT). There is no indication that the participants are L2 English learners; rather, they are teachers assessing texts.""}, ""c2"": {""status"": ""fail"", ""evidence"": ""ChatGPT is used to generate one of the essays, but there is no experimental or quasi-experimental integration of an LLM into writing instruction or learners\u2019 writing processes. The study examines detection and assessment of AI vs. human texts, not an LLM-mediated pedagogical intervention.""}, ""c3"": {""status"": ""fail"", ""evidence"": ""The primary focus is on teachers\u2019 ability to detect and assess AI-generated versus human-produced texts, not on improving learners\u2019 writing competence through an instructional intervention. It is an assessment/detection study rather than a writing pedagogy study.""}, ""c4"": {""status"": ""fail"", ""evidence"": ""Although scores are analyzed, they pertain to teacher ratings of different source texts (AI vs. human) and teachers\u2019 identification strategies, not to changes in L2 learners\u2019 writing outcomes following an LLM-based intervention. No quantifiable learner writing gains are reported.""}}"
The Impact of Chatgpt on English Language Learners’ Writing Skills: an Assessment of Ai Feedback on Mobile,2024,include,"{""c1"": {""status"": ""pass"", ""evidence"": ""Participants are described as English as a second language (ESL) learners in a senior secondary public school in India. The focus is explicitly on English writing skills and common English grammatical errors.""}, ""c2"": {""status"": ""pass"", ""evidence"": ""The study uses ChatGPT\u2019s mobile application as the intervention, providing AI feedback on students\u2019 writing. It employs a quasi-experimental design comparing ChatGPT feedback with traditional teacher feedback, clearly integrating an LLM into writing instruction.""}, ""c3"": {""status"": ""pass"", ""evidence"": ""The primary focus is on ESL writing skills, including grammar and composition proficiency, and the impact of ChatGPT feedback on common writing errors. This is a pedagogical intervention in writing, not an automated scoring study.""}, ""c4"": {""status"": ""pass"", ""evidence"": ""Quantitative writing outcomes are reported: pre- and post-test story-writing tasks, with measured reduction in specific error types and improved writing proficiency in the experimental group compared to the control group.""}}"
Large Language Models and Automated Essay Scoring of English Language Learner Writing: Insights into Validity and Reliability,2024,exclude,"{""c1"": {""status"": ""pass"", ""evidence"": ""The study uses 119 essays from an English language placement test written by English language learners, indicating an ELL/L2 English population.""}, ""c2"": {""status"": ""fail"", ""evidence"": ""LLMs (PaLM 2, Claude 2, GPT-3.5, GPT-4) are used solely for automated essay scoring, not as part of an instructional or quasi-experimental writing intervention. There is no integration of LLMs into teaching or learners\u2019 writing processes.""}, ""c3"": {""status"": ""fail"", ""evidence"": ""The primary focus is on the validity and reliability of LLM-based automated essay scoring, not on improving writing competence or implementing a pedagogical writing intervention.""}, ""c4"": {""status"": ""fail"", ""evidence"": ""The study reports reliability and validity metrics of LLM scoring, not quantifiable outcomes of learners\u2019 writing performance resulting from an LLM-mediated intervention.""}}"
Evaluating Cami Ai across Samr Stages: Students’ Achievement and Perceptions in Efl Writing Instruction,2024,unsure,"{""c1"": {""status"": ""pass"", ""evidence"": ""The abstract explicitly states that participants are 126 EFL (English as a Foreign Language) university students, indicating L2 English learners in an EFL context, with a focus on EFL writing instruction.""}, ""c2"": {""status"": ""unclear"", ""evidence"": ""The study uses \u201cCami, an AI-powered tool\u201d and refers to \u201cCami AI technology,\u201d but the abstract does not specify whether Cami is a large language model (e.g., ChatGPT-like, transformer-based generative model) or another type of AI (e.g., annotation, feedback, or grading tool). Without clarification that it is LLM-based, it is unclear if it meets the LLM intervention criterion.""}, ""c3"": {""status"": ""pass"", ""evidence"": ""The context is explicitly \u201cEFL writing instruction,\u201d and the study examines the impact of Cami AI-SAMR implementation on EFL students\u2019 writing achievement, indicating a primary focus on writing competence within a pedagogical intervention.""}, ""c4"": {""status"": ""pass"", ""evidence"": ""The abstract reports that Cami AI-SAMR implementation \u201csignificantly impacted EFL students\u2019 writing achievement,\u201d implying quantitative measures of writing performance as outcomes, alongside qualitative perceptions.""}}"
Advancing Efl Writing Proficiency in Jordan: Addressing Challenges and Embedding Progressive Strategies,2024,exclude,"{""c1"": {""status"": ""pass"", ""evidence"": ""Participants are 150 Jordanian EFL students majoring in English across three public universities, clearly an EFL (L2 English) context.""}, ""c2"": {""status"": ""fail"", ""evidence"": ""The study is descriptive and exploratory, using surveys and semi-structured interviews. AI, including potential LLM tools, is only mentioned as a prospective strategy; no actual AI/LLM-based intervention or experimental/quasi-experimental design is implemented.""}, ""c3"": {""status"": ""fail"", ""evidence"": ""Although the focus is on EFL writing challenges and strategies, there is no implemented writing instruction or intervention using LLMs; AI is discussed conceptually as a possible future tool, not as a tested pedagogical context.""}, ""c4"": {""status"": ""fail"", ""evidence"": ""The study reports challenges and proposed strategies but does not report quantifiable writing outcome metrics from an AI/LLM-mediated intervention. Data are survey statistics and thematic analysis, not experimental writing performance outcomes linked to LLM use.""}}"
Can Chatgpt Reliably and Accurately Apply a Rubric to L2 Writing Assessments? the Devil Is in the Prompt(s),2024,exclude,"{""c1"": {""status"": ""unclear"", ""evidence"": ""The abstract refers to 'second language (L2) writing' and is published in the Journal of Technology and Chinese Language Teaching. It is unclear whether the target language is English or Chinese, and no explicit mention of ESL/EFL/ELL or English writing is made.""}, ""c2"": {""status"": ""fail"", ""evidence"": ""The study investigates ChatGPT as an assessment tool, focusing on accuracy and reliability of AI-generated scores compared to human raters and the impact of prompting strategies. There is no indication of an instructional or quasi-experimental pedagogical intervention integrating ChatGPT into L2 writing instruction or writing processes.""}, ""c3"": {""status"": ""fail"", ""evidence"": ""The primary focus is on L2 writing assessment\u2014using ChatGPT to score writing and examining reliability and accuracy. This aligns with automated essay scoring functionality rather than a pedagogical writing intervention aimed at improving learners\u2019 writing competence.""}, ""c4"": {""status"": ""fail"", ""evidence"": ""Outcomes reported concern the accuracy and reliability of ChatGPT\u2019s scores relative to human raters and across topics, not quantifiable changes in learners\u2019 writing performance following an LLM-mediated intervention.""}}"
Paraphrase or Plagiarism? Exploring Eap Students’ Use of Source Material in a Transnational University Context,2024,exclude,"{""c1"": {""status"": ""pass"", ""evidence"": ""The abstract explicitly states that the study investigates English as a Second Language (ESL) student writers in an English for Academic Purposes (EAP) context, which fits the target L2 English learner population.""}, ""c2"": {""status"": ""fail"", ""evidence"": ""Although the abstract mentions Generative AI and students\u2019 confidence in technological tools, there is no indication of an experimental or quasi-experimental intervention integrating an LLM (e.g., ChatGPT) into writing instruction or processes. The study is exploratory, focusing on students\u2019 paraphrasing practices and perceptions, not on an LLM-based instructional treatment.""}, ""c3"": {""status"": ""pass"", ""evidence"": ""The primary focus is on academic writing practices\u2014specifically paraphrasing, plagiarism, and use of source material in EAP writing\u2014clearly a writing-related context rather than automated scoring or non-pedagogical evaluation.""}, ""c4"": {""status"": ""fail"", ""evidence"": ""The study uses a text-based interview method and a custom-designed writing task to explore how students make decisions about source use. The abstract reports qualitative insights (e.g., focus on sentence-level paraphrasing, low confidence in tools) but does not mention any quantifiable writing outcome metrics or experimental measures of intervention effectiveness.""}}"
Improving Writing Feedback for Struggling Writers: Generative Ai to the Rescue?,2024,exclude,"{""c1"": {""status"": ""unclear"", ""evidence"": ""The abstract mentions students with and without disabilities who struggled with writing and notes that AI feedback did not reflect student characteristics such as ELL status. However, it does not specify that the target population is L2 English learners in ESL/EFL/ELL contexts, nor that the analysis focuses specifically on English as an L2.""}, ""c2"": {""status"": ""fail"", ""evidence"": ""The study imports existing student essays into two versions of ChatGPT and analyzes the feedback and instructional suggestions generated, comparing them with teachers\u2019 feedback. This is an evaluation of AI-generated feedback quality, not an experimental or quasi-experimental pedagogical intervention integrating LLMs into writing instruction or writing processes for learners.""}, ""c3"": {""status"": ""fail"", ""evidence"": ""Although the context is writing instruction and feedback, the primary focus is on comparing AI and teacher feedback via thematic analysis, not on implementing an LLM-mediated instructional intervention aimed at improving learners\u2019 writing competence. It is more a functionality/feasibility study of AI feedback than a pedagogical intervention study.""}, ""c4"": {""status"": ""fail"", ""evidence"": ""The study uses inductive thematic analysis of AI and teacher responses. There is no indication of quantitative writing outcome measures (e.g., pre/post writing scores, rubric-based gains) assessing the effectiveness of an LLM-mediated intervention on student writing performance.""}}"
Efl Learners’ Attitudes towards Utilizing Chatgpt for Acquiring Writing Skills in Higher Education: a Case Study of Computing Students,2024,exclude,"{""c1"": {""status"": ""pass"", ""evidence"": ""Participants are EFL learners: fifty-two students at a private university in Sharjah taking an English language course. The focus is on acquisition of English writing skills, clearly an EFL/ESL context.""}, ""c2"": {""status"": ""fail"", ""evidence"": ""Although ChatGPT is mentioned, the study is described as exploring students\u2019 attitudes towards utilizing ChatGPT. There is no indication of an experimental or quasi-experimental instructional intervention integrating ChatGPT into writing instruction; rather, it is an attitudinal case study using a questionnaire and interviews.""}, ""c3"": {""status"": ""pass"", ""evidence"": ""The context is explicitly writing-focused: acquisition of writing skills in English as a foreign language and ChatGPT-based essay writing versus self-dependent essay writing. The primary focus is on writing competence and related skills.""}, ""c4"": {""status"": ""fail"", ""evidence"": ""Outcomes reported are students\u2019 attitudes and perceptions (e.g., time-saving, language accuracy, limited progress in higher-order thinking). There is no mention of quantifiable writing performance measures (e.g., writing scores, rubric-based assessments) used to evaluate the effectiveness of ChatGPT-mediated writing intervention.""}}"
